studyid,prev_ts,next_ts,fw_start,fw_end,sample,mipid,weightavailable,unique_mip,respondents,entry,male,income_quartile,mipd1_1,mipd2_1,mipd3_1,mipd4_1,mipd5_1,mipd6_1,mipd7_1,mipd8_1,mipd9_1,mipd10_1,mipd11_1,mipd12_1,mipd13_1,mipd14_1,mipd15_1,mipds101_1,mipds102_1,mipds103_1,mipds105_1,mipds109_1,mipds110_1,mipds203_1,mipds204_1,mipds207_1,mipds308_1,mipds309_1,mipds401_1,mipds404_1,mipds503_1,mipds509_1,mipds601_1,mipds602_1,mipds603_1,mipds605_1,mipds610_1,mipds804_1,mipds901_1,mipds1001_1,mipds1011_1,mipds1012_1,mipde101_1,mipde102_1,mipde103_1,mipde105_1,mipde108_1,mipde109_1,mipde110_1,mipde501_1,mipde502_1,mipde504_1,mipdfp506_1,mipdfp601_1,mipdfp602_1,mipdfp603_1,mipdfp604_1,mipdfp605_1,mipdfp606_1,mipdfp608_1,mipdfp610_1,mipdfp701_1,mipdfp702_1,mipdsp201_1,mipdsp202_1,mipdsp203_1,mipdsp204_1,mipdsp205_1,mipdsp207_1,mipdsp208_1,mipdsp210_1,mipdsp211_1,mipdsp212_1,mipdsp217_1,cap1_1,cap2_1,cap3_1,cap4_1,cap5_1,cap6_1,cap7_1,cap8_1,cap9_1,cap10_1,cap12_1,cap13_1,cap14_1,cap15_1,cap16_1,cap17_1,cap18_1,cap19_1,cap20_1,cap21_1,cap22_1,cap23_1,cap24_1,mipd1_2,mipd2_2,mipd3_2,mipd4_2,mipd5_2,mipd6_2,mipd7_2,mipd8_2,mipd9_2,mipd10_2,mipd11_2,mipd12_2,mipd13_2,mipd14_2,mipd15_2,mipds101_2,mipds102_2,mipds103_2,mipds105_2,mipds109_2,mipds110_2,mipds203_2,mipds204_2,mipds207_2,mipds308_2,mipds309_2,mipds401_2,mipds404_2,mipds503_2,mipds509_2,mipds601_2,mipds602_2,mipds603_2,mipds605_2,mipds610_2,mipds804_2,mipds901_2,mipds1001_2,mipds1011_2,mipds1012_2,mipde101_2,mipde102_2,mipde103_2,mipde105_2,mipde108_2,mipde109_2,mipde110_2,mipde501_2,mipde502_2,mipde504_2,mipdfp506_2,mipdfp601_2,mipdfp602_2,mipdfp603_2,mipdfp604_2,mipdfp605_2,mipdfp606_2,mipdfp608_2,mipdfp610_2,mipdfp701_2,mipdfp702_2,mipdsp201_2,mipdsp202_2,mipdsp203_2,mipdsp204_2,mipdsp205_2,mipdsp207_2,mipdsp208_2,mipdsp210_2,mipdsp211_2,mipdsp212_2,mipdsp217_2,cap1_2,cap2_2,cap3_2,cap4_2,cap5_2,cap6_2,cap7_2,cap8_2,cap9_2,cap10_2,cap12_2,cap13_2,cap14_2,cap15_2,cap16_2,cap17_2,cap18_2,cap19_2,cap20_2,cap21_2,cap22_2,cap23_2,cap24_2,mipd1_3,mipd2_3,mipd3_3,mipd4_3,mipd5_3,mipd6_3,mipd7_3,mipd8_3,mipd9_3,mipd10_3,mipd11_3,mipd12_3,mipd13_3,mipd14_3,mipd15_3,mipds101_3,mipds102_3,mipds103_3,mipds105_3,mipds109_3,mipds110_3,mipds203_3,mipds204_3,mipds207_3,mipds308_3,mipds309_3,mipds401_3,mipds404_3,mipds503_3,mipds509_3,mipds601_3,mipds602_3,mipds603_3,mipds605_3,mipds610_3,mipds804_3,mipds901_3,mipds1001_3,mipds1011_3,mipds1012_3,mipde101_3,mipde102_3,mipde103_3,mipde105_3,mipde108_3,mipde109_3,mipde110_3,mipde501_3,mipde502_3,mipde504_3,mipdfp506_3,mipdfp601_3,mipdfp602_3,mipdfp603_3,mipdfp604_3,mipdfp605_3,mipdfp606_3,mipdfp608_3,mipdfp610_3,mipdfp701_3,mipdfp702_3,mipdsp201_3,mipdsp202_3,mipdsp203_3,mipdsp204_3,mipdsp205_3,mipdsp207_3,mipdsp208_3,mipdsp210_3,mipdsp211_3,mipdsp212_3,mipdsp217_3,cap1_3,cap2_3,cap3_3,cap4_3,cap5_3,cap6_3,cap7_3,cap8_3,cap9_3,cap10_3,cap12_3,cap13_3,cap14_3,cap15_3,cap16_3,cap17_3,cap18_3,cap19_3,cap20_3,cap21_3,cap22_3,cap23_3,cap24_3
"anes-1978",02nov1976,04nov1980,01nov1978,25jan1979,"National Adults",25,"None",313,1620,,"Male","Third 25%",70.48267,6.285715,.591716,2.975486,1.885038,5.866441,.5226825,6.915187,1.806143,1.913215,.3888419,.0710059,.0591716,0,.2366864,4.260355,5.100592,55.459,2.201184,2.011834,.1183432,.6508875,.9157509,.3353057,.295858,.1183432,2.299239,.332488,.2366864,0,1.439842,0,.7185123,2.514793,.4142012,4.368836,1.518738,.2761341,.1972387,0,4.260355,5.100592,55.459,2.201184,.3076923,2.011834,.1183432,.2366864,.2366864,1.056636,.2282333,1.439842,0,.7185123,.1183432,2.514793,.147929,.5128205,.4142012,.1183432,.4043393,1.289941,1.842209,.6508875,.9157509,.2268244,.3353057,.3550296,0,.1656805,.0236686,.480417,71.32883,.6390533,1.005917,.3550296,1.568047,.6508875,1.155818,5.759369,0,0,3.274162,2.766413,.2189349,.5029586,3.846154,0,.4043393,2.485207,1.913215,.0236686,1.865314,0,.2366864,63.59466,6.080139,1.219512,4.065041,3.1988,8.183314,.5420054,5.352304,2.439024,4.065041,0,.4471545,.4065041,0,.4065041,3.252033,4.186992,50.60008,1.626016,2.439024,.4065041,.4065041,.6194348,.1355014,.4065041,.4065041,2.9036,.5613628,.5081301,0,2.222222,.3726287,1.713124,1.74216,.232288,3.624661,2.03252,.4065041,.203252,.4065041,3.252033,4.186992,50.60008,1.626016,.1355014,2.439024,.4065041,.5081301,.5081301,2.18254,1.16628,2.222222,.3726287,1.713124,.116144,1.74216,.1974448,1.587302,.232288,0,.5420054,1.504065,2.872629,.4065041,.6194348,.0677507,.1355014,.4065041,0,0,0,.0677507,65.76268,1.585366,.8130081,0,1.131436,.4065041,0,4.742548,0,.3252033,3.871467,3.224932,.101626,.7452575,5.307782,0,.5420054,4.041812,4.065041,.0813008,2.845528,0,.4065041,71.28094,3.486362,.2835539,2.511477,3.809974,5.121973,1.212981,6.257089,2.398956,3.245116,.1080205,.094518,.1890359,0,0,4.536862,.604915,58.66595,2.930057,2.268431,.5671077,.2835539,.3825727,.2835539,.1890359,.094518,1.566298,.2700513,.5198488,0,1.94707,.5040958,.4590872,1.26249,.1620308,4.15879,2.047889,.3570679,.5566058,0,4.536862,.604915,58.66595,2.930057,.0756144,2.268431,.5671077,.4725898,.5198488,2.6285,1.494284,1.94707,.5040958,.4590872,.0810154,1.26249,.1660816,.5401027,.1620308,.6931317,.5198488,.3132595,1.795841,.2835539,.3825727,.078765,.2835539,.1890359,0,.0270051,0,.1327752,73.13349,.3780718,.436583,.1890359,.2268431,.2835539,.8695652,5.387524,0,0,2.565488,2.290935,.1890359,.3875236,3.967054,0,.6458727,3.216311,3.245116,0,2.587992,0,0
"usaipo1979-1123g",02nov1976,04nov1980,23feb1979,26feb1979,"National Adults",1,"Yes",44,1496,,"Male",,60.39202,1.4959,0,4.102654,1.477619,12.29954,0,11.01189,3.079597,2.537775,.1703163,0,.8373885,0,2.595296,12.59643,1.960732,41.16621,3.921465,0,.7471775,.0324412,.0360458,.5839416,0,0,2.793419,.6604102,0,0,4.031685,.3630325,.7103096,3.205543,1.471311,6.831471,1.472599,0,0,0,12.59643,1.960732,41.16621,3.921465,0,0,.7471775,0,0,1.411965,.0656548,4.031685,.3630325,.7103096,0,3.205543,.8696453,1.648015,1.471311,0,0,0,0,.0324412,.0360458,.0567721,.5839416,0,0,0,0,.7866991,60.7651,0,.0360458,0,0,.0324412,.6719963,10.24721,0,0,4.27297,2.400649,0,.0926891,5.214186,.0656548,0,7.151011,2.537775,0,3.916985,0,2.595296,61.43891,2.405063,.8822401,2.04929,1.238972,11.08368,0,13.37786,2.661117,2.117376,.1572689,0,.2867281,0,2.301496,13.45832,1.590224,43.01374,3.180448,0,.1578169,.0383583,.1822018,1.288838,.4411201,.4411201,1.406789,.2109705,0,0,3.803907,.5413995,.7426932,2.757013,1.168557,8.604033,1.652145,0,0,0,13.45832,1.590224,43.01374,3.180448,0,0,.1578169,0,0,1.238972,0,3.803907,.5413995,.7426932,0,2.757013,.4602992,1.609814,1.168557,0,0,.287687,0,.0383583,.1822018,.111239,1.288838,0,0,.287687,0,.2090526,61.92222,.8822401,.1822018,0,0,.0383583,.4142693,12.90605,0,0,2.206559,2.326429,.575374,.0958957,4.501405,0,0,6.582279,2.117376,0,2.947845,0,2.301496,57.62922,.768342,.1386482,1.877527,.8636627,18.36061,0,11.56339,3.22192,1.561668,.1444252,0,2.137493,0,1.733102,13.09948,.9327241,41.34161,1.865448,0,.3466204,.028885,.2888504,.2426343,.0693241,.0693241,.6643559,.2599653,0,0,5.732893,.4621606,1.884693,5.966036,1.46901,7.662714,1.965008,0,0,0,13.09948,.9327241,41.34161,1.865448,0,0,.3466204,0,0,.7481225,.1155402,5.732893,.4621606,1.884693,0,5.966036,.3466204,2.499194,1.46901,0,0,0,0,.028885,.2888504,0,.2426343,0,0,0,0,.2079723,57.99317,.1386482,.2888504,0,0,.028885,.0693241,11.49407,0,0,2.021953,.6759099,0,.0433276,8.775049,.1155402,0,9.701097,1.561668,0,5.359413,0,1.733102
"usaipo1979-1128g",02nov1976,04nov1980,04may1979,07may1979,"National Adults",1,"Yes",45,1460,,"Male","Highest 25%",54.54897,1.285671,.4851752,2.57637,1.329739,3.412781,0,27.13694,2.650494,3.156673,.3324349,0,.6588799,0,2.425876,11.22658,1.800903,37.41055,3.601806,0,.32944,.0898473,.0598982,.3054807,.2425876,.2425876,1.287062,1.15903,0,0,1.149716,.491165,.3720598,.8339669,0,18.09129,1.692123,0,0,0,11.22658,1.800903,37.41055,3.601806,0,0,.32944,0,0,1.329739,0,1.149716,.491165,.3720598,0,.8339669,0,.5658732,0,0,0,.1796945,0,.0898473,.0598982,.1437556,.3054807,0,0,0,0,.5069953,54.98023,.4851752,.0598982,0,0,.0898473,.1437556,26.99318,0,.1796945,2.908805,1.67501,0,.1796945,1.697192,0,0,1.715589,3.156673,0,3.309374,0,2.425876,46.91804,.8923885,.3562055,1.860705,1.20543,2.609195,0,34.08009,4.416278,4.294601,.2699663,0,.5099363,0,2.587177,10.286,.8723017,33.68955,1.744603,0,.1374828,.1687289,.0224972,.599925,.1874766,.1687289,.9092613,.3515186,0,0,1.250298,.218187,.1749781,.4905637,0,22.43149,2.616102,0,0,0,10.286,.8723017,33.68955,1.744603,0,0,.1374828,0,0,1.18936,.0160694,1.250298,.218187,.1749781,0,.4905637,0,.4751679,0,0,0,.056243,0,.1687289,.0224972,.0449944,.599925,0,0,0,0,0,47.05021,.3562055,.0224972,0,0,.1687289,.4436945,33.15833,0,.056243,2.130671,1.497938,0,.6661667,.8997983,.0160694,0,1.725466,4.294601,0,4.926215,0,2.587177,56.44495,.2414546,.5437977,1.450617,1.660788,2.364226,0,24.53781,3.923113,5.423491,.2351558,0,1.763668,0,1.410935,12.64907,.9347443,40.37436,1.869489,0,.5291005,.0146972,0,.1763668,.2792475,.2645503,.6760729,.2307466,0,0,1.135887,.484029,.0587889,.1175779,0,16.22953,2.599731,0,0,0,12.64907,.9347443,40.37436,1.869489,0,0,.5291005,0,0,1.607878,.0529101,1.135887,.484029,.0587889,0,.1175779,0,.5679433,0,0,0,0,0,.0146972,0,0,.1763668,0,0,0,0,.0503905,56.55959,.5437977,0,0,0,.0146972,.2155595,24.32225,0,0,1.685773,1.578903,0,.0881834,.7133059,.0529101,0,1.70383,5.423491,0,5.686781,0,1.410935
"uscbsnyt1979-jun",02nov1976,04nov1980,03jun1979,06jun1979,"National Adults",1,"Yes",11,1324,,"Female","Third 25%",41.75488,2.828155,0,0,0,2.812408,0,31.79011,5.974933,2.945045,0,0,4.600405,0,7.294071,8.24457,2.209988,31.30032,0,0,0,0,0,0,0,0,0,0,0,0,2.812408,0,0,0,0,31.79011,5.974933,0,0,0,8.24457,2.209988,31.30032,0,0,0,0,0,0,0,0,2.812408,0,0,0,0,0,0,0,0,0,2.828155,0,0,0,0,0,0,0,0,0,0,41.75488,0,0,0,0,0,0,31.79011,0,0,0,2.828155,0,0,0,0,0,2.812408,2.945045,0,10.57534,0,7.294071,43.20487,2.774606,0,0,0,2.892096,0,35.6236,5.785298,3.45985,0,0,3.772491,0,2.487189,12.95923,.4314579,29.81419,0,0,0,0,0,0,0,0,0,0,0,0,2.892096,0,0,0,0,35.6236,5.785298,0,0,0,12.95923,.4314579,29.81419,0,0,0,0,0,0,0,0,2.892096,0,0,0,0,0,0,0,0,0,2.774606,0,0,0,0,0,0,0,0,0,0,43.20487,0,0,0,0,0,0,35.6236,0,0,0,2.774606,0,0,0,0,0,2.892096,3.45985,0,9.557789,0,2.487189,46.05022,2.474468,0,0,0,3.659338,0,25.64756,6.905126,3.476062,0,0,2.016848,0,9.770376,15.67684,1.050218,29.32316,0,0,0,0,0,0,0,0,0,0,0,0,3.659338,0,0,0,0,25.64756,6.905126,0,0,0,15.67684,1.050218,29.32316,0,0,0,0,0,0,0,0,3.659338,0,0,0,0,0,0,0,0,0,2.474468,0,0,0,0,0,0,0,0,0,0,46.05022,0,0,0,0,0,0,25.64756,0,0,0,2.474468,0,0,0,0,0,3.659338,3.476062,0,8.921973,0,9.770376
"usaipo1979-1136g",02nov1976,04nov1980,10aug1979,13aug1979,"National Adults",1,"Yes",44,1567,,"Female","Third 25%",49.18796,2.396008,1.052485,5.000136,1.511725,5.181971,0,13.09677,9.695436,7.588628,.8583925,0,1.499162,0,2.931323,9.774462,2.154405,32.60889,4.30881,0,.2911382,.2505583,0,.7118928,.5262423,.5262423,2.680466,.766667,0,0,1.817892,.4466778,.4497687,1.51681,.0558347,8.041712,6.030683,0,0,0,9.774462,2.154405,32.60889,4.30881,0,0,.2911382,0,0,1.511725,0,1.817892,.4466778,.4497687,0,1.51681,0,.8949872,.0558347,0,0,.212172,0,.2505583,0,0,.7118928,0,0,.1954216,0,1.025963,49.53275,1.052485,.3595358,0,0,.2505583,.4479408,12.06257,.7328308,.0167504,5.498993,2.12172,.3908431,.6365159,2.413257,0,0,2.768714,7.588628,0,11.1946,0,2.931323,45.58456,1.235083,.9039548,3.686995,1.402934,3.829939,0,17.77384,11.65365,9.188829,1.591337,0,.855766,0,2.293121,8.790134,2.010969,30.22978,4.021939,0,.0332336,.3356597,.0498504,.485211,.5018278,.4021269,1.252631,.8707212,0,0,1.034041,.6266913,.400584,1.201752,.0664673,11.37472,7.395591,0,0,0,8.790134,2.010969,30.22978,4.021939,0,0,.0332336,0,0,1.374448,.028486,1.034041,.6266913,.400584,0,1.201752,0,.5004036,.0664673,0,0,.0725097,0,.3356597,.0498504,.0498504,.485211,0,0,.0725097,0,.1694915,45.99333,.9039548,.4885344,0,0,.3356597,.2547912,16.88761,.0997009,0,4.839648,1.043536,.1450195,1.09671,2.257513,.028486,0,1.600912,9.188829,.0332336,12.50942,0,2.293121,44.82215,1.804309,.8976661,3.754032,1.820267,3.142686,0,17.03621,13.01041,7.819098,.6941951,0,2.685518,0,2.513465,9.685111,1.256383,30.81732,2.512766,0,.3351287,0,.1795332,.502693,.448833,.448833,1.27455,1.548474,0,0,1.313157,.2393776,.1346499,.4398564,0,10.95851,8.29459,0,0,0,9.685111,1.256383,30.81732,2.512766,0,0,.3351287,0,0,1.760423,.0598444,1.313157,.2393776,.1346499,0,.4398564,.3590664,.6565786,0,0,0,0,0,0,.1795332,0,.502693,0,0,0,0,1.122083,46.2674,.8976661,.4847397,0,0,0,.0598444,16.43776,.7630162,0,4.143021,.9016557,0,.7540395,1.232795,.0598444,0,1.969736,7.819098,0,15.69592,0,2.513465
"usaipo1979-1141g",02nov1976,04nov1980,12oct1979,15oct1979,"National Adults",1,"Yes",40,1515,,"Male","Second 25%",59.47717,2.503122,.4703974,3.141583,.9367397,4.052414,0,20.54466,2.961611,3.157505,.2892674,0,.9245742,0,1.540957,12.00618,1.883134,41.60531,3.766269,0,.1351717,.405515,.0135172,.3568532,.2351987,.2351987,2.318387,.5474452,0,.152744,1.363754,.4438137,.3866875,1.176283,0,13.38748,1.947245,0,0,0,12.00618,1.883134,41.60531,3.766269,0,0,.1351717,0,0,.7028927,.081103,1.363754,.4438137,.3866875,0,1.176283,0,.6818768,0,0,0,.3134695,0,.405515,.0135172,0,.3568532,0,0,.3134695,0,1.100297,59.96378,.4703974,.0135172,0,0,.405515,.324412,19.97694,.76372,0,3.43085,.9002433,.6269391,.243309,2.087887,.081103,0,2.04563,3.157505,.081103,3.886186,0,1.540957,57.55152,2.462428,.4624277,2.2614,1.557666,5.795761,0,19.10047,2.769061,3.82347,.0192678,0,.7283237,0,3.468208,12.89848,1.004129,41.37091,2.008258,0,.0770713,.1156069,.0578035,1.66474,.2312139,.2312139,1.265896,.4624277,0,.1156069,2.482063,.5218827,.3777869,1.172998,0,12.53326,1.588219,0,0,0,12.89848,1.004129,41.37091,2.008258,0,0,.0770713,0,0,1.392513,.0495458,2.482063,.5218827,.3777869,0,1.172998,0,1.241031,0,0,0,.1156069,0,.1156069,.0578035,0,1.66474,0,0,0,0,.5086705,58.12377,.4624277,.0578035,0,0,.1156069,.238921,18.63033,.5780347,.1156069,2.280668,2.289017,0,.1926782,2.122213,.0495458,0,3.723094,3.82347,.2312139,3.497385,0,3.468208,62.0479,.9508197,.1639344,2.669399,2.786885,4.807395,0,16.77049,4.084309,2.669683,.1639344,0,1.573771,0,1.311475,13.50358,1.615144,43.56227,3.230289,0,.0546448,.1639344,0,0,.0819672,.0819672,2.032787,.3415301,0,.0983607,1.133631,2.240437,.2166276,.6498829,0,11.02732,2.69555,0,0,0,13.50358,1.615144,43.56227,3.230289,0,0,.0546448,0,0,2.688524,0,1.133631,2.240437,.2166276,0,.6498829,0,.5668157,0,0,0,.0655738,0,.1639344,0,0,0,0,0,0,0,.7213115,64.42496,.1639344,0,0,0,.1639344,.147541,16.45902,.4918033,.0655738,2.833333,.557377,0,.2459016,3.106948,0,0,1.700447,2.669683,0,5.65808,0,1.311475
"uscbsnyt1980-jan",02nov1976,04nov1980,09jan1980,13jan1980,"National Adults",1,"Yes",11,1386,,"Female","Third 25%",39.85092,0,0,0,0,40.49204,0,11.44788,0,.687836,0,0,4.034511,0,3.486807,22.09711,.7895656,13.74926,.7895656,2.425417,0,0,0,0,0,0,0,0,0,0,8.741811,0,0,3.431635,17.59093,11.44788,0,0,.343918,.343918,22.09711,.7895656,13.74926,.7895656,0,2.425417,0,0,0,0,0,8.741811,0,0,10.72766,3.431635,0,0,17.59093,0,0,0,0,0,0,0,0,0,0,0,0,0,39.85092,0,0,0,0,0,0,11.44788,0,0,0,0,0,0,14.1593,0,0,26.33275,.687836,0,4.034511,0,3.486807,41.70653,0,0,0,0,41.82646,0,8.429116,0,5.045904,0,0,1.884004,0,1.107986,24.63484,1.311807,13.59567,1.311807,.8524066,0,0,0,0,0,0,0,0,0,0,10.69149,0,0,4.188262,17.66162,8.429116,0,0,2.522952,2.522952,24.63484,1.311807,13.59567,1.311807,0,.8524066,0,0,0,0,0,10.69149,0,0,9.285092,4.188262,0,0,17.66162,0,0,0,0,0,0,0,0,0,0,0,0,0,41.70653,0,0,0,0,0,0,8.429116,0,0,0,0,0,0,13.47335,0,0,28.35311,5.045904,0,1.884004,0,1.107986,39.6013,0,0,0,0,41.20372,0,9.192395,0,1.903645,0,0,5.190632,0,2.908311,20.50344,.9243312,15.99828,.9243312,1.250912,0,0,0,0,0,0,0,0,0,0,11.24131,0,0,3.602478,16.78244,9.192395,0,0,.9518227,.9518227,20.50344,.9243312,15.99828,.9243312,0,1.250912,0,0,0,0,0,11.24131,0,0,9.577488,3.602478,0,0,16.78244,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6013,0,0,0,0,0,0,9.192395,0,0,0,0,0,0,13.17997,0,0,28.02375,1.903645,0,5.190632,0,2.908311
"usaipo1980-1147g",02nov1976,04nov1980,25jan1980,28jan1980,"National Adults",1,"Yes",46,1565,,"Female","Second 25%",41.64421,.5889228,.1696641,3.753409,.3562945,39.00709,0,9.181604,2.265958,1.77921,.145157,0,0,0,1.108472,8.549199,1.34553,28.4646,2.691061,0,.5542359,.0686197,.0395883,.0395883,.0791766,.0791766,1.300255,.2401689,0,.0263922,3.245463,2.52959,2.589613,11.84024,5.179227,6.094677,1.347887,0,.0226219,0,8.549199,1.34553,28.4646,2.691061,0,0,.5542359,0,0,.3299024,0,3.245463,2.52959,2.589613,0,11.84024,12.00023,1.622732,5.179227,0,0,.180975,0,.0686197,.0395883,.0527844,.0395883,0,0,.180975,0,.0263922,41.64421,.1696641,.1187648,0,0,.0686197,.1583531,9.023252,.0527844,0,3.819389,.3826867,.36195,.0395883,28.95967,0,0,10.04742,1.77921,0,2.265958,0,1.108472,34.64581,.6625259,.4850636,1.678744,.3450656,46.64634,0,10.5017,2.296412,1.772158,.1380262,0,0,0,.8281574,7.465282,.7677709,24.15258,1.535542,0,.5175983,.2846791,.0258799,0,.3978113,.0872523,.1449275,.1984127,0,0,5.369372,1.616879,3.398854,13.03837,6.827287,7.001133,1.57695,0,0,0,7.465282,.7677709,24.15258,1.535542,0,0,.5175983,0,0,.3450656,0,5.369372,1.616879,3.398854,0,13.03837,13.71828,2.677292,6.827287,0,0,.1035197,0,.2846791,.0258799,0,0,0,0,.1035197,0,.1449275,34.64581,.4850636,.0258799,0,0,.2846791,0,10.5017,0,0,1.81677,.2829538,.2070393,.2070393,31.77238,0,0,14.87395,1.772158,0,2.296412,0,.8281574,35.25986,.1967441,.3046923,4.145991,.2394011,37.39183,0,11.99791,2.492818,3.839123,.1096892,0,.9140768,0,3.107861,8.285454,.370854,25.86184,.7417081,0,0,.0261165,0,0,.1523461,.1523461,1.096892,1.279708,0,0,4.902499,1.594556,2.115798,10.75549,4.231595,7.978294,1.352834,0,0,0,8.285454,.370854,25.86184,.7417081,0,0,0,0,0,.2089318,0,4.902499,1.594556,2.115798,0,10.75549,11.34065,2.451249,4.231595,0,0,0,0,.0261165,0,.0609385,0,0,0,0,0,.1096892,35.28598,.3046923,.1240533,0,0,.0261165,.1218769,11.87603,0,0,4.131627,.353443,0,0,25.80649,.0304692,0,11.58534,3.839123,0,3.406895,0,3.107861
"uscbsnyt1980-feb",02nov1976,04nov1980,13feb1980,17feb1980,"National Adults",1,"Yes",11,1456,,"Female","Highest 25%",49.1697,1.621145,0,0,0,28.50459,0,10.75785,0,1.418301,0,0,3.680237,0,4.848176,22.67296,.8651609,23.14527,.8651609,1.621145,0,0,0,0,0,0,0,0,0,0,7.813681,0,0,3.812862,12.25189,10.75785,0,0,.7091504,.7091504,22.67296,.8651609,23.14527,.8651609,0,1.621145,0,0,0,0,0,7.813681,0,0,4.626164,3.812862,0,0,12.25189,0,0,1.621145,0,0,0,0,0,0,0,0,0,0,49.1697,0,0,0,0,0,0,10.75785,0,0,0,1.621145,0,0,8.439026,0,0,20.06557,1.418301,0,3.680237,0,4.848176,50.69036,1.731188,0,0,0,27.93715,0,10.49561,0,.9820976,0,0,2.936023,0,5.227583,24.27963,1.097318,22.4849,1.097318,1.731188,0,0,0,0,0,0,0,0,0,0,8.442188,0,0,4.20847,11.85172,10.49561,0,0,.4910488,.4910488,24.27963,1.097318,22.4849,1.097318,0,1.731188,0,0,0,0,0,8.442188,0,0,3.434774,4.20847,0,0,11.85172,0,0,1.731188,0,0,0,0,0,0,0,0,0,0,50.69036,0,0,0,0,0,0,10.49561,0,0,0,1.731188,0,0,7.643244,0,0,20.2939,.9820976,0,2.936023,0,5.227583,46.05294,1.1782,0,0,0,31.87239,0,11.1068,0,2.744403,0,0,2.808364,0,4.236902,22.27228,.4608597,21.68074,.4608597,1.1782,0,0,0,0,0,0,0,0,0,0,11.72037,0,0,4.058079,12.10505,11.1068,0,0,1.372201,1.372201,22.27228,.4608597,21.68074,.4608597,0,1.1782,0,0,0,0,0,11.72037,0,0,3.988894,4.058079,0,0,12.10505,0,0,1.1782,0,0,0,0,0,0,0,0,0,0,46.05294,0,0,0,0,0,0,11.1068,0,0,0,1.1782,0,0,8.046973,0,0,23.82542,2.744403,0,2.808364,0,4.236902
"uscbsnyt1980-mar",02nov1976,04nov1980,12mar1980,15mar1980,"National Adults",1,"Yes",11,1380,,"Female","Highest 25%",68.79507,0,0,0,0,17.31997,0,4.319446,0,1.834206,0,0,3.117666,0,4.613641,31.43421,.6199251,34.2395,.6199251,1.88151,0,0,0,0,0,0,0,0,0,0,5.241947,0,0,1.084064,6.581046,4.319446,0,0,.9171028,.9171028,31.43421,.6199251,34.2395,.6199251,0,1.88151,0,0,0,0,0,5.241947,0,0,4.412918,1.084064,0,0,6.581046,0,0,0,0,0,0,0,0,0,0,0,0,0,68.79507,0,0,0,0,0,0,4.319446,0,0,0,0,0,0,5.496982,0,0,11.82299,1.834206,0,3.117666,0,4.613641,68.64999,0,0,0,0,18.67627,0,3.797109,0,2.840885,0,0,2.686246,0,3.349502,34.23499,1.283925,27.4188,1.283925,4.428349,0,0,0,0,0,0,0,0,0,0,7.532,0,0,1.11791,6.131088,3.797109,0,0,1.420443,1.420443,34.23499,1.283925,27.4188,1.283925,0,4.428349,0,0,0,0,0,7.532,0,0,3.895268,1.11791,0,0,6.131088,0,0,0,0,0,0,0,0,0,0,0,0,0,68.64999,0,0,0,0,0,0,3.797109,0,0,0,0,0,0,5.013179,0,0,13.66309,2.840885,0,2.686246,0,3.349502,69.26654,0,0,0,0,19.86227,0,3.115346,0,2.016602,0,0,1.47043,0,4.268811,33.16119,.5246965,33.65078,.5246965,1.405179,0,0,0,0,0,0,0,0,0,0,9.292352,0,0,.7793701,5.674644,3.115346,0,0,1.008301,1.008301,33.16119,.5246965,33.65078,.5246965,0,1.405179,0,0,0,0,0,9.292352,0,0,4.115904,.7793701,0,0,5.674644,0,0,0,0,0,0,0,0,0,0,0,0,0,69.26654,0,0,0,0,0,0,3.115346,0,0,0,0,0,0,4.895274,0,0,14.967,2.016602,0,1.47043,0,4.268811
