ts,numsurveys,numrespondents,mipds_101_1,mipds_102_1,mipds_103_1,mipds_105_1,mipds_109_1,mipds_110_1,mipds_203_1,mipds_204_1,mipds_207_1,mipds_308_1,mipds_309_1,mipds_401_1,mipds_404_1,mipds_503_1,mipds_509_1,mipds_601_1,mipds_602_1,mipds_603_1,mipds_605_1,mipds_610_1,mipds_804_1,mipds_901_1,mipds_1001_1,mipds_1011_1,mipds_1012_1,mipds_101_2,mipds_102_2,mipds_103_2,mipds_105_2,mipds_109_2,mipds_110_2,mipds_203_2,mipds_204_2,mipds_207_2,mipds_308_2,mipds_309_2,mipds_401_2,mipds_404_2,mipds_503_2,mipds_509_2,mipds_601_2,mipds_602_2,mipds_603_2,mipds_605_2,mipds_610_2,mipds_804_2,mipds_901_2,mipds_1001_2,mipds_1011_2,mipds_1012_2,mipds_101_3,mipds_102_3,mipds_103_3,mipds_105_3,mipds_109_3,mipds_110_3,mipds_203_3,mipds_204_3,mipds_207_3,mipds_308_3,mipds_309_3,mipds_401_3,mipds_404_3,mipds_503_3,mipds_509_3,mipds_601_3,mipds_602_3,mipds_603_3,mipds_605_3,mipds_610_3,mipds_804_3,mipds_901_3,mipds_1001_3,mipds_1011_3,mipds_1012_3,mipde_101_1,mipde_102_1,mipde_103_1,mipde_105_1,mipde_108_1,mipde_109_1,mipde_110_1,mipde_501_1,mipde_502_1,mipde_504_1,mipde_101_2,mipde_102_2,mipde_103_2,mipde_105_2,mipde_108_2,mipde_109_2,mipde_110_2,mipde_501_2,mipde_502_2,mipde_504_2,mipde_101_3,mipde_102_3,mipde_103_3,mipde_105_3,mipde_108_3,mipde_109_3,mipde_110_3,mipde_501_3,mipde_502_3,mipde_504_3,mipdfp_506_1,mipdfp_601_1,mipdfp_602_1,mipdfp_603_1,mipdfp_604_1,mipdfp_605_1,mipdfp_606_1,mipdfp_608_1,mipdfp_610_1,mipdfp_701_1,mipdfp_702_1,mipdfp_506_2,mipdfp_601_2,mipdfp_602_2,mipdfp_603_2,mipdfp_604_2,mipdfp_605_2,mipdfp_606_2,mipdfp_608_2,mipdfp_610_2,mipdfp_701_2,mipdfp_702_2,mipdfp_506_3,mipdfp_601_3,mipdfp_602_3,mipdfp_603_3,mipdfp_604_3,mipdfp_605_3,mipdfp_606_3,mipdfp_608_3,mipdfp_610_3,mipdfp_701_3,mipdfp_702_3,mipdsp_201_1,mipdsp_202_1,mipdsp_203_1,mipdsp_204_1,mipdsp_205_1,mipdsp_207_1,mipdsp_208_1,mipdsp_210_1,mipdsp_211_1,mipdsp_212_1,mipdsp_217_1,mipdsp_201_2,mipdsp_202_2,mipdsp_203_2,mipdsp_204_2,mipdsp_205_2,mipdsp_207_2,mipdsp_208_2,mipdsp_210_2,mipdsp_211_2,mipdsp_212_2,mipdsp_217_2,mipdsp_201_3,mipdsp_202_3,mipdsp_203_3,mipdsp_204_3,mipdsp_205_3,mipdsp_207_3,mipdsp_208_3,mipdsp_210_3,mipdsp_211_3,mipdsp_212_3,mipdsp_217_3,mipd_1_1,mipd_2_1,mipd_3_1,mipd_4_1,mipd_5_1,mipd_6_1,mipd_7_1,mipd_8_1,mipd_9_1,mipd_10_1,mipd_11_1,mipd_12_1,mipd_13_1,mipd_14_1,mipd_15_1,mipd_1_2,mipd_2_2,mipd_3_2,mipd_4_2,mipd_5_2,mipd_6_2,mipd_7_2,mipd_8_2,mipd_9_2,mipd_10_2,mipd_11_2,mipd_12_2,mipd_13_2,mipd_14_2,mipd_15_2,mipd_1_3,mipd_2_3,mipd_3_3,mipd_4_3,mipd_5_3,mipd_6_3,mipd_7_3,mipd_8_3,mipd_9_3,mipd_10_3,mipd_11_3,mipd_12_3,mipd_13_3,mipd_14_3,mipd_15_3,cap_1_1,cap_2_1,cap_3_1,cap_4_1,cap_5_1,cap_6_1,cap_7_1,cap_8_1,cap_9_1,cap_10_1,cap_12_1,cap_13_1,cap_14_1,cap_15_1,cap_16_1,cap_17_1,cap_18_1,cap_19_1,cap_20_1,cap_21_1,cap_22_1,cap_23_1,cap_24_1,cap_1_2,cap_2_2,cap_3_2,cap_4_2,cap_5_2,cap_6_2,cap_7_2,cap_8_2,cap_9_2,cap_10_2,cap_12_2,cap_13_2,cap_14_2,cap_15_2,cap_16_2,cap_17_2,cap_18_2,cap_19_2,cap_20_2,cap_21_2,cap_22_2,cap_23_2,cap_24_2,cap_1_3,cap_2_3,cap_3_3,cap_4_3,cap_5_3,cap_6_3,cap_7_3,cap_8_3,cap_9_3,cap_10_3,cap_12_3,cap_13_3,cap_14_3,cap_15_3,cap_16_3,cap_17_3,cap_18_3,cap_19_3,cap_20_3,cap_21_3,cap_22_3,cap_23_3,cap_24_3
1950,4,5258,1.051,2.827,6.157,1.668,5.343,2.22,.157,.062,0,.673,.338,.122,0,0,0,8.133,1.285,2.186,15.203,5.023,.074,.009,.128,.086,0,1.581,2.549,7.269,1.597,4.753,3.421,.282,.381,0,.088,.029,0,0,0,0,8.541,1.374,2.43,13.736,4.663,0,.052,.139,.107,0,2.173,1.339,5.716,1.528,6.184,2.954,.308,.086,0,.393,.245,.122,0,0,0,7.782,1.27,1.305,12.625,4.4,.032,.018,.26,.365,0,1.051,2.827,6.157,1.668,.575,5.343,2.22,.437,.254,5.27,1.581,2.549,7.269,1.597,.569,4.753,3.421,.578,.322,6.167,2.173,1.339,5.716,1.528,.341,6.184,2.954,1.49,.858,6.924,4.435,8.133,1.285,2.186,0,15.203,5.023,2.213,5.023,1.239,0,5.133,8.541,1.374,2.43,0,13.736,4.663,3.861,4.663,2.125,0,4.124,7.782,1.27,1.305,0,12.625,4.4,2.964,4.4,1.666,0,.036,.086,.157,.062,.052,0,0,0,2.223,0,.12,0,.107,.282,.381,0,0,0,0,1.254,0,0,.046,.365,.308,.086,.007,0,0,0,1.431,0,.137,19.969,2.737,1.011,.122,6.7020001,39.066002,1.239,.127,.48800001,6.0560002,.049,0,3.763,0,18.672001,22.289,2.023,.118,0,7.645,39.268002,2.125,.23,.41800001,4.7150002,0,0,4.0640001,0,17.106001,20.481001,2.382,.63800001,.122,10.384,34.747002,1.666,.111,.49200001,8.3039999,.061,0,5.427,0,15.185,20.792,1.011,.09,.74000001,.57499999,.15700001,.013,.086,0,.036,.17,.139,2.223,.12800001,28.252001,0,0,16.608,6.0560002,0,4.2509999,0,18.672001,23.103001,.118,.611,.57800001,.56900001,.28200001,0,0,0,0,0,.107,1.2539999,.551,27.336,0,0,19.190001,4.7150002,0,4.4809999,0,17.106001,25.042999,.63800001,.15700001,1.112,.34099999,.308,0,.041,0,.046,.182,.373,1.431,.245,23.863001,0,0,16.812,8.3039999,0,5.9190001,0,15.185
1951,1,1806,10.701,.344,10.701,.172,0,.398,.221,0,0,.11,.221,.597,.298,0,0,19.174,.497,.552,28.76,9.587,0,0,0,.069,0,11.842,0,11.842,0,0,1.754,0,0,0,0,0,0,0,0,0,17.753,.585,0,26.629,8.876,0,0,0,.877,0,10.652,.39,10.652,.195,0,.367,.237,0,0,.024,.047,.336,.168,0,0,18.453,.365,.271,27.679,9.226,0,0,0,.494,0,10.701,.344,10.701,.172,.405,0,.398,0,0,.994,11.842,0,11.842,0,0,0,1.754,0,0,1.17,10.652,.39,10.652,.195,.79,0,.367,0,0,.731,.994,19.174,.497,.552,0,28.76,0,0,9.587,0,0,1.17,17.753,.585,0,0,26.629,0,0,8.876,0,0,.731,18.453,.365,.271,0,27.679,0,0,9.226,0,0,0,.069,.221,0,0,0,0,0,.796,0,0,0,.877,0,0,0,0,0,0,1.754,0,0,0,.494,.237,0,0,0,0,0,.296,0,0,23.249001,1.086,.331,.89499998,.99400002,58.57,0,.11,2.5969999,2.444,.29800001,0,7.8779998,0,1.5470001,26.754,2.632,0,0,1.17,53.842999,0,0,1.7539999,6.579,0,0,5.5139999,0,1.7539999,24.153,1.027,.071,.50400001,.73100001,55.993999,0,.15800001,2.7809999,4.4699998,.168,0,8.9370003,0,1.007,22.315001,.331,0,0,.405,.221,.11,0,0,0,1.193,.069,.796,.52899998,30.805,0,0,28.76,2.444,0,10.475,0,1.5470001,25.438999,0,0,0,0,0,0,0,0,0,0,.87699997,1.7539999,1.316,28.382999,0,0,26.629,6.579,0,7.2680001,0,1.7539999,22.254999,.071,0,0,.79000002,.237,.15800001,0,0,0,.671,.49399999,.296,1.108,29.046,0,0,27.679001,4.4699998,0,11.718,0,1.007
1952,3,5641,1.765,.858,6.157,.181,7.444,2.332,.071,.067,0,.536,.096,.171,.03,0,0,16.494,.805,.064,31.099,5.208,0,0,.393,.393,0,1.644,.564,4.229,.088,13.33,.868,0,0,0,0,0,.795,0,0,0,16.977,1.349,0,29.243,6.165,0,0,.636,.636,0,1.527,.297,4.933,.06,8.833,2.08,.015,.026,0,.44,.132,.289,.026,0,0,18.645,.656,.05,25.708,3.962,0,0,.629,.629,0,1.765,.858,6.157,.181,2.274,7.444,2.332,.427,.496,5.206,1.644,.564,4.229,.088,1.799,13.33,.868,.343,.349,5.734,1.527,.297,4.933,.06,1.9,8.833,2.08,.753,.768,7.82,1.383,16.494,.805,.064,0,31.099,0,1.015,5.208,0,0,2.624,16.977,1.349,0,0,29.243,0,.741,6.165,0,0,1.447,18.645,.656,.05,0,25.708,0,1.483,3.962,0,0,2.12,.065,.071,.067,.033,0,0,0,.434,0,0,2.325,0,0,0,0,0,0,0,.388,0,0,1.657,.096,.015,.026,.013,0,0,0,.135,0,0,21.083,2.789,.63200003,.2,6.6420002,54.686001,0,1.119,.57200003,6.8280001,0,0,2.967,0,2.4809999,22.594999,2.7130001,0,.79500002,6.4260001,54.474998,0,1.744,0,5.0510001,0,0,2.9089999,0,3.2920001,20.041,1.942,.57099998,.31400001,9.6529999,50.504002,0,.66299999,.47999999,11.623,.023,0,2.369,0,1.817,23.481001,.63200003,.067,.514,2.2739999,.071,.368,0,0,.77999997,.2,1.438,.43399999,.088,33.352001,0,0,22.716999,6.8280001,.736,3.54,0,2.4809999,24.525,0,0,0,1.799,0,.58099997,0,0,1.163,.79500002,1.163,.38800001,.072,33.216,0,0,23.882999,5.0510001,1.163,2.9089999,0,3.2920001,25.624001,.57099998,.026,.31200001,1.9,.015,.21600001,0,0,.43200001,.33700001,1.335,.13500001,.42699999,27.860001,0,0,24.09,11.623,.43200001,2.849,0,1.817
1953,1,1150,0,3.432,4.403,.296,26.272,5.37,1.252,.626,0,3.107,0,0,0,0,0,3.565,0,2.387,7.16,0,0,0,.284,0,0,0,0,8.333,0,30.357,7.143,0,0,0,7.143,0,0,0,0,0,0,0,1.786,5.357,0,0,0,2.381,0,0,0,1.13,4.446,.217,25.368,2.717,.399,.199,0,1.15,0,0,0,0,0,4.866,0,2.706,8.117,0,0,0,.448,.217,0,0,3.432,4.403,.296,2.202,26.272,5.37,2.461,0,3.378,0,0,8.333,0,4.167,30.357,7.143,0,0,0,0,1.13,4.446,.217,2.169,25.368,2.717,5.268,0,2.996,3.378,3.565,0,2.387,0,7.16,0,0,0,0,.641,0,0,0,1.786,0,5.357,0,0,0,0,0,2.996,4.866,0,2.706,0,8.117,0,0,0,0,.435,0,2.535,1.252,.626,2.535,0,0,0,1.908,0,1.307,0,0,0,0,0,0,0,0,0,0,0,0,2.156,.399,.199,2.156,0,0,0,.801,0,.87,41.974998,10.163,3.1070001,.148,20.650999,13.111,.64099997,0,0,5.5450001,0,0,4.6599998,0,0,50,0,7.1430001,0,21.429001,7.1430001,0,0,0,14.286,0,0,0,0,0,36.048,6.5799999,1.15,.435,21.395,15.689,.435,0,0,12.022,0,0,6.2459998,0,0,42.234001,3.1070001,.77399999,14.813,2.2019999,1.252,0,0,0,0,0,5.0689998,1.908,0,14.231,0,.64099997,3.5650001,5.5450001,0,4.6599998,0,0,45.833,7.1430001,0,21.429001,4.1669998,0,0,0,0,0,0,0,0,0,7.1430001,0,0,0,14.286,0,0,0,0,39.147999,1.15,.634,13.13,2.1689999,.39899999,0,0,0,0,0,4.3119998,.801,0,14.689,0,.435,4.8660002,12.022,0,6.2459998,0,0
1954,2,2758,1.632,14.104,3.186,1.99,7.184,2.669,.281,0,0,1.594,1.348,.072,.072,0,.453,6.536,2.019,2.007,10.23,4.211,.757,.072,.559,.453,0,.92,14.863,3.385,1.227,9.32,0,0,0,0,.932,.932,0,0,0,.373,5.58,3.704,1.227,15.214,6.899,2.477,0,0,.373,0,1.732,9.389,2.398,1.546,5.865,2.337,.36,0,0,1.056,.971,.303,.303,0,.733,7.926,2.722,1.58,11.618,4.762,.536,.303,.577,.733,0,1.632,14.104,3.186,1.99,1.875,7.184,2.669,1.65,0,0,.92,14.863,3.385,1.227,2.772,9.32,0,0,0,0,1.732,9.389,2.398,1.546,1.145,5.865,2.337,1.81,0,0,0,6.536,2.019,2.007,0,10.23,0,1.294,4.211,0,.453,0,5.58,3.704,1.227,0,15.214,0,.92,6.899,0,.373,0,7.926,2.722,1.58,0,11.618,0,1.509,4.762,0,.733,1.041,0,.281,0,2.361,0,0,0,.608,0,0,.994,0,0,0,3.107,0,0,0,0,0,0,1.173,0,.36,0,1.216,0,0,0,.169,0,0,33.193001,4.2909999,2.9419999,.215,6.5900002,26.297001,.45300001,.75700003,.40099999,11.041,.63300002,0,2.8599999,0,10.328,32.486,4.1009998,1.864,0,.373,33.542999,.373,2.477,0,16.955,0,0,.373,0,7.4559999,25.466,2.918,2.027,.90899998,6.3239999,30.117001,.73299998,.53600001,.95099998,14.174,1.023,0,3.507,0,11.315,32.692001,2.9419999,.072,4.487,2.4630001,.28099999,0,.75700003,.45300001,.45300001,.77700001,2.3610001,.60799998,.27599999,14.256,0,.45300001,12.041,11.041,0,3.2609999,0,10.328,29.714001,1.864,0,0,3.3929999,0,0,2.477,.373,.373,0,3.1070001,0,0,20.145,0,.373,13.399,16.955,0,.373,0,7.4559999,25.604,2.027,.303,3.78,1.584,.36000001,0,.53600001,.73299998,.73299998,1.6289999,1.216,.169,.528,15.92,0,.73299998,14.198,14.174,0,4.4580002,0,11.315
1955,1,1040,0,2.837,2.043,0,2.043,1.799,0,0,3.439,3.821,3.821,0,0,0,0,17.354,3.109,0,22.272,11.489,2.053,0,0,0,0,0,0,0,0,0,0,0,0,4.246,0,0,0,0,0,0,19.444,2.083,0,30.556,13.095,0,0,0,0,0,0,1.422,1.752,0,1.752,1.656,0,0,4.308,1.128,1.128,0,0,0,0,20.484,4.232,0,24.041,10.027,1.156,0,0,0,0,0,2.837,2.043,0,0,2.043,1.799,1.396,1.396,0,0,0,0,0,0,0,0,4.246,4.246,0,0,1.422,1.752,0,0,1.752,1.656,2.556,2.556,0,0,17.354,3.109,0,0,22.272,0,3.109,11.489,0,0,0,19.444,2.083,0,0,30.556,0,2.083,13.095,0,0,0,20.484,4.232,0,0,24.041,0,4.232,10.027,0,0,0,0,0,0,0,3.439,0,0,0,0,0,0,0,0,0,0,4.246,0,0,0,0,0,0,0,0,0,0,4.308,0,0,0,0,0,8.7229996,3.4389999,7.6409998,0,3.8299999,57.332001,0,4.7639999,0,6.0609999,.86500001,0,7.3439999,0,0,0,4.2459998,0,0,8.4919996,67.262001,0,0,0,11.667,0,0,8.3330002,0,0,6.5830002,4.3080001,2.256,0,6.5450001,63.015999,0,2.1559999,0,9.6859999,.44400001,0,5.007,0,0,11.515,7.6409998,2.71,1.038,0,0,0,2.053,0,0,.86500001,3.4389999,0,0,25.381001,0,0,31.951,6.0609999,0,7.3439999,0,0,8.4919996,0,0,0,0,0,0,0,0,0,0,4.2459998,0,0,32.639,0,0,34.623001,11.667,0,8.3330002,0,0,11.694,2.256,1,1.433,0,0,0,1.156,0,0,.44400001,4.3080001,0,0,28.273001,0,0,34.743,9.6859999,0,5.007,0,0
1956,5,8948,3.527,3.534,6.767,.576,2.97,1.824,1.471,0,0,7.579,6.976,0,0,0,0,12.732,1.128,1.933,21.144,4.767,.03,0,0,.882,0,2.539,.943,5.078,0,2.531,1.415,2.433,0,0,10.897,9.753,0,0,0,0,12.312,1.905,1.642,20.964,5.004,0,0,0,.381,0,2.438,1.392,4.734,.285,2.254,1.409,1.61,0,0,5.665,5.149,0,0,0,0,14.278,1.845,2.557,29.34,5.458,0,0,0,1.073,0,3.527,3.534,6.767,.576,.288,2.97,1.824,.252,0,.736,2.539,.943,5.078,0,0,2.531,1.415,0,0,.949,2.438,1.392,4.734,.285,.143,2.254,1.409,.274,0,.897,.484,12.732,1.128,1.933,0,21.144,0,.534,4.767,0,0,.949,12.312,1.905,1.642,0,20.964,0,1.372,5.004,0,0,.623,14.278,1.845,2.557,0,29.34,0,.57,5.458,0,0,.083,.081,1.471,0,.161,0,0,0,.618,0,.081,0,.172,2.433,0,.343,0,0,0,.339,0,.172,.03,.08,1.61,0,.16,0,0,0,.447,0,.08,20.145,2.494,14.555,0,10.42,42.237999,0,.046,.727,3.0239999,1.113,0,5.0619998,.171,.006,12.555,3.4579999,20.649,0,5.507,43.200001,0,0,1.479,2.368,3.227,0,6.3920002,1.165,0,12.923,2.4070001,10.813,0,8.2659998,54.047001,0,0,1.1,3.8069999,1.166,0,5.1110001,.33899999,.019,19.701,14.555,0,9.4329996,.28799999,1.471,.015,.03,0,.083,1.113,.322,.61799997,.66000003,24.688999,0,0,18.033001,3.0239999,0,5.789,.171,.006,12.506,20.649,0,4.5580001,0,2.4330001,0,0,0,0,3.227,.68599999,.33899999,.049,25.459999,0,0,18.688,2.368,0,7.8709998,1.165,0,13.059,10.813,0,7.0960002,.14300001,1.61,0,0,0,.03,1.166,.32100001,.447,.26800001,34.365002,0,0,20.306,3.8069999,0,6.211,.33899999,.019
1957,3,4529,1.102,1.878,11.48,1.878,2.288,1.1,1.316,.02,.848,16.05,0,0,0,0,.287,5.754,2.598,4.178,12.899,4.958,.144,.39,0,0,0,1.02,1.723,10.571,1.723,3.536,.901,1.39,.024,.989,13.838,0,0,0,0,.359,6.832,3.361,4.072,12.507,4.758,.19,.498,0,0,0,.807,1.095,8.265,1.095,3.27,1.464,1.446,0,.807,12.4,0,0,0,0,.246,8.088,4.252,4.098,16.836,4.312,.309,.532,0,0,0,1.102,1.878,11.48,1.878,0,2.288,1.1,2.085,.335,0,1.02,1.723,10.571,1.723,0,3.536,.901,2.747,.483,0,.807,1.095,8.265,1.095,0,3.27,1.464,2.773,.311,0,0,5.754,2.598,4.178,0,12.899,1.533,3.07,4.958,0,0,0,6.832,3.361,4.072,0,12.507,1.62,4.281,4.758,0,0,0,8.088,4.252,4.098,0,16.836,2.19,2.737,4.312,0,0,2.008,0,1.316,.02,.048,.848,0,0,0,0,.213,1.125,0,1.39,.024,.124,.989,0,0,0,0,.148,1.699,0,1.446,0,.062,.807,0,0,0,0,.188,19.726,4.4530001,16.378,.191,6.8189998,34.990002,0,.39700001,1.96,2.411,3.0899999,0,.42899999,0,9.1569996,19.473,3.799,14.075,0,8.0290003,37.43,0,.49700001,2.007,3.0280001,2.589,0,.62099999,0,8.4510002,15.994,4.2010002,12.555,.123,7.4850001,42.513,0,.37099999,2.425,3.5480001,2.0829999,0,.55400002,0,8.1470003,22.146,16.378,.46399999,2.3889999,0,1.316,0,.14399999,.45100001,0,3.0899999,2.9530001,0,0,21.207001,1.722,0,13.783,2.411,0,2.3889999,0,9.1569996,22.702999,14.075,.33000001,1.892,0,1.39,0,.19,.50700003,0,2.589,2.2379999,0,0,21.559999,2.5469999,0,15.87,3.0280001,0,2.628,0,8.4510002,19.079,12.555,.185,1.9579999,0,1.446,0,.30899999,.43399999,0,2.0829999,2.5669999,0,0,27.375999,2.197,0,15.137,3.5480001,0,2.9790001,0,8.1470003
1958,7,10474,2.917,12.492,4.895,5.463,2.261,.652,1.287,0,0,9.185,2.319,0,0,0,.03,22.916,1.947,2.793,8.027,3.855,0,.019,.026,0,0,3.14,9.248,6.293,4.109,3.124,.73,1.742,0,0,5.642,1.305,0,0,0,.046,25.316,2.034,3.554,8.291,3.217,0,.125,.057,0,0,2.471,8.044,4.052,3.626,2.197,1.548,1.752,0,0,7.521,1.874,0,0,0,.017,26.923,2.155,2.865,10.386,3.741,0,.069,.024,0,0,2.917,12.492,4.895,5.463,0,2.261,.652,.083,0,.556,3.14,9.248,6.293,4.109,0,3.124,.73,.121,0,.313,2.471,8.044,4.052,3.626,0,2.197,1.548,.166,0,.51,.53,22.916,1.947,2.793,0,8.027,.555,1.092,4.556,.021,0,.256,25.316,2.034,3.554,0,8.291,.492,1.047,3.889,.038,0,.486,26.923,2.155,2.865,0,10.386,.628,1.128,4.502,.065,0,.886,0,1.287,0,0,0,0,0,0,0,.107,1.516,0,1.742,0,0,0,0,0,0,0,.088,1.474,0,1.752,0,0,0,0,0,0,0,.153,28.68,2.28,11.504,.04,3.9400001,41.884998,.021,0,.912,.56099999,1.339,0,3.2390001,1.187,4.4120002,26.643,3.346,6.947,.042,2.0220001,44.624001,.038,.121,.727,.84200001,1.655,0,5.447,1.647,5.9000001,21.938999,3.3800001,9.3950005,.1,3.4300001,48.585999,.065,0,.88200003,.82099998,1.501,0,3.885,1.572,4.4429998,28.790001,11.504,.04,1.5140001,0,1.2869999,0,0,.059,0,1.339,.963,0,0,13.851,1.757,0,28.584,.56099999,0,4.1500001,1.187,4.4120002,26.820999,6.947,.163,.46200001,0,1.742,0,0,.093,0,1.655,1.558,0,0,14.627,1.08,0,30.291,.84200001,0,6.1729999,1.647,5.9000001,22.129,9.3950005,.1,1.2309999,0,1.752,0,0,.035,0,1.501,1.61,0,0,16.52,1.505,0,32.618,.82099998,0,4.7670002,1.572,4.4429998
1959,4,6383,2.118,9.068,6.8,4.237,2.118,2.566,1.316,0,0,6.881,2.294,0,0,0,0,33.764,.61,1.285,8.438,.03,0,0,0,0,0,2.352,7.652,7.65,4.704,2.352,3.055,1.58,0,0,5.744,1.915,0,0,0,0,33.934,.568,1.919,8.483,.076,0,0,0,0,0,2.473,4.89,8.032,4.946,2.473,3.553,1.363,0,0,3.932,1.311,0,0,0,0,37.901,.399,1.524,9.475,0,0,0,0,0,0,2.118,9.068,6.8,4.237,0,2.118,2.566,0,0,1.219,2.352,7.652,7.65,4.704,0,2.352,3.055,0,0,1.137,2.473,4.89,8.032,4.946,0,2.473,3.553,0,0,.798,1.219,33.764,.61,1.285,0,8.438,.539,.968,.03,0,0,1.137,33.934,.568,1.919,0,8.483,.837,.552,.076,0,0,.798,37.901,.399,1.524,0,9.475,.874,1.256,0,0,0,0,0,1.316,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,1.363,0,0,0,0,0,0,0,0,26.908001,1.316,9.1750002,0,4.4520001,45.633999,0,0,0,.096,1.622,0,6.085,2.3570001,2.3570001,27.764,1.58,7.6589999,0,2.8670001,46.368999,0,0,0,.32800001,2.3010001,0,5.5359998,2.7980001,2.7980001,26.367001,1.363,5.243,0,2.921,51.43,0,0,0,.37900001,2.3710001,0,6.296,1.814,1.814,26.908001,9.1750002,0,1.4450001,0,1.316,0,0,0,0,1.622,0,0,0,12.091,1.788,0,34.762001,.096,0,6.085,2.3570001,2.3570001,27.764,7.6589999,0,.99299997,0,1.58,0,0,0,0,2.3010001,0,0,0,12.945,.73699999,0,34.562,.32800001,0,5.5359998,2.7980001,2.7980001,26.367001,5.243,0,.93300003,0,1.363,0,0,0,0,2.3710001,0,0,0,13.07,1.191,0,39.158001,.37900001,0,6.296,1.814,1.814
1960,11,18006,1.142,6.717,4.242,.039,1.701,1.028,1.103,.195,0,4.872,2.969,.003,1.393,0,0,32.542,2.287,1.096,18.92,.813,0,0,0,.754,0,.852,2.947,5.731,.077,1.463,1.09,1.334,.211,0,4.128,2.589,0,1.503,0,0,35.04,2.066,.841,17.794,1.061,0,0,0,1.468,0,.958,2.563,3.669,.021,1.731,1.021,.915,.258,0,3.644,2.368,0,1.776,0,0,37.675,1.935,.963,20.24,.821,0,0,0,1.128,0,1.142,6.717,4.242,.039,1.026,1.701,1.028,.123,0,1.586,.852,2.947,5.731,.077,1.437,1.463,1.09,.399,0,1.322,.958,2.563,3.669,.021,.888,1.731,1.021,.434,0,1.443,1.563,32.542,2.287,1.096,0,18.92,.393,1.096,1.534,.173,.046,1.322,35.04,2.066,.841,0,17.794,.308,.556,1.945,.031,.064,1.355,37.675,1.935,.963,0,20.24,.461,.864,1.519,.187,.033,.046,.464,1.103,.195,.339,0,0,0,.059,0,.175,.051,.224,1.334,.211,.175,0,0,0,.026,0,.075,.047,.314,.915,.258,.224,0,0,0,0,0,.089,15.933,2.382,7.8410001,1.396,4.7030001,57.867001,.219,.052,.336,2.3599999,1.0369999,0,3.3369999,.69,1.847,13.629,2.096,6.7179999,1.503,3.835,58.549999,.095,.072,.033,3.8729999,1.99,0,4.3899999,1.063,2.155,10.888,1.846,6.0120001,1.776,4.2360001,63.655998,.219,.126,.82200003,3.5220001,.829,0,3.6919999,.77200001,1.603,15.047,7.8410001,.19499999,2.1329999,1.026,1.103,.007,0,0,0,2.4330001,1.025,.059,.052,24.259001,.861,.046,35.344002,2.3599999,0,3.6730001,.69,1.847,12.591,6.7179999,.211,1.071,1.437,1.334,0,0,0,0,3.4920001,.52499998,.026,.072,22.330999,1.043,.064,37.571999,3.8729999,0,4.4229999,1.063,2.155,10.502,6.0120001,.25799999,1.6720001,.88800001,.91500002,.009,0,0,0,2.605,.67400002,0,.138,24.952999,.68599999,.033,40.243999,3.5220001,0,4.5139999,.77200001,1.603
1961,4,6157,2.913,12.888,1.818,0,.413,.631,.568,.047,0,3.012,3.012,0,.065,0,0,29.604,.758,2.285,22.756,2.659,0,.563,0,0,0,3.749,12.327,1.187,0,.906,1.365,.567,.057,0,2.133,2.133,0,0,0,0,31.13,.842,1.851,20.015,2.048,0,.794,0,0,0,3.531,9.737,1.954,0,.895,1.023,.754,.07,0,1.636,1.636,0,.026,0,0,30.43,.905,2.768,22.648,2.542,0,.656,0,0,0,2.913,12.888,1.818,0,.606,.413,.631,.099,0,.82,3.749,12.327,1.187,0,.396,.906,1.365,.068,0,.859,3.531,9.737,1.954,0,.651,.895,1.023,.538,0,.96,.82,29.604,.758,2.285,0,22.756,5.603,.257,4.172,0,0,.859,31.13,.842,1.851,0,20.015,5.521,.547,3.227,0,0,.96,30.43,.905,2.768,0,22.648,4.838,.755,3.887,0,0,0,.169,.568,.047,.085,0,0,0,0,0,.038,0,.264,.567,.057,.132,0,0,0,0,0,.075,0,.272,.754,.07,.136,0,0,0,0,0,.066,19.268,.90600002,6.0240002,.065,1.924,65.435997,0,0,1.967,.045,.78299999,0,2.154,0,1.427,19.93,1.095,4.2659998,0,1.707,63.132999,0,.183,2.5009999,.25299999,.79799998,0,4.4910002,.054,1.587,17.792,1.298,3.2709999,.026,3.1670001,66.231003,0,.024,2.5209999,.31200001,.67900002,0,3.286,0,1.393,18.761,6.0240002,.047,.68099999,.60600001,.56800002,0,0,0,0,.84899998,.292,0,0,32.222,.32499999,0,34.034,.045,0,4.1209998,0,1.427,19.601,4.2659998,.057,.37900001,.396,.56699997,0,0,0,0,.79799998,.472,0,.183,29.087999,.40200001,0,34.903999,.25299999,0,6.993,.054,1.587,17.677999,3.2709999,.07,1.473,.65100002,.75400001,0,0,0,0,.70499998,.47400001,0,.024,32.119999,.19599999,0,35.071999,.31200001,0,5.8070002,0,1.393
