ts,numsurveys,numrespondents,mipds_101_1,mipds_102_1,mipds_103_1,mipds_105_1,mipds_109_1,mipds_110_1,mipds_203_1,mipds_204_1,mipds_207_1,mipds_308_1,mipds_309_1,mipds_401_1,mipds_404_1,mipds_503_1,mipds_509_1,mipds_601_1,mipds_602_1,mipds_603_1,mipds_605_1,mipds_610_1,mipds_804_1,mipds_901_1,mipds_1001_1,mipds_1011_1,mipds_1012_1,mipds_101_2,mipds_102_2,mipds_103_2,mipds_105_2,mipds_109_2,mipds_110_2,mipds_203_2,mipds_204_2,mipds_207_2,mipds_308_2,mipds_309_2,mipds_401_2,mipds_404_2,mipds_503_2,mipds_509_2,mipds_601_2,mipds_602_2,mipds_603_2,mipds_605_2,mipds_610_2,mipds_804_2,mipds_901_2,mipds_1001_2,mipds_1011_2,mipds_1012_2,mipds_101_3,mipds_102_3,mipds_103_3,mipds_105_3,mipds_109_3,mipds_110_3,mipds_203_3,mipds_204_3,mipds_207_3,mipds_308_3,mipds_309_3,mipds_401_3,mipds_404_3,mipds_503_3,mipds_509_3,mipds_601_3,mipds_602_3,mipds_603_3,mipds_605_3,mipds_610_3,mipds_804_3,mipds_901_3,mipds_1001_3,mipds_1011_3,mipds_1012_3,mipde_101_1,mipde_102_1,mipde_103_1,mipde_105_1,mipde_108_1,mipde_109_1,mipde_110_1,mipde_501_1,mipde_502_1,mipde_504_1,mipde_101_2,mipde_102_2,mipde_103_2,mipde_105_2,mipde_108_2,mipde_109_2,mipde_110_2,mipde_501_2,mipde_502_2,mipde_504_2,mipde_101_3,mipde_102_3,mipde_103_3,mipde_105_3,mipde_108_3,mipde_109_3,mipde_110_3,mipde_501_3,mipde_502_3,mipde_504_3,mipdfp_506_1,mipdfp_601_1,mipdfp_602_1,mipdfp_603_1,mipdfp_604_1,mipdfp_605_1,mipdfp_606_1,mipdfp_608_1,mipdfp_610_1,mipdfp_701_1,mipdfp_702_1,mipdfp_506_2,mipdfp_601_2,mipdfp_602_2,mipdfp_603_2,mipdfp_604_2,mipdfp_605_2,mipdfp_606_2,mipdfp_608_2,mipdfp_610_2,mipdfp_701_2,mipdfp_702_2,mipdfp_506_3,mipdfp_601_3,mipdfp_602_3,mipdfp_603_3,mipdfp_604_3,mipdfp_605_3,mipdfp_606_3,mipdfp_608_3,mipdfp_610_3,mipdfp_701_3,mipdfp_702_3,mipdsp_201_1,mipdsp_202_1,mipdsp_203_1,mipdsp_204_1,mipdsp_205_1,mipdsp_207_1,mipdsp_208_1,mipdsp_210_1,mipdsp_211_1,mipdsp_212_1,mipdsp_217_1,mipdsp_201_2,mipdsp_202_2,mipdsp_203_2,mipdsp_204_2,mipdsp_205_2,mipdsp_207_2,mipdsp_208_2,mipdsp_210_2,mipdsp_211_2,mipdsp_212_2,mipdsp_217_2,mipdsp_201_3,mipdsp_202_3,mipdsp_203_3,mipdsp_204_3,mipdsp_205_3,mipdsp_207_3,mipdsp_208_3,mipdsp_210_3,mipdsp_211_3,mipdsp_212_3,mipdsp_217_3,mipd_1_1,mipd_2_1,mipd_3_1,mipd_4_1,mipd_5_1,mipd_6_1,mipd_7_1,mipd_8_1,mipd_9_1,mipd_10_1,mipd_11_1,mipd_12_1,mipd_13_1,mipd_14_1,mipd_15_1,mipd_1_2,mipd_2_2,mipd_3_2,mipd_4_2,mipd_5_2,mipd_6_2,mipd_7_2,mipd_8_2,mipd_9_2,mipd_10_2,mipd_11_2,mipd_12_2,mipd_13_2,mipd_14_2,mipd_15_2,mipd_1_3,mipd_2_3,mipd_3_3,mipd_4_3,mipd_5_3,mipd_6_3,mipd_7_3,mipd_8_3,mipd_9_3,mipd_10_3,mipd_11_3,mipd_12_3,mipd_13_3,mipd_14_3,mipd_15_3,cap_1_1,cap_2_1,cap_3_1,cap_4_1,cap_5_1,cap_6_1,cap_7_1,cap_8_1,cap_9_1,cap_10_1,cap_12_1,cap_13_1,cap_14_1,cap_15_1,cap_16_1,cap_17_1,cap_18_1,cap_19_1,cap_20_1,cap_21_1,cap_22_1,cap_23_1,cap_24_1,cap_1_2,cap_2_2,cap_3_2,cap_4_2,cap_5_2,cap_6_2,cap_7_2,cap_8_2,cap_9_2,cap_10_2,cap_12_2,cap_13_2,cap_14_2,cap_15_2,cap_16_2,cap_17_2,cap_18_2,cap_19_2,cap_20_2,cap_21_2,cap_22_2,cap_23_2,cap_24_2,cap_1_3,cap_2_3,cap_3_3,cap_4_3,cap_5_3,cap_6_3,cap_7_3,cap_8_3,cap_9_3,cap_10_3,cap_12_3,cap_13_3,cap_14_3,cap_15_3,cap_16_3,cap_17_3,cap_18_3,cap_19_3,cap_20_3,cap_21_3,cap_22_3,cap_23_3,cap_24_3
1962,5,7956,1.185,6.856,1.991,0,1.16,.63,.287,0,0,5.323,3.806,0,.034,0,0,29.05,2.351,2.59,15.983,.399,0,.54,0,0,0,2.01,5.081,3.023,0,1.592,.848,.208,0,0,4.138,2.858,0,.024,0,0,28.804,2.257,1.918,13.512,.302,0,.583,0,0,0,2.096,4.268,2.755,0,2.336,.835,.24,0,0,2.891,1.981,0,.091,0,0,29.563,2.528,2.279,16.395,.31,0,.932,0,0,0,1.185,6.856,1.991,0,.399,1.16,.63,.798,0,3.162,2.01,5.081,3.023,0,.689,1.592,.848,1.472,0,3.706,2.096,4.268,2.755,0,.488,2.336,.835,1.907,0,3.786,2.492,29.05,2.351,2.59,0,15.983,3.785,.865,.718,0,.086,2.376,28.804,2.257,1.918,0,13.512,3.178,.718,.57,0,.268,2.628,29.563,2.528,2.279,0,16.395,3.835,.739,.543,0,.078,0,.517,.287,0,.258,0,0,0,0,0,.258,0,.283,.208,0,.141,0,0,0,0,0,.141,0,.513,.24,0,.256,0,0,0,0,0,.256,12.222,1.3200001,9.1300001,.034,7.6399999,55.341,.086,.067,1.391,.106,1.405,0,3.6619999,0,7.5970001,13.243,.77399999,6.9970002,.024,8.7030001,50.955002,.26800001,.31099999,2.4779999,1.003,1.395,0,5.9809999,0,7.869,12.778,1.265,4.8720002,.091,9.9020004,55.882,.078,.021,2.579,.435,1.4400001,0,5.2210002,0,5.434,13.289,9.1300001,0,1.188,.39899999,.287,0,0,0,0,1.439,1.033,0,.067,27.201,2.493,.086,30.632,.106,0,5.053,0,7.5970001,15.357,6.9970002,0,1.05,.68900001,.208,0,0,0,0,1.419,.56599998,0,.31099999,23.239,2.474,.26800001,30.091999,1.003,0,8.4589996,0,7.869,15.356,4.8720002,0,1.499,.48800001,.23999999,0,0,0,0,1.5319999,1.025,0,.021,27.665001,2.71,.078,30.844,.435,0,7.8000002,0,5.434
1963,1,1531,.495,6.267,.99,0,1.246,.421,0,0,0,37.104,18.552,0,0,0,0,8.661,2.179,0,4.357,0,0,0,0,0,0,.787,5.749,1.573,0,2.133,.98,0,0,0,29.974,14.987,0,0,0,0,9.23,2.53,0,5.059,0,0,0,0,0,0,.635,2.468,1.271,0,3.384,.255,0,0,0,29.129,14.565,0,0,0,0,12.095,3.014,0,6.028,0,0,0,0,0,0,.495,6.267,.99,0,0,1.246,.421,1.246,0,2.179,.787,5.749,1.573,0,0,2.133,.98,2.133,0,2.53,.635,2.468,1.271,0,0,3.384,.255,3.384,0,3.014,0,8.661,2.179,0,0,4.357,2.179,0,0,0,0,0,9.23,2.53,0,0,5.059,2.53,0,0,0,0,0,12.095,3.014,0,0,6.028,3.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4180002,0,55.657001,0,5.743,17.375,0,0,0,0,.088,0,5.3330002,0,6.3860002,11.221,0,44.960999,0,7.9130001,19.348,0,0,0,0,.72100002,0,8.2629995,0,7.572,8.0129995,0,43.694,0,9.4130001,24.152,0,0,0,0,.34299999,0,6.6599998,0,7.7249999,12.843,55.657001,0,.14,0,0,0,0,0,0,.088,0,0,0,8.7139997,2.1789999,0,8.6610003,0,0,5.3330002,0,6.3860002,15.883,44.960999,0,.72100002,0,0,0,0,0,0,.72100002,0,0,0,10.119,2.53,0,9.2299995,0,0,8.2629995,0,7.572,14.412,43.694,0,0,0,0,0,0,0,0,.34299999,0,0,0,12.057,3.0139999,0,12.095,0,0,6.6599998,0,7.7249999
1964,7,11037,.106,5.843,1.521,.16,.819,.174,.727,1.423,1.86,26.68,12.448,.456,0,0,.043,5.669,.356,1.788,5.989,9.84,0,.403,.012,.561,.026,.239,4.76,2.612,.287,1.559,.283,.825,.842,1.585,22.311,10.477,.19,0,0,.038,7.86,.83,1.779,5.577,9.634,0,.659,0,.522,.172,.202,3.623,3.477,.233,1.568,.363,.827,.879,1.703,21.447,9.998,.474,0,0,.035,9.467,.48,1.245,4.77,10.614,0,.599,0,.921,.195,.106,5.843,1.521,.16,.004,.819,.174,.049,.025,.173,.239,4.76,2.612,.287,.029,1.559,.283,.115,.057,.275,.202,3.623,3.477,.233,0,1.568,.363,.177,.088,.621,.077,5.669,.356,1.788,0,5.989,2.772,1.191,9.846,.021,.176,0,7.86,.83,1.779,0,5.577,2.284,1.541,9.634,0,.134,.212,9.467,.48,1.245,0,4.77,2.403,1.94,10.614,.053,.265,.229,.259,.727,1.423,.609,1.86,0,0,.123,0,.33,.324,.115,.825,.842,.421,1.585,0,0,.037,0,.287,.6,.153,.827,.879,.369,1.703,0,0,.078,0,.195,8.71,5.5599999,39.234001,1.319,.90600002,27.612,.197,.04,.67400002,5.296,1.034,0,4.2420001,1.598,3.579,10.115,4.4359999,33.085999,.64899999,1.001,29.504999,.134,0,.96799999,7.323,.66900003,0,5.973,2.066,4.0739999,9.7939997,4.8049998,31.634001,1.199,1.428,30.919001,.31799999,.053,.98500001,8.967,.62400001,0,6.053,.92000002,2.302,8.823,39.245998,1.423,.48500001,.095,.727,.026,0,.043,.078,2.2620001,3.1159999,.215,.054,10.982,.13,.176,16.726999,5.296,.013,4.9039998,1.598,3.579,10.258,33.085999,.84200001,.28,.064,.82499999,0,0,.038,.066,1.283,2.6370001,.066,.27500001,10.47,.236,.134,19.035,7.323,0,6.941,2.066,4.0739999,10.236,31.669001,.87900001,.44400001,.013,.82700002,.018,0,.035,.442,1.8099999,2.5380001,.119,.23199999,9.1099997,.061,.26499999,22.073999,8.967,.036,7.0019999,.92000002,2.302
1965,8,12526,.441,2.525,1.596,0,.532,.27,.698,.305,1.494,23.62,0,.781,0,0,0,7.509,.228,5.327,5.346,32.883,0,1.617,0,0,0,.609,2.01,2.529,0,.843,.432,1.118,.313,1.857,18.61,0,.797,0,0,0,9.34,.205,5.341,5.376,27.965,0,3.234,0,0,0,.956,1.708,3.707,0,1.236,.546,.981,.431,1.147,17.905,0,1.102,0,0,0,11.337,.18,5.329,5.37,27.498,0,2.947,0,0,0,.441,2.525,1.596,0,0,.532,.27,0,0,.16,.609,2.01,2.529,0,0,.843,.432,0,0,.652,.956,1.708,3.707,0,0,1.236,.546,0,0,.841,0,7.509,.228,5.327,0,5.346,.377,.603,32.883,0,0,0,9.34,.205,5.341,0,5.376,.49,.7,27.965,0,0,0,11.337,.18,5.329,0,5.37,.346,1.278,27.498,0,0,.093,0,.698,.305,.153,1.494,0,0,.093,0,.019,.106,0,1.118,.313,.157,1.857,0,0,.106,0,.019,.029,0,.981,.431,.215,1.147,0,0,.029,0,.013,5.6129999,2.8540001,25.316999,.78100002,.55199999,52.272999,0,.296,2.51,1.253,2.1960001,0,1.4349999,0,4.9190001,7.276,3.675,20.562,.79699999,.82700002,49.415001,0,.44400001,5.1919999,2.187,1.6569999,0,3.2479999,0,4.7210002,9.224,2.846,19.371,1.102,1.404,51.337002,0,.241,4.1960001,2.7360001,2.4089999,0,2.3429999,0,2.7909999,5.6129999,25.316999,.30500001,.36300001,.26499999,.69800001,0,0,.019,0,2.7119999,1.646,.185,.456,11.278,.029,0,40.994999,1.253,0,3.9449999,0,4.9190001,7.276,20.562,.31299999,.147,.24600001,1.118,0,0,.019,0,2.207,2.0139999,.212,1.096,11.411,.029,0,38.005001,2.187,0,8.4399996,0,4.7210002,9.224,19.371,.43099999,.52100003,.27700001,.98100001,0,0,.013,0,3.2349999,1.362,.058,1.082,11.225,.042,0,40.112999,2.7360001,0,6.539,0,2.7909999
1966,5,9457,2.283,.864,7.677,.016,2.648,.664,.732,.361,1.302,12.834,.572,.888,0,0,0,2.948,.078,2.068,8.313,39.143,.009,1.6,0,.202,.016,3.028,.509,9.66,.062,3.324,.117,.544,.255,1.116,10.836,.195,.26,0,0,0,5.325,.972,2.228,8.452,34.987,0,2.496,0,.211,0,3.154,.498,10.305,.027,3.745,.168,.515,.204,1.354,10.927,.249,.841,0,0,0,3.695,.116,2.287,8.487,35.333,.014,3.188,0,.185,.022,2.283,.864,7.677,.016,.136,2.648,.664,.097,.097,.266,3.028,.509,9.66,.062,.078,3.324,.117,.052,.052,.457,3.154,.498,10.305,.027,.133,3.745,.168,.298,.298,1.065,.039,2.948,.078,2.068,0,8.313,0,.226,39.143,.036,0,.078,5.325,.972,2.228,0,8.452,0,.239,34.987,.052,.078,.033,3.695,.116,2.287,0,8.487,.017,.624,35.333,0,0,.525,.186,.732,.361,.164,1.302,0,0,.357,0,.034,.436,.178,.544,.255,.127,1.116,0,0,.193,0,.006,.154,.208,.515,.204,.102,1.354,0,0,.105,0,0,14.553,3.6619999,15.793,.95300001,.74299997,52.776001,.036,.28600001,2.312,1.349,1.368,0,.958,.67199999,4.5380001,17.284,2.855,12.731,.347,.65100002,52.202,.13,.139,3.8340001,2.53,.90399998,0,.778,.986,4.6290002,18.872,2.6429999,12.654,.94,2.0309999,50.558998,0,.154,4.263,4,1.415,0,.82800001,.41999999,1.221,14.646,15.812,.361,.204,.373,.73199999,.011,.009,.015,.014,2.1389999,1.735,.73100001,.44800001,10.517,.079,.026,42.327,1.349,.011,3.25,.67199999,4.5380001,17.247,12.731,.255,0,.20999999,.54400003,0,0,.006,.078,1.15,1.51,.43099999,.58099997,11.73,.09,.13,40.549999,2.53,0,4.6129999,.986,4.6290002,19.603001,12.687,.204,.36500001,.33199999,.51499999,.057,.014,0,.014,2.1619999,1.735,.168,.83399999,10.941,.005,0,39.652,4,.014,5.0580001,.41999999,1.221
1967,3,4718,1.681,.92,5.044,0,1.681,.24,.478,.193,1.592,7.405,0,.733,.077,0,0,2.579,.036,1.985,1.985,46.547,0,2.039,0,0,0,1.838,.527,5.513,0,1.838,.128,.799,.14,1.808,7.684,0,1.062,0,0,0,2.695,.088,1.854,1.854,42.877,0,3.106,0,0,0,2.45,.78,7.35,0,2.45,.149,.512,.088,.984,5.909,0,1.067,.052,0,0,3.236,.185,2.355,2.355,40.513,0,3.888,0,0,0,1.681,.92,5.044,0,0,1.681,.24,0,0,.085,1.838,.527,5.513,0,0,1.838,.128,0,0,.499,2.45,.78,7.35,0,0,2.45,.149,0,0,.51,0,2.579,.036,1.985,0,1.985,0,.436,46.547,0,0,0,2.695,.088,1.854,0,1.854,0,.317,42.877,0,0,0,3.236,.185,2.355,0,2.355,0,.443,40.513,0,0,.174,0,.478,.193,.096,1.592,0,0,.174,0,0,.032,0,.799,.14,.07,1.808,0,0,.032,0,0,.019,0,.512,.088,.044,.984,0,0,.019,0,0,9.651,2.707,8.243,15.595,.447,53.567001,0,.333,3.0090001,1.096,1.937,0,.935,0,2.48,10.539,2.882,8.5410004,14.418,.77499998,49.687,0,.44800001,4.5949998,2.872,.99699998,0,1.7539999,0,2.4909999,13.689,1.666,6.7750001,15.874,1.025,49.088001,0,.19400001,4.7199998,2.0339999,1.748,0,1.4859999,0,1.7,9.651,8.243,.193,.36199999,.17399999,.47799999,0,0,0,0,17.357,1.688,.34799999,.419,4.0050001,0,0,49.562,1.096,0,3.944,0,2.48,10.539,8.5410004,.14,.161,.147,.79900002,0,0,0,0,15.269,1.878,.064,.94700003,3.7969999,.115,0,45.889999,2.872,0,6.349,0,2.4909999,13.689,6.7750001,.088,.37200001,.061,.51200002,0,0,0,0,17.561001,1.028,.038,.704,4.895,.142,0,44.193001,2.0339999,0,6.2059999,0,1.7
1968,7,10749,1.032,.607,3.181,.024,1.361,.224,.813,.218,2.164,11.254,2.164,3.601,.167,0,0,1.683,.184,.433,2.14,40.06,0,1.651,0,.081,0,1.239,.201,3.88,.11,1.513,.247,.441,.089,1.458,11.559,2.519,4.266,.213,0,0,2.132,.247,.301,1.791,36.365,0,2.312,0,0,0,1.535,.256,5.038,.02,1.916,.247,.356,.109,1.533,9.482,1.729,5.41,.102,0,0,2.231,.227,.665,2.332,37.71,0,1.934,0,.239,0,1.032,.607,3.181,.024,.055,1.361,.224,.049,.049,.252,1.239,.201,3.88,.11,0,1.513,.247,.027,.027,.598,1.535,.256,5.038,.02,.015,1.916,.247,.152,.152,.458,.037,1.683,.184,.433,0,2.14,.055,.564,40.06,.018,.018,.247,2.132,.247,.301,0,1.791,.082,.456,36.365,0,0,.03,2.231,.227,.665,0,2.332,.03,.551,37.71,.061,.046,.5,.442,.813,.218,.138,2.164,0,0,.384,0,0,.403,.493,.441,.089,.127,1.458,0,0,.357,0,0,.323,.636,.356,.109,.088,1.533,0,0,.254,0,.03,6.7129998,4.6599998,14.675,16.683001,.90499997,45.119999,.037,.088,2.063,1.976,3.8570001,.064,.84200001,.229,2.089,7.6069999,3.368,15.074,17.403999,1,41.375,0,.167,3.5079999,3.678,4.0840001,0,.73900002,.57599998,1.42,9.3739996,3.3280001,12.592,17.815001,1.2589999,43.745998,.107,.106,2.707,2.3840001,4.1960001,0,.65200001,.213,1.52,6.743,14.723,.21799999,.55500001,.18099999,.81300002,0,0,0,.04,20.457001,2.753,.792,.317,2.849,0,.018,42.326,1.976,.016,2.905,.229,2.089,7.5949998,15.074,.089,.347,.09,.44100001,.082,0,0,.015,21.431,2.0780001,.71200001,.50300002,2.668,0,0,38.952999,3.678,0,4.2470002,.57599998,1.42,9.7910004,12.622,.109,.405,.102,.35600001,.056,0,0,.047,21.948999,2.2720001,.49000001,.34999999,3.3150001,.091,.076,40.521999,2.3840001,0,3.329,.213,1.52
1969,3,4519,1.195,.769,3.168,0,1.195,.084,.547,.173,3.655,10.993,0,.527,.187,0,0,1.488,0,1.082,23.354,26.152,0,1.184,0,0,0,1.461,.926,3.765,0,1.461,.157,.491,.056,3.711,9.366,0,1.129,.424,0,0,1.574,.17,1.187,22.74,23.792,0,1.68,0,0,0,1.603,.515,4.178,0,1.603,.266,.461,.077,1.67,8.579,0,1.188,.236,0,0,2.128,.11,1.198,22.653,25.918,0,1.709,0,0,0,1.195,.769,3.168,0,0,1.195,.084,0,0,.016,1.461,.926,3.765,0,0,1.461,.157,0,0,.133,1.603,.515,4.178,0,0,1.603,.266,0,0,.062,0,1.488,0,1.082,0,23.354,0,.366,26.152,0,0,0,1.574,.17,1.187,0,22.74,0,.35,23.792,0,0,0,2.128,.11,1.198,0,22.653,0,.241,25.918,0,0,.652,.469,.547,.173,.087,3.655,0,0,.29,0,0,.659,.484,.491,.056,.028,3.711,0,0,.398,0,0,1.098,.751,.461,.077,.038,1.67,0,0,.358,0,0,6.428,5.8730001,15.191,7.283,.55599999,52.442001,0,.052,1.7359999,.52200001,5.8189998,0,1.742,0,2.3559999,7.9029999,5.8260002,12.522,10.163,.588,49.813,0,.138,2.5380001,1.2460001,5.066,0,2.0639999,0,2.1329999,8.2270002,4.454,12.053,8.9770002,2.155,52.249001,0,0,2.448,.91000003,5.5500002,0,1.194,0,1.781,6.428,15.191,.17299999,.54000002,.094,.54699999,0,0,0,0,13.008,4.7930002,.36000001,.068,24.436001,0,0,28.006001,.52200001,0,3.4779999,0,2.3559999,7.9029999,12.522,.056,.45500001,.06,.491,0,0,0,0,15.169,4.6370001,.64300001,.271,24.097,0,0,25.716,1.2460001,0,4.6020002,0,2.1329999,8.2270002,12.053,.077,2.0929999,.20200001,.461,0,0,0,0,14.325,3.3329999,.583,.062,23.962,0,0,28.287001,.91000003,0,3.642,0,1.781
1970,6,9099,1.87,1.344,4.778,.35,2.137,.891,.779,.193,2.086,4.371,3.109,.831,3.992,0,0,3.85,.233,1.652,3.188,25.616,0,2.134,0,.835,.057,1.953,1.047,5.06,.329,2.231,1.335,1.226,.175,1.951,4.897,2.618,1.014,3.683,0,0,4.385,.255,1.574,3.075,20.556,0,3.475,0,.694,0,2.003,.689,5.261,.554,2.357,1.273,.674,.155,1.257,4.14,2.283,1.074,3.849,0,.036,3.399,.26,1.419,2.963,22.929,0,2.924,0,.878,.018,1.87,1.344,4.778,.35,.068,2.137,.891,.034,.034,.136,1.953,1.047,5.06,.329,.042,2.231,1.335,.028,.028,.229,2.003,.689,5.261,.554,.018,2.357,1.273,.072,.072,.208,.045,3.85,.233,1.652,0,3.188,0,1.26,25.616,0,.079,.083,4.385,.255,1.574,0,3.075,0,1.444,20.556,0,0,0,3.399,.26,1.419,0,2.963,.018,1.114,22.929,0,.036,1.762,1.009,.779,.193,.643,2.086,0,0,1.058,0,0,1.613,.66,1.226,.175,.398,1.951,0,0,1.088,0,0,1.35,.667,.674,.155,.383,1.257,0,0,.978,0,0,11.709,7.5289998,11.742,11.266,.486,35.799,.079,4.2620001,2.862,2.036,5.1139998,0,4.2220001,.113,2.78,12.358,7.1110001,11.906,12.196,.368,31.289,0,5.0900002,4.461,2.1400001,5.4089999,0,4.8439999,.45899999,2.369,12.432,5.4650002,12.083,13.323,.60399997,32.102001,.036,5.0440001,3.744,2.049,6.0599999,0,4.6490002,.14399999,2.266,11.562,11.764,.193,.23800001,.47,.77899998,3.4289999,0,0,.45500001,16.143,3.7379999,2.2,1.0700001,5.119,.045,.079,30.725,2.036,0,7.0619998,.113,2.78,12.155,11.906,.175,.083,.38,1.226,4.2270002,0,0,.34799999,17.400999,3.0090001,2.2190001,1.225,4.987,0,0,26.386,2.1400001,0,9.3050003,.45899999,2.369,12.487,12.083,.155,.108,.40000001,.67400002,3.8469999,0,.036,.308,19.07,2.3069999,1.952,1.474,4.6599998,.108,.036,27.441,2.049,0,8.3929996,.14399999,2.266
1971,5,7419,3.984,6.004,9.134,0,4.115,.435,.731,0,2.429,1.735,3.785,.178,6.838,0,0,1.403,.11,1.68,8.633,18.479,0,2.44,0,.396,.149,4.437,3.862,10.058,0,4.477,.525,.787,0,2.233,1.999,4.062,.114,4.728,0,0,2.48,.17,1.518,7.061,17.742,0,4.265,0,.463,.077,4.452,3.891,10.215,0,4.544,1.453,.616,0,2.09,1.644,3.461,.285,5.754,0,0,1.75,.094,1.791,8.469,17.126,0,3.639,0,.617,0,3.984,6.004,9.134,0,1.747,4.115,.435,0,0,.057,4.437,3.862,10.058,0,1.775,4.477,.525,0,0,.098,4.452,3.891,10.215,0,1.966,4.544,1.453,0,0,.018,0,1.403,.11,1.68,0,8.633,0,.314,18.479,0,0,0,2.48,.17,1.518,.002,7.061,0,.584,17.742,0,0,0,1.75,.094,1.791,0,8.469,0,.441,17.126,0,0,.168,1.604,.731,0,2.43,2.429,0,.493,.141,0,0,.208,1.434,.787,0,1.554,2.233,0,.479,.141,0,0,.244,1.279,.616,0,1.582,2.09,0,.245,.222,0,0,25.476999,7.9959998,7.493,10.702,.156,30.618999,0,3.7980001,3.3199999,2.128,3.8440001,0,1.574,0,2.8940001,25.233,6.836,8.1099997,8.4060001,.125,29.556999,0,6.7880001,5.4879999,2.211,3.7390001,0,1.386,0,2.1210001,26.537001,6.2779999,7.848,11.178,.105,29.672001,0,4.1880002,4.836,1.7690001,4.697,0,1.069,0,1.823,23.73,7.493,0,0,1.966,.73100001,3.325,0,0,0,14.327,6.9559999,.30899999,.53100002,10.424,.099,0,20.195999,2.128,0,4.8930001,0,2.8940001,23.458,8.1099997,0,0,1.936,.787,5.1729999,0,0,.05,11.984,5.6999998,.29899999,1.7130001,8.7519999,.026,0,20.806,2.211,0,6.8740001,0,2.1210001,24.572001,7.848,0,0,2.1659999,.616,3.4349999,0,0,0,15.674,5.1960001,.46599999,.77100003,10.354,.088,0,19.318001,1.7690001,0,5.9039998,0,1.823
1972,7,10072,3.989,5.782,8.916,.248,4.084,.168,.903,.045,1.918,1.375,2.402,1.433,7.215,0,0,1.505,.211,1.933,3.447,25.662,0,3.107,0,.601,.078,4.238,3.615,8.899,.445,4.16,.099,1.224,.09,1.695,1.334,2.274,1.48,6.224,0,0,2.117,.282,1.491,3.05,23.478,0,5.051,0,.829,0,4.53,2.985,10.269,.288,4.53,.417,.884,.097,1.37,1.367,2.025,1.742,7.4,0,0,2.362,.272,1.472,2.779,22.652,.017,3.747,0,.847,.014,3.989,5.782,8.916,.248,0,4.084,.168,.026,.026,.157,4.238,3.615,8.899,.445,0,4.16,.099,0,0,.129,4.53,2.985,10.269,.288,.029,4.53,.417,.038,.038,.2,.059,1.505,.211,1.933,0,3.447,.542,.382,25.662,.01,.024,0,2.117,.282,1.491,.057,3.05,.579,.707,23.478,.033,.017,.048,2.362,.272,1.472,.131,2.779,.538,.466,22.652,.029,0,.369,2.361,.903,.045,1.559,1.918,0,0,.194,.004,0,.22,2.629,1.224,.09,1.076,1.695,0,0,.154,0,.011,.127,2.706,.884,.097,.984,1.37,0,0,.07,.012,.005,23.309,7.3520002,5.3140001,11.389,.32100001,33.681,.034,3.052,3.908,3.552,3.645,0,1.885,0,2.5550001,21.603001,7.098,4.948,11.637,.189,31.761,.05,4.3179998,6.494,3.8069999,3.076,0,2.7969999,0,2.2219999,23.212999,6.2540002,4.9419999,13.344,.32800001,30.672001,.029,3.4749999,5.4250002,3.5190001,3.987,0,2.1140001,0,2.6989999,23.341999,5.3140001,.056,0,.32499999,.903,2.6670001,0,0,.034,14.848,5.8379998,.384,.50300002,6.191,.112,.034,27.549,3.552,0,5.7930002,0,2.5550001,21.603001,4.948,.094,0,.14,1.224,3.2939999,0,0,.026,14.609,5.4109998,.30700001,1.153,5.4580002,.06,.05,26.302999,3.8069999,0,9.2910004,0,2.2219999,23.246,4.9419999,.138,0,.29499999,.884,2.523,.017,0,.039,17.063999,5.0640001,.12899999,1.099,5.2399998,.051,0,25.507999,3.5190001,.002,7.5380001,0,2.6989999
