studyid,prev_ts,next_ts,fw_start,fw_end,sample,mipid,weightavailable,unique_mip,respondents,entry,male,income_quartile,mipd1_0,mipd2_0,mipd3_0,mipd4_0,mipd5_0,mipd6_0,mipd7_0,mipd8_0,mipd9_0,mipd10_0,mipd11_0,mipd12_0,mipd13_0,mipd14_0,mipd15_0,mipds101_0,mipds102_0,mipds103_0,mipds105_0,mipds109_0,mipds110_0,mipds203_0,mipds204_0,mipds207_0,mipds308_0,mipds309_0,mipds401_0,mipds404_0,mipds503_0,mipds509_0,mipds601_0,mipds602_0,mipds603_0,mipds605_0,mipds610_0,mipds804_0,mipds901_0,mipds1001_0,mipds1011_0,mipds1012_0,mipde101_0,mipde102_0,mipde103_0,mipde105_0,mipde108_0,mipde109_0,mipde110_0,mipde501_0,mipde502_0,mipde504_0,mipdfp506_0,mipdfp601_0,mipdfp602_0,mipdfp603_0,mipdfp604_0,mipdfp605_0,mipdfp606_0,mipdfp608_0,mipdfp610_0,mipdfp701_0,mipdfp702_0,mipdsp201_0,mipdsp202_0,mipdsp203_0,mipdsp204_0,mipdsp205_0,mipdsp207_0,mipdsp208_0,mipdsp210_0,mipdsp211_0,mipdsp212_0,mipdsp217_0,cap1_0,cap2_0,cap3_0,cap4_0,cap5_0,cap6_0,cap7_0,cap8_0,cap9_0,cap10_0,cap12_0,cap13_0,cap14_0,cap15_0,cap16_0,cap17_0,cap18_0,cap19_0,cap20_0,cap21_0,cap22_0,cap23_0,cap24_0,mipd1_1,mipd2_1,mipd3_1,mipd4_1,mipd5_1,mipd6_1,mipd7_1,mipd8_1,mipd9_1,mipd10_1,mipd11_1,mipd12_1,mipd13_1,mipd14_1,mipd15_1,mipds101_1,mipds102_1,mipds103_1,mipds105_1,mipds109_1,mipds110_1,mipds203_1,mipds204_1,mipds207_1,mipds308_1,mipds309_1,mipds401_1,mipds404_1,mipds503_1,mipds509_1,mipds601_1,mipds602_1,mipds603_1,mipds605_1,mipds610_1,mipds804_1,mipds901_1,mipds1001_1,mipds1011_1,mipds1012_1,mipde101_1,mipde102_1,mipde103_1,mipde105_1,mipde108_1,mipde109_1,mipde110_1,mipde501_1,mipde502_1,mipde504_1,mipdfp506_1,mipdfp601_1,mipdfp602_1,mipdfp603_1,mipdfp604_1,mipdfp605_1,mipdfp606_1,mipdfp608_1,mipdfp610_1,mipdfp701_1,mipdfp702_1,mipdsp201_1,mipdsp202_1,mipdsp203_1,mipdsp204_1,mipdsp205_1,mipdsp207_1,mipdsp208_1,mipdsp210_1,mipdsp211_1,mipdsp212_1,mipdsp217_1,cap1_1,cap2_1,cap3_1,cap4_1,cap5_1,cap6_1,cap7_1,cap8_1,cap9_1,cap10_1,cap12_1,cap13_1,cap14_1,cap15_1,cap16_1,cap17_1,cap18_1,cap19_1,cap20_1,cap21_1,cap22_1,cap23_1,cap24_1
"harris_s20229",07nov2000,02nov2004,10dec2003,14dec2003,"National Adults",28,"Yes",65,945,,"Female","Second 25%",24.5209,35.66705,1.779546,2.70782,2.890717,26.64035,0,.9891718,1.867347,2.221357,0,0,.7157462,0,0,14.81888,6.357382,1.149802,0,1.373892,0,9.921241,17.56673,.9625373,.0945887,1.325228,1.083795,1.250801,0,.0500578,2.301416,2.10429,.1534185,13.98903,3.299287,0,.3560214,0,.4807674,0,14.81888,6.357382,1.149802,0,0,1.373892,0,1.012843,0,1.827815,.3579701,2.301416,2.10429,.1534185,1.493624,13.98903,0,0,6.598574,0,0,1.639907,2.58667,9.921241,17.56673,1.112059,.9625373,0,0,.3517233,.4884559,1.037723,26.18265,1.779546,17.56673,0,0,9.921241,.9891718,0,.0500578,.3146786,2.70782,7.024218,.8401793,.8209391,18.09833,0,0,8.89999,2.221357,0,2.583093,0,0,30.33311,22.68913,2.202685,3.22947,3.403701,29.88129,0,1.046245,2.366439,2.795673,0,0,2.052247,0,0,19.47436,7.471082,0,0,2.183458,0,4.64028,12.23968,0,.1287141,1.816543,.9811546,.9621395,0,.1937713,3.726041,7.386306,.1553744,10.6176,1.449284,0,0,0,1.654883,0,19.47436,7.471082,0,0,0,2.183458,0,1.454214,0,1.755716,.150045,3.726041,7.386306,.1553744,5.097404,10.6176,0,0,2.898568,0,0,2.112923,.8108255,4.64028,12.23968,1.461349,0,0,0,0,.2131858,1.210887,32.18878,2.202685,12.69651,0,0,4.64028,.5894156,0,.1937713,.2963803,3.22947,5.299604,.2131858,1.204217,23.40673,0,0,6.624609,2.795673,0,4.418686,0,0
"uspew2004-01nii",07nov2000,02nov2004,06jan2004,11jan2004,"National Adults",1,"Yes",47,1438,,"Female","Highest 25%",32.26006,12.17933,.2774402,1.249153,3.56111,37.67606,.0772256,.4075796,4.96345,3.905885,.3794129,0,3.063295,0,0,18.82921,10.73601,2.496451,0,.1983978,0,2.396319,1.880352,1.047125,.0924801,.1849601,.3526763,.4482384,.2938128,1.415071,2.912332,1.941575,0,10.16139,9.442995,0,3.06,.8131676,.1763382,0,18.82921,10.73601,2.496451,0,0,.1983978,0,.5876256,.5876256,.9707876,.9707876,2.912332,1.941575,0,11.75366,10.16139,0,1.464111,9.442995,0,.0772256,1.155709,.2012838,2.396319,1.880352,.1912112,1.047125,.2097355,2.09425,0,.6458914,2.357448,33.64505,.2774402,2.328591,0,0,2.396319,.4075796,0,1.415071,0,1.180328,7.047027,.6458914,0,24.82741,0,.0772256,13.81944,3.905885,0,8.026746,0,0,34.90282,7.827415,.6543935,1.368857,7.064642,33.67822,.5561844,.8753563,1.818057,6.744092,.2629316,0,3.937991,.3090436,0,19.85345,12.20895,2.108058,0,.7323604,0,2.716121,1.241396,.547645,.2181312,.4362623,.5258633,.4214967,.4668256,4.119219,3.465456,2.156242,0,6.317936,5.900754,.1876614,1.212038,1.09059,.2629316,0,19.85345,12.20895,2.108058,0,0,.7323604,0,.9336512,.9336512,1.078121,1.078121,3.465456,2.156242,0,14.3162,6.317936,0,1.521628,5.900754,0,.5561844,1.213155,0,2.716121,1.241396,.3902875,.547645,.3244297,1.09529,0,.1284466,.1706448,37.09455,.6543935,1.760335,0,0,2.716121,.5902526,.1876614,4.119219,0,1.210292,3.417022,.1284466,0,23.8685,0,.5561844,10.88784,6.744092,0,5.756048,.3090436,0
"uspsra2004-hni46",07nov2000,02nov2004,06feb2004,08feb2004,"National Adults",18,"Yes",54,537,"Form: Not Asked","Male","Third 25%",24.23623,32.11914,1.38449,3.511461,6.477981,21.9032,0,0,2.448827,1.696127,1.78468,0,4.43786,0,0,9.762951,9.681209,2.154218,0,1.547972,0,7.710908,15.08123,1.722523,.476823,.476823,1.97541,1.536051,1.797452,2.883076,2.646935,4.492354,0,10.4657,0,0,.9255474,1.696127,0,0,9.762951,9.681209,2.154218,0,1.089881,1.547972,0,1.797452,1.797452,0,0,2.646935,4.492354,0,3.719219,10.4657,.5789993,0,0,0,0,0,.2974467,7.710908,15.08123,4.017233,1.722523,0,0,.3473996,1.871246,1.071149,26.74125,1.982221,15.08123,0,1.089881,7.710908,0,0,2.883076,0,5.296141,7.108352,2.218646,0,19.25627,0,0,2.646935,1.696127,0,6.288954,0,0,25.48019,19.76685,1.513536,3.093486,6.206198,29.00886,0,1.239142,2.001153,5.75703,0,0,5.933551,0,0,12.73223,8.778859,0,0,3.130189,0,7.251341,7.177937,1.038153,.1319538,.1319538,.6396701,2.453816,1.392943,2.546446,2.8389,7.23736,0,11.115,0,0,.581121,4.364088,0,0,12.73223,8.778859,0,0,.8389116,3.130189,0,1.392943,1.392943,.8738662,0,2.8389,7.23736,0,7.627104,11.115,.1905028,0,0,0,0,0,0,7.251341,7.177937,3.035811,1.038153,0,0,0,1.038153,.2254575,28.30103,2.352448,7.177937,0,.8389116,7.251341,1.239142,0,2.546446,0,3.093486,4.299422,1.038153,0,26.16996,0,0,2.8389,5.75703,0,7.095793,0,0
"harris_s20621",07nov2000,02nov2004,09feb2004,15feb2004,"National Adults",28,"Yes",68,967,,"Male",,30.17018,26.21531,2.703113,2.64698,4.557385,20.13366,0,2.606632,7.064734,2.317164,.4517065,0,1.133137,0,0,18.81044,5.88696,.9344993,0,4.280218,0,10.17723,10.07034,.3708926,.0222594,1.059347,1.077545,1.569435,0,1.667524,2.033562,4.119376,.2073758,9.033917,1.345711,.1044848,.4984771,0,.1867882,0,18.81044,5.88696,.9344993,0,0,4.280218,0,1.005175,0,1.884687,.6973624,2.033562,4.119376,.2073758,2.048002,9.033917,0,0,2.691423,0,0,1.059347,2.276085,10.17723,10.07034,1.069502,.3708926,0,0,0,.5612711,.6306381,32.10461,2.703113,10.72435,0,0,10.17723,1.84814,.1044848,1.667524,0,3.098686,5.406466,.5612711,.258069,16.10604,0,0,4.724984,2.317164,0,8.197871,0,0,41.49804,13.24178,1.615724,3.718878,4.813419,26.32932,0,2.911799,2.006587,1.948671,0,0,1.915786,0,0,25.86736,13.01463,.1108377,0,1.869273,0,3.533379,5.762749,.4358104,0,1.370814,1.943,1.188512,0,.5248926,3.853932,7.934725,.0288124,6.597308,1.643689,.2177213,.1501089,0,.4842724,0,25.86736,13.01463,.1108377,0,0,1.869273,0,1.680556,0,2.607971,.4597833,3.853932,7.934725,.0288124,4.627165,6.597308,0,0,3.287378,0,0,1.464867,1.306208,3.533379,5.762749,.3676796,.4358104,0,0,0,0,.3710843,44.69085,1.749159,5.930679,0,0,3.533379,2.526148,.2177213,.5248926,.0940531,3.718878,3.851596,0,.6359385,19.64779,0,0,7.14131,1.948671,0,3.788938,0,0
"usstonyb2004-hltha",07nov2000,02nov2004,18feb2004,08mar2004,"National Adults",1,"Yes",24,856,,"Female","Third 25%",21.13919,33.75695,2.073339,5.503038,0,17.50249,0,3.497436,5.286005,5.367986,.8653412,0,0,0,5.00823,11.4577,9.681491,0,0,0,0,3.250297,19.21244,.7913691,0,.7954373,2.075181,1.281258,0,0,.3482634,0,0,5.504169,5.504169,0,3.524003,0,1.743415,1.743415,11.4577,9.681491,0,0,0,0,0,0,0,0,0,.3482634,0,0,6.14589,5.504169,0,0,5.504169,0,0,6.32514,0,3.250297,19.21244,1.297482,.7913691,0,.7913691,0,.7913691,1.297482,21.13919,2.073339,23.99113,0,0,3.250297,0,0,0,0,5.087121,10.50284,.7913691,0,11.65006,0,0,5.852433,5.367986,0,5.286005,0,5.00823,27.51716,25.16,3.302167,6.874771,0,16.17975,0,2.585456,7.989356,6.036289,.6117299,0,0,0,3.743321,16.84638,10.67078,0,0,0,0,2.850136,9.167684,1.220316,0,2.201408,3.200553,1.531244,0,0,2.021685,0,0,3.464376,3.464376,0,5.326237,0,.9991616,.9991616,16.84638,10.67078,0,0,0,0,0,0,0,0,0,2.021685,0,0,7.229316,3.464376,0,0,3.464376,0,0,8.266481,0,2.850136,9.167684,.6073731,1.220316,0,1.220316,0,1.220316,.6073731,27.51716,3.302167,13.28438,0,0,2.850136,0,0,0,0,5.955257,11.92186,1.220316,0,10.69369,0,0,5.486061,6.036289,0,7.989356,0,3.743321
"uspsra2004-hni47",07nov2000,02nov2004,01apr2004,05apr2004,"National Adults",18,"Yes",54,578,"Form: Not Asked","Male","Highest 25%",23.60108,24.36423,1.952546,5.06117,1.169402,33.28798,0,.2586858,2.448656,3.802327,.4925662,0,3.56136,0,0,7.466453,10.76955,3.171559,0,1.754102,0,7.045609,12.05278,.8929976,.5226871,.5226871,2.746747,2.314423,.5847008,0,5.194364,4.107505,0,18.78758,0,0,1.224328,3.249519,0,0,7.466453,10.76955,3.171559,0,.4394115,1.754102,0,.5847008,.5847008,0,0,5.194364,4.107505,0,5.198522,18.78758,0,0,0,0,0,0,0,7.045609,12.05278,2.158077,.8929976,0,0,0,.8929976,1.321778,24.33107,1.952546,12.05278,0,.4394115,7.045609,.2586858,0,0,0,5.553737,4.372853,.8929976,0,28.09361,0,0,5.194364,3.802327,0,6.010016,0,0,28.90994,15.0002,.7871582,2.267593,5.582757,36.81358,0,.2094274,.3249736,6.15731,0,0,3.947057,0,0,10.46776,11.47604,3.709176,0,2.975313,0,2.108717,7.528988,1.202619,.3935791,.3935791,2.267593,0,1.581538,1.015073,4.17124,7.158446,0,13.25724,0,0,.1624868,4.250365,0,0,10.46776,11.47604,3.709176,0,.2816437,2.975313,0,1.581538,1.581538,1.404608,0,4.17124,7.158446,0,11.96307,13.25724,.2635897,0,0,0,0,0,.5632876,2.108717,7.528988,1.863182,1.202619,0,0,0,1.484263,.2491464,33.19598,.7871582,7.528988,0,.2816437,2.108717,.2094274,0,1.015073,0,2.267593,3.878234,1.484263,0,32.64235,0,0,4.17124,6.15731,0,4.27203,0,0
"harris_s21026",07nov2000,02nov2004,05apr2004,11apr2004,"National Adults",28,"Yes",68,929,,"Female","Lower 25%",28.28432,20.13753,3.192947,4.052118,2.970117,31.74074,0,.7741745,2.358727,1.931126,.5238937,0,4.034303,0,0,15.87231,10.5553,.3513828,0,1.330168,0,6.453529,5.866601,.4328038,0,1.173048,1.801996,1.868443,0,.1924168,1.530708,7.199822,.0385042,13.48732,3.411446,.4603719,0,0,.2082038,0,15.87231,10.5553,.3513828,0,0,1.330168,0,1.144629,0,1.633071,.3983596,1.530708,7.199822,.0385042,2.66149,13.48732,0,0,6.822892,0,0,1.173048,1.686059,6.453529,5.866601,2.15904,.4328038,0,0,.0859504,.6547669,1.625737,30.4885,3.192947,5.970912,0,0,6.453529,.2094916,.4603719,.1924168,0,4.576012,7.076687,.7407173,.1751604,23.7855,0,0,8.353601,1.931126,0,6.393031,0,0,33.78021,13.77695,2.327322,1.160805,4.926036,36.60481,0,2.795615,.9247073,1.684986,.771876,0,1.246677,0,0,21.29255,7.778336,1.243127,0,2.784205,0,2.417037,4.865308,.3385599,.1084853,1.885475,1.068316,0,0,.4451809,2.923401,5.770881,.0958307,15.68039,3.019632,1.411341,.0646304,0,.1634952,0,21.29255,7.778336,1.243127,0,0,2.784205,0,1.073836,0,3.407019,2.265693,2.923401,5.770881,.0958307,6.095047,15.68039,0,0,6.039265,0,0,2.228332,2.184018,2.417037,4.865308,.391657,.3385599,0,0,.3036922,.2485363,.7998093,35.31339,2.327322,5.270164,0,0,2.417037,.9794183,1.411341,.4451809,.3428568,1.932681,5.599519,.5522285,.6819921,29.90784,0,0,8.962666,1.684986,0,2.171384,0,0
"usaipogns2004-19",07nov2000,02nov2004,03jun2004,06jun2004,"National Adults",1,"Yes",70,992,,"Female","Highest 25%",21.8343,13.52596,1.188287,1.960481,2.932012,40.74045,0,.9289544,6.103036,4.247063,.2670744,0,3.423584,.3657758,2.483017,11.91965,7.338738,1.507615,.2051441,.3348106,0,2.810087,5.879507,2.502371,0,0,1.525033,.4354473,.9386309,1.05475,1.730178,1.739854,0,1.817267,24.67535,.7199396,4.339314,.2215943,1.341178,.2215943,11.91965,7.338738,1.507615,.2051441,.3173927,.3348106,0,0,1.877262,0,0,1.730178,1.739854,0,9.403728,1.817267,0,1.374078,24.67535,0,0,0,0,2.810087,5.879507,.2438505,2.502371,.1045074,.99282,0,.99282,0,23.28772,1.188287,5.879507,0,.3173927,2.810087,.1045074,.7199396,1.05475,0,2.227555,3.739041,.99282,.3154574,12.96085,0,0,27.77961,4.247063,0,9.52662,.3657758,2.483017,31.64441,7.426684,1.776719,1.780899,4.011204,35.38806,.2090257,2.023369,4.248448,6.86545,0,0,2.395435,.1860329,2.044271,15.3613,11.48805,3.417571,0,.9970527,0,1.751636,1.927217,1.196324,0,.576911,1.392111,.3887879,.9207584,2.169687,1.013775,3.043415,0,.9636086,16.03227,1.910495,2.893961,.6422315,2.756004,.6422315,15.3613,11.48805,3.417571,0,.2361991,.9970527,0,0,1.841517,0,0,1.013775,3.043415,0,12.36596,.9636086,0,1.969022,16.03227,0,.2090257,0,0,1.751636,1.927217,.4807592,1.196324,.9322547,.5692468,0,.5692468,0,34.03775,1.776719,1.927217,0,.2361991,1.751636,.1128739,1.910495,2.169687,0,1.780899,2.24633,.5692468,.1442278,16.37299,0,.2090257,19.01507,6.86545,0,6.643883,.1860329,2.044271
"usstonyb2004-hlthb",07nov2000,02nov2004,05jun2004,27jun2004,"National Adults",1,"Yes",26,797,,"Male","Third 25%",14.7876,30.7524,0,6.024014,.5455669,28.0715,0,4.310819,6.501309,3.800653,.9319931,0,0,0,4.274154,8.485515,6.302081,0,0,0,0,1.824293,19.96692,.6143878,0,0,2.409566,1.341228,0,.5455669,1.645867,0,0,10.06385,10.06385,0,4.334206,0,.5738686,.5738686,8.485515,6.302081,0,0,0,0,0,0,0,0,0,1.645867,0,0,6.297936,10.06385,0,0,10.06385,0,0,5.980268,0,1.824293,19.96692,.5688772,.6143878,0,.6143878,0,.6143878,.5688772,14.7876,0,24.44929,0,0,1.824293,1.169675,0,.5455669,0,5.61478,8.346798,.6143878,0,16.36178,0,0,11.70971,3.800653,0,6.501309,0,4.274154,21.33924,20.37339,.5302837,5.81976,1.316413,28.55316,0,2.950382,6.602564,8.020029,1.018573,0,0,0,3.476194,13.65561,7.683632,0,0,0,0,.6028194,9.418668,.6174116,0,.5302837,2.972696,.914246,0,1.316413,2.889175,0,0,8.202149,8.202149,0,4.40171,0,1.665385,1.665385,13.65561,7.683632,0,0,0,0,0,0,0,0,0,2.889175,0,0,9.259691,8.202149,0,0,8.202149,0,0,6.777898,0,.6028194,9.418668,.8608865,.6174116,0,.6174116,0,.6174116,.8608865,21.33924,.5302837,12.19754,0,0,.6028194,1.08576,0,1.316413,0,5.924087,9.734494,.6174116,0,17.46184,0,0,11.09132,8.020029,0,6.602564,0,3.476194
"uspew2004-07fp",07nov2000,02nov2004,08jul2004,18jul2004,"National Adults",1,"Yes",48,951,"Form: Not Asked","Male","Second 25%",22.98697,12.97971,0,.6930848,1.645949,44.21066,.7339779,.2872999,3.986989,7.044006,.6516675,0,4.779685,0,0,10.14987,8.760383,3.395172,0,.6815509,0,3.563379,2.053041,.7794146,0,0,.4435323,.1247762,.0498056,.8770197,2.531175,1.139413,0,17.07701,16.07461,.1887372,2.657993,1.597561,.2217662,0,10.14987,8.760383,3.395172,0,0,.6815509,0,.0996113,.0996113,.5697066,.5697066,2.531175,1.139413,0,6.83692,17.07701,0,.5515319,16.07461,0,.7339779,2.495525,0,3.563379,2.053041,0,.7794146,.421513,1.558829,0,.6794538,1.428552,23.60771,0,2.27638,0,0,3.563379,0,.1887372,.8770197,0,1.219976,6.262321,.6794538,0,25.62305,0,.7339779,19.15731,7.044006,0,8.766674,0,0,27.22276,9.930842,0,1.274946,3.158889,35.15697,2.654059,1.479891,4.756938,9.182168,.2302397,0,4.817405,.1348879,0,16.86294,5.568103,4.521946,0,.2697758,0,3.070351,1.833778,.2232627,0,0,.4604794,.4072335,.2122159,1.154013,5.40947,2.312025,0,9.024756,8.473576,.9380135,2.934076,2.047279,.2302397,0,16.86294,5.568103,4.521946,0,0,.2697758,0,.4244317,.4244317,1.156013,1.156013,5.40947,2.312025,0,9.718534,9.024756,0,.2186114,8.473576,0,2.654059,2.7122,0,3.070351,1.833778,.3837328,.2232627,.4842243,.4465255,0,.3139632,.462805,28.55585,0,2.241011,0,0,3.070351,.5418772,.9380135,1.154013,0,1.097953,4.228526,.3139632,0,22.21133,0,2.654059,14.10166,9.182168,0,9.574343,.1348879,0
"harris_s21662",07nov2000,02nov2004,15jul2004,20jul2004,"National Adults",28,"Yes",68,965,,"Male","Highest 25%",40.48438,26.74665,2.151757,5.85336,2.297308,9.77831,0,1.234038,4.370045,4.019437,.5809467,0,2.483768,0,0,24.61922,11.25625,1.571713,0,2.07294,0,10.2124,11.58735,.7584822,0,1.641294,2.241629,3.611731,0,1.125117,.8698651,2.094492,.3251629,3.61452,.8095886,.2345465,.1296329,0,.889655,0,24.61922,11.25625,1.571713,0,0,2.07294,0,0,0,1.172191,.5766447,.8698651,2.094492,.3251629,1.255093,3.61452,0,0,1.619177,0,0,1.820468,.7584822,10.2124,11.58735,.1355162,.7584822,0,0,.209805,.2075763,1.05657,40.11567,2.151757,11.60502,0,0,10.2124,.9818217,.2345465,1.125117,.1791742,6.434307,4.350345,.4173814,.9642514,7.865912,0,0,2.489042,4.019437,0,6.853813,0,0,45.62542,21.92714,3.808993,4.072195,2.572701,9.93696,0,1.855528,3.093845,5.663804,.2184997,0,1.224907,0,0,34.41517,7.310544,.9946358,0,2.109969,0,6.721329,7.998061,.5555336,.1684212,2.576802,.7773229,2.898572,0,1.606983,.3578372,4.014984,.0292931,3.941168,.1996045,.6819049,.440511,0,0,0,34.41517,7.310544,.9946358,0,0,2.109969,0,0,0,.965718,.4132128,.3578372,4.014984,.0292931,1.19447,3.941168,0,0,.3992091,0,0,2.638228,.5555336,6.721329,7.998061,2.142906,.5555336,0,0,.230635,.0712002,1.013715,45.38282,3.808993,7.998061,0,0,6.721329,1.173623,.6819049,1.606983,.0614261,4.290694,6.844491,.3018353,.7951077,9.593127,0,0,.7570463,5.663804,0,4.318752,0,0
"uslat2004-504",07nov2000,02nov2004,17jul2004,21jul2004,"National Adults",6,"Yes",40,1500,"Form: Not Asked","Male","Lower 25%",22.18152,18.72561,1.934748,.9404402,1.286391,47.08336,.046835,.2646999,2.448137,.3374213,0,0,1.29073,3.460102,0,17.14265,4.586834,0,0,.4520398,0,6.829976,8.441368,.3438555,0,0,.4702201,.4702201,.7149441,.5548373,10.89089,6.876885,0,14.95914,7.479568,0,.3835081,0,.046835,0,17.14265,4.586834,0,0,0,.4520398,0,0,.7149441,.0166092,0,10.89089,6.876885,0,6.876885,14.95914,0,0,7.479568,0,.046835,.9633341,0,6.829976,8.441368,1.417768,.3438555,.1101295,0,0,.3438555,.2753238,23.0232,1.934748,8.441368,0,0,6.829976,.2646999,0,.5548373,0,.9404402,2.767902,.5762348,0,28.7129,0,.046835,18.37046,.3374213,0,3.738867,3.460102,0,23.38782,11.84647,1.922491,.3778203,2.638096,46.77516,2.701796,.9150512,2.38962,.9392829,0,0,4.464147,1.642246,0,18.47559,3.525512,.1025188,0,1.2842,0,2.039516,7.756904,.114351,.0692644,.1385287,.1538998,.1538998,.7802775,.0314445,11.1322,9.356927,0,11.28606,5.643032,.1025188,.352616,0,.5390949,0,18.47559,3.525512,.1025188,0,0,1.2842,0,0,.7802775,1.826374,.2055238,11.1322,9.356927,0,9.356927,11.28606,0,0,5.643032,0,2.701796,0,0,2.039516,7.756904,1.620364,.114351,.0392246,0,0,.114351,.1617609,25.82817,1.922491,7.756904,0,0,2.039516,.8125324,.1025188,.0314445,0,.3778203,1.896476,.114351,0,30.20544,0,2.701796,16.77524,.9392829,0,6.853766,1.642246,0
"uspsra2004-hni59",07nov2000,02nov2004,05aug2004,08aug2004,"National Adults",18,"Yes",43,545,"Form: Not Asked","Female","Second 25%",24.7566,33.58339,0,.1594631,2.302491,31.54289,0,.521172,1.521044,2.839221,.5795122,0,2.194212,0,0,10.92517,9.117243,2.84311,0,.8867703,0,4.306125,22.53999,1.69412,0,0,.1594631,0,.1730758,1.579073,2.909333,6.911363,0,13.09952,0,0,.7605222,2.691426,0,0,10.92517,9.117243,2.84311,0,.984315,.8867703,0,.1730758,.1730758,.3772663,0,2.909333,6.911363,0,8.622674,13.09952,0,0,0,0,0,0,.65621,4.306125,22.53999,.4511638,1.69412,0,0,0,2.022225,1.913557,24.49571,0,22.53999,0,.984315,4.306125,.521172,0,1.579073,0,.7389752,4.715051,2.022225,0,28.63355,0,0,2.909333,2.839221,0,3.715256,0,0,25.50132,16.23598,1.038698,2.120825,3.072977,34.96389,0,.8662346,1.262115,8.368375,.3174887,0,6.252097,0,0,12.41373,8.239027,1.881414,0,2.32825,0,3.049773,9.148692,.870311,0,0,.5918616,1.528963,.4997507,1.607042,6.932908,6.851485,0,9.886781,0,0,.2861318,6.972992,0,0,12.41373,8.239027,1.881414,0,.638897,2.32825,0,.4997507,.4997507,.466434,0,6.932908,6.851485,0,11.29272,9.886781,0,0,0,0,0,0,.7656311,3.049773,9.148692,.8348777,.870311,0,0,.3135691,1.253127,0,26.32836,1.728549,9.148692,0,.638897,3.049773,.8662346,0,1.607042,0,2.438313,2.47082,1.566696,0,28.03098,0,0,6.932908,8.368375,0,6.824361,0,0
"harris_s21930",07nov2000,02nov2004,10aug2004,15aug2004,"National Adults",28,"Yes",68,951,,"Female","Lower 25%",18.93449,26.90907,1.005465,1.773908,1.406026,40.01506,0,.1767557,4.368509,1.465227,2.194072,0,1.751409,0,0,11.75961,3.785877,.775138,0,2.436509,0,6.270315,14.77077,.1506487,.0761108,.4506461,1.22296,.3710928,0,.6103745,.1701459,7.259974,.5264403,18.2198,1.778356,0,.4647527,0,.3621187,0,11.75961,3.785877,.775138,0,0,2.436509,0,.1141518,0,.6814996,.5673478,.1701459,7.259974,.5264403,10.28199,18.2198,0,0,3.556713,0,0,.4506461,1.437232,6.270315,14.77077,2.336812,.1506487,0,0,.5017219,.2208785,.7700485,18.98543,1.005465,14.77077,0,0,6.270315,.1767557,0,.6103745,0,3.96798,5.145388,.7226003,.1773621,36.85555,0,0,3.726858,1.465227,0,6.119918,0,0,28.55864,18.42444,.5722847,2.200083,2.725581,41.22003,0,1.289522,2.060995,1.811208,.0839348,0,1.053282,0,0,17.72961,7.632049,.5967128,0,2.380578,0,4.889606,10.20847,0,0,.3165977,1.404413,.6228838,0,.6592672,1.041397,7.695466,.171735,19.75797,2.570592,.2926068,.2872854,0,.4722528,0,17.72961,7.632049,.5967128,0,0,2.380578,0,.6659204,0,1.400393,.7344723,1.041397,7.695466,.171735,7.412279,19.75797,0,0,5.141185,0,0,.3165977,.5755194,4.889606,10.20847,.8120121,0,0,0,0,1.379128,.2431018,29.67079,.5722847,10.51215,0,0,4.889606,.6932374,.2926068,.6592672,0,2.284018,1.947231,1.379128,.2196889,35.77193,0,0,6.182582,1.811208,0,3.114277,0,0
"harris_s22091",07nov2000,02nov2004,09sep2004,13sep2004,"National Adults",28,"Yes",68,966,,"Female",,23.97196,31.76715,1.785079,1.276093,1.129838,35.83403,0,.4081113,1.439394,1.693913,.3127028,0,.3817431,0,0,14.36715,5.421606,1.481754,0,2.701447,0,7.707679,14.40004,.9753569,.084697,.7928612,.893657,.3824357,0,.4166629,.0627423,7.310733,.0994008,16.80433,1.651548,0,.4377207,0,0,0,14.36715,5.421606,1.481754,0,0,2.701447,0,.140828,0,.5723468,.4315189,.0627423,7.310733,.0994008,8.253718,16.80433,0,0,3.303096,0,0,.7928612,1.542931,7.707679,14.40004,2.18947,.9753569,0,0,1.348634,.8599954,1.950174,24.25361,1.785079,14.80816,0,0,7.707679,0,0,.4166629,0,1.588796,7.450793,2.20863,0,32.89971,0,0,3.365838,1.693913,0,1.821137,0,0,24.25609,22.97353,1.584518,1.814371,1.81879,41.77936,0,.3102069,1.38443,1.340287,.0468926,0,2.691519,0,0,15.78941,6.145977,.5693058,0,1.426263,0,4.878748,14.64985,.1467385,0,1.198856,.7728705,.9968213,0,.519212,1.856146,6.343517,.0989002,18.01308,2.027591,.0802431,.4153059,0,.2834198,0,15.78941,6.145977,.5693058,0,0,1.426263,0,.2595826,0,1.039996,.45527,1.856146,6.343517,.0989002,11.41253,18.01308,0,0,4.055182,0,0,.8606461,1.264161,4.878748,14.64985,.7280964,.1467385,0,0,0,.422163,.023128,24.77526,1.584518,14.64985,0,0,4.878748,.2299639,.0802431,.519212,0,1.861263,3.02277,.422163,.3251431,36.3233,0,0,5.911328,1.340287,0,4.075948,0,0
