studyid,prev_ts,next_ts,fw_start,fw_end,sample,mipid,weightavailable,unique_mip,respondents,entry,male,income_quartile,mipd1_0,mipd2_0,mipd3_0,mipd4_0,mipd5_0,mipd6_0,mipd7_0,mipd8_0,mipd9_0,mipd10_0,mipd11_0,mipd12_0,mipd13_0,mipd14_0,mipd15_0,mipds101_0,mipds102_0,mipds103_0,mipds105_0,mipds109_0,mipds110_0,mipds203_0,mipds204_0,mipds207_0,mipds308_0,mipds309_0,mipds401_0,mipds404_0,mipds503_0,mipds509_0,mipds601_0,mipds602_0,mipds603_0,mipds605_0,mipds610_0,mipds804_0,mipds901_0,mipds1001_0,mipds1011_0,mipds1012_0,mipde101_0,mipde102_0,mipde103_0,mipde105_0,mipde108_0,mipde109_0,mipde110_0,mipde501_0,mipde502_0,mipde504_0,mipdfp506_0,mipdfp601_0,mipdfp602_0,mipdfp603_0,mipdfp604_0,mipdfp605_0,mipdfp606_0,mipdfp608_0,mipdfp610_0,mipdfp701_0,mipdfp702_0,mipdsp201_0,mipdsp202_0,mipdsp203_0,mipdsp204_0,mipdsp205_0,mipdsp207_0,mipdsp208_0,mipdsp210_0,mipdsp211_0,mipdsp212_0,mipdsp217_0,cap1_0,cap2_0,cap3_0,cap4_0,cap5_0,cap6_0,cap7_0,cap8_0,cap9_0,cap10_0,cap12_0,cap13_0,cap14_0,cap15_0,cap16_0,cap17_0,cap18_0,cap19_0,cap20_0,cap21_0,cap22_0,cap23_0,cap24_0,mipd1_1,mipd2_1,mipd3_1,mipd4_1,mipd5_1,mipd6_1,mipd7_1,mipd8_1,mipd9_1,mipd10_1,mipd11_1,mipd12_1,mipd13_1,mipd14_1,mipd15_1,mipds101_1,mipds102_1,mipds103_1,mipds105_1,mipds109_1,mipds110_1,mipds203_1,mipds204_1,mipds207_1,mipds308_1,mipds309_1,mipds401_1,mipds404_1,mipds503_1,mipds509_1,mipds601_1,mipds602_1,mipds603_1,mipds605_1,mipds610_1,mipds804_1,mipds901_1,mipds1001_1,mipds1011_1,mipds1012_1,mipde101_1,mipde102_1,mipde103_1,mipde105_1,mipde108_1,mipde109_1,mipde110_1,mipde501_1,mipde502_1,mipde504_1,mipdfp506_1,mipdfp601_1,mipdfp602_1,mipdfp603_1,mipdfp604_1,mipdfp605_1,mipdfp606_1,mipdfp608_1,mipdfp610_1,mipdfp701_1,mipdfp702_1,mipdsp201_1,mipdsp202_1,mipdsp203_1,mipdsp204_1,mipdsp205_1,mipdsp207_1,mipdsp208_1,mipdsp210_1,mipdsp211_1,mipdsp212_1,mipdsp217_1,cap1_1,cap2_1,cap3_1,cap4_1,cap5_1,cap6_1,cap7_1,cap8_1,cap9_1,cap10_1,cap12_1,cap13_1,cap14_1,cap15_1,cap16_1,cap17_1,cap18_1,cap19_1,cap20_1,cap21_1,cap22_1,cap23_1,cap24_1
"usaipo1974-0913",07nov1972,02nov1976,16aug1974,19aug1974,"National Adults",1,"Yes",46,1590,,"Male","Second 25%",71.28274,2.285348,.881356,4.668659,.3914774,3.839962,0,.6441727,2.213157,8.150109,.98233,0,1.224035,0,3.436658,11.16482,1.119882,47.18856,0,11.16482,.5772687,.1871818,.0096265,.6840158,.1762712,.4883823,1.260668,1.574734,0,0,1.792793,0,.7272863,.8620573,.0096265,.1328991,1.109721,0,.0224618,.5390835,11.16482,1.119882,47.18856,0,0,11.16482,.5772687,0,0,.0673854,0,1.792793,0,.7272863,0,.8620573,0,.4481983,.0096265,0,0,.0336927,.6825372,.1871818,.0096265,.3481581,.6840158,0,0,.0336927,0,.3064434,71.28274,.881356,.0096265,.2791683,.1403864,.1871818,.1443974,.3986972,0,0,5.510602,2.021154,.0673854,.1684636,1.589344,.0449236,0,2.250618,8.150109,0,3.437193,0,3.436658,75.53251,2.368486,1.215539,2.668253,.1655926,4.243336,0,1.163892,1.596084,7.635908,.6484963,0,1.333333,0,1.428571,12.01988,.8431794,49.81929,0,12.01988,.6942356,.2255639,.1597744,1.128332,.2261905,.6785715,.6055439,.858396,0,0,2.203691,.075188,.518797,.593985,.3007519,.2320384,.8835889,0,.0300752,.5370569,12.01988,.8431794,49.81929,0,0,12.01988,.6942356,0,0,.1360544,0,2.203691,.075188,.518797,0,.593985,0,.5509228,.3007519,0,0,0,.4511278,.2255639,.1597744,.1557465,1.128332,0,0,0,0,.2479413,75.53251,1.215539,.1597744,.0295381,.0250627,.2255639,.2556391,.6961153,0,0,3.291687,1.983148,0,.3481919,1.18797,0,0,3.055366,7.635908,0,2.929418,0,1.428571
"usaipo1974-0915",07nov1972,02nov1976,27sep1974,30sep1974,"National Adults",1,"Yes",48,1527,,"Female","Third 25%",76.21339,1.039545,.9072035,5.4372,.576866,1.031142,0,1.880046,2.122261,6.416663,.2629758,0,1.20613,0,2.906574,11.76899,.9132476,51.57762,0,11.76899,.1384083,.1522491,.017301,.2965892,.1648317,.4944952,2.284366,.7035756,0,.2768166,.6920415,0,.083045,.083045,0,.3267974,1.241061,0,0,1.349331,11.76899,.9132476,51.57762,0,0,11.76899,.1384083,0,0,.0461361,0,.6920415,0,.083045,0,.083045,0,.1730104,0,0,0,0,.5536332,.1522491,.017301,.0098863,.2965892,0,0,0,0,.0098863,76.21339,.9072035,.1557093,.2539133,.0138408,.1522491,.6228374,.9803922,.2768166,0,5.547926,.8699951,0,.3229527,.16609,0,0,.8650519,6.416663,0,3.32839,0,2.906574,75.16563,1.651937,.5011746,4.042534,.5429392,1.79635,0,1.874896,1.535661,8.97331,.0862411,0,2.184842,0,1.644479,11.85425,1.096786,50.22984,0,11.85425,.0261028,.1566171,0,.5220569,.0939702,.2819107,1.887541,.3132342,0,.1566171,1.24914,0,.1174628,.1174628,0,.3663099,.674267,0,.0783085,2.246743,11.85425,1.096786,50.22984,0,0,11.85425,.0261028,0,0,.1044114,0,1.24914,0,.1174628,0,.1174628,0,.3122849,0,0,0,.0783085,.4810382,.1566171,0,.0111869,.5220569,0,0,.0783085,0,.3244211,75.16563,.5011746,.0783085,.2819107,.007119,.1566171,.5410408,1.09893,.1566171,0,4.043347,1.338703,.1566171,.339337,.2349256,0,0,1.561425,8.97331,0,3.720503,0,1.644479
"usaipo1974-0916",07nov1972,02nov1976,11oct1974,14oct1974,"National Adults",1,"Yes",38,1586,,"Male","Third 25%",77.19611,2.642677,.3376981,4.099437,.609049,1.574612,0,1.831026,1.596928,7.156382,.2707492,0,.6867185,0,1.998622,11.90057,1.265137,51.98433,0,11.90057,.1148633,.3532047,.2412129,.7088707,.103377,0,1.532978,.2182403,0,0,.4437006,0,.3032392,.716747,0,.4900835,.587772,0,0,1.438685,11.90057,1.265137,51.98433,0,0,11.90057,.1148633,0,0,.0306302,0,.4437006,0,.3032392,0,.716747,0,.1109251,0,0,0,.0746612,.5513439,.3532047,.2412129,.0283056,.7088707,0,0,0,0,.6850776,77.19611,.3376981,.2412129,.5784189,0,.3532047,.2516551,1.47025,0,.0746612,4.370186,1.973598,0,.1397504,1.019986,0,0,.5546257,7.156382,0,2.283647,0,1.998622,73.5834,1.322662,.0800801,2.576478,.401741,2.400696,0,3.379451,1.243803,9.951632,.3803804,0,2.052052,0,2.627628,11.62852,1.265551,48.90128,0,11.62852,.0500501,.147022,.032175,.3753754,.0500501,0,1.356698,.0750751,0,0,1.606672,0,0,.3923567,0,.8762334,.4421088,0,.0339625,2.721715,11.62852,1.265551,48.90128,0,0,11.62852,.0500501,0,0,.1094845,0,1.606672,0,0,0,.3923567,0,.4016679,0,0,0,.167042,.0429,.147022,.032175,.1751752,.3753754,0,0,.1595345,0,.2234377,73.5834,.0800801,.032175,.2922565,0,.147022,.3753754,2.6287,0,.0075075,2.956858,.8168883,.3190691,.4848599,.3923567,0,0,2.00834,9.951632,0,3.295856,0,2.627628
"anes-1974",07nov1972,02nov1976,06nov1974,31jan1975,"National Adults",25,"Yes",314,1563,,"Female","Lower 25%",65.75992,3.439262,.6502396,4.791239,1.174994,3.798768,0,2.94319,4.757016,9.194615,.1368925,.0342231,.2395619,2.94319,.1368925,12.18344,4.316678,42.36954,5.530459,.319416,.2053388,.3422314,.2770444,.1026694,.3080082,.2737851,3.979662,.3055637,.119781,0,1.412275,0,.0684463,.7973991,.1642711,1.488706,4.757016,.7757244,1.169291,.8898015,12.18344,4.316678,42.36954,5.530459,.2053388,.319416,.2053388,.0855578,.119781,.1711157,0,2.644308,0,.0684463,0,.7973991,.0787132,.0456308,.1642711,0,0,1.501255,.7186858,.3422314,.2770444,.0228154,.1026694,0,.4106776,.0273785,.0136893,.0228154,65.41769,.6844627,.3723803,.7985398,1.295916,.3422314,.4791239,1.984942,0,.3285421,4.832795,1.359799,.0410678,.7186858,.9445586,0,0,2.854209,9.194615,.2737851,4.996578,2.94319,.1368925,65.9582,2.707991,.0957854,3.544061,1.203019,5.302408,.2873563,4.310345,3.831418,9.981642,0,0,.4789272,2.011494,.2873563,10.63218,3.984674,42.21857,7.231801,.3033206,.9219348,0,.2463054,.0798212,.0957854,0,2.723043,.2052545,.1436782,0,2.059387,.0239464,.6328681,.5028735,0,1.724138,3.831418,.7343551,1.684227,0,10.63218,3.984674,42.21857,7.231801,.3448276,.3033206,.9219348,.0718391,.1436782,.3489327,.2052545,3.065134,.0239464,.6328681,0,.5028735,.0239464,1.05364,0,.2873563,0,1.283525,.5906769,0,.2463054,0,.0798212,0,.335249,.1149425,.0574713,0,65.72352,.0957854,.2873563,.6385697,1.340996,0,1.724138,2.298851,0,.2298851,3.503011,1.063218,.1724138,.2490422,1.388889,0,0,4.40613,9.981642,.2873563,4.310345,2.011494,.2873563
"usaipo1975-0924",07nov1972,02nov1976,28feb1975,03mar1975,"National Adults",1,"Yes",46,1576,,"Female","Second 25%",62.78056,2.057383,.4697704,7.319437,.0712251,4.918024,0,2.924507,8.852419,3.658476,2.094999,0,1.249601,0,3.603604,8.608466,8.480726,36.69062,0,8.608466,.3614773,.190131,.0086625,.8698258,.0427397,.1282192,2.187435,1.069339,0,0,2.765426,0,.5326205,.9286209,0,.7818083,3.324678,0,.0462,1.000962,8.608466,8.480726,36.69062,0,0,8.608466,.3614773,0,0,.0308,0,2.765426,0,.5326205,0,.9286209,0,.6913564,0,0,0,.1138501,.4417879,.190131,.0086625,.2079002,.8698258,0,0,.1138501,0,.1113751,62.78056,.4697704,.493763,.017325,.2521752,.190131,.4809067,2.345425,0,0,8.677159,1.630889,.2277002,.1289751,1.461241,.0231,0,3.456782,3.658476,0,10.10202,0,3.603604,62.0675,1.100218,.5894481,4.648784,.382311,3.992468,0,8.087614,5.189884,9.406007,1.592495,0,1.057902,0,1.88537,8.175911,11.45448,33.92854,0,8.175911,.1200352,.0628457,0,.1993105,.0963633,.28909,2.097325,.6007008,0,0,2.791288,.1102216,.1103798,.2827565,0,2.41795,2.904098,0,.1759678,2.994668,8.175911,11.45448,33.92854,0,0,8.175911,.1200352,0,0,.2126278,0,2.791288,.1102216,.1103798,0,.2827565,0,.697822,0,0,0,.0083794,.5620197,.0628457,0,.0610501,.1993105,0,0,.0083794,0,.1982331,62.0675,.5894481,.0094268,.1696833,.1818334,.0628457,.3435698,7.253848,0,0,6.050018,1.020613,.0167588,.7028239,.5033579,0,0,3.48911,9.406007,0,6.247786,0,1.88537
"usaipo1975-0932",07nov1972,02nov1976,18jul1975,21jul1975,"National Adults",1,"Yes",40,1561,,"Male","Lower 25%",60.54479,1.640406,.3501401,6.818561,1.552288,2.544629,0,3.860878,6.938609,8.262538,.7936507,0,3.54225,0,3.151261,10.1051,7.361945,34.96884,7.361945,0,.6069095,.017507,.0233427,1.358543,.17507,.17507,4.851941,.9418767,0,0,.3459162,.140056,.4820262,1.407563,0,1.428571,4.551821,0,.2801121,0,10.1051,7.361945,34.96884,7.361945,0,0,.6069095,0,0,.8846872,0,.3459162,.140056,.4820262,0,1.407563,0,.1690676,0,0,0,.0455182,0,.017507,.0233427,.0116713,1.358543,0,0,.0227591,0,.1610644,60.54479,.3501401,.1493931,.6676004,0,.017507,.5135388,2.857143,0,0,7.486161,2.27591,.0682773,.6302521,2.029645,0,0,.5149838,8.262538,0,10.48086,0,3.151261,59.14291,.8362682,.9501798,4.414484,1.595403,2.537345,0,7.6849,3.849512,12.93995,.6445814,0,3.709553,0,1.694915,9.590524,7.900586,33.03857,7.900586,0,.333847,.1540832,.0953848,.3627376,.4622496,.4622496,2.873652,1.232666,0,0,.8696029,.1290447,.3133025,.7960966,0,2.748459,2.70416,0,.2054443,0,9.590524,7.900586,33.03857,7.900586,0,0,.333847,0,0,1.335388,0,.8696029,.1290447,.3133025,0,.7960966,0,.4292985,0,0,0,.190464,0,.1540832,.0953848,.0154083,.3627376,0,0,.0181904,0,0,59.14291,.9501798,.1467459,.192604,0,.1540832,1.309707,5.496918,0,.1540832,5.007704,1.334746,.0545711,1.257062,1.238444,.0674114,0,1.298901,12.93995,0,7.559065,0,1.694915
"usaipo1975-0938",07nov1972,02nov1976,17oct1975,20oct1975,"National Adults",1,"Yes",41,1553,,"Female",,66.73217,2.335069,1.593364,5.899802,2.36067,2.317543,0,4.55302,5.161872,3.799383,.2193287,0,.9305555,0,4.097222,12.1056,7.480985,39.39261,7.480985,0,.1678241,.2269345,.0347222,1.468915,.9972994,.5960648,3.690063,1.152943,0,0,1.452436,0,.0462963,.0925926,0,1.839589,3.59499,0,0,0,12.1056,7.480985,39.39261,7.480985,0,0,.1678241,0,0,2.163911,0,1.452436,0,.0462963,0,.0925926,0,.726218,0,0,0,.1234568,0,.2269345,.0347222,.067791,1.468915,0,0,.0617284,0,.3515212,66.73217,1.593364,.0486111,.1967593,0,.2269345,.6018519,3.679178,0,0,6.105241,3.947972,.1851852,.3761574,.1388889,0,0,2.178654,3.799383,0,6.092428,0,4.097222,65.21534,.6122449,1.309434,4.351402,2.489583,4.203636,0,6.723716,4.494655,7.446802,.0755858,0,.5832704,0,2.494331,11.86109,7.727237,37.29509,7.727237,0,.2771479,.1763668,.0579491,.2116402,.8292841,.4801497,2.106324,1.022928,0,0,2.124671,.457294,.1612497,.3980852,0,3.13888,2.679696,0,0,0,11.86109,7.727237,37.29509,7.727237,0,0,.2771479,0,0,2.430374,0,2.124671,.457294,.1612497,0,.3980852,0,1.062336,0,0,0,0,0,.1763668,.0579491,.0151172,.2116402,0,0,0,0,.1511716,65.21534,1.309434,.1688083,.0251953,0,.1763668,.2569917,6.27776,.0251953,0,4.316129,2.455569,0,.5165029,1.016629,.0340136,0,3.187007,7.446802,0,5.077926,0,2.494331
"usaipo1976-0943",07nov1972,02nov1976,02jan1976,05jan1976,"National Adults",1,"Yes",46,1572,,"Male","Lower 25%",60.12275,2.637401,.3441156,9.078804,3.985678,6.212749,0,2.535062,5.984575,4.02431,.2408809,0,1.943106,0,2.890571,9.737808,9.46902,31.04543,9.46902,0,0,.233507,.0344116,1.445286,.1720578,.1720578,5.478648,2.22184,0,0,2.425961,.5276439,.6591138,1.335433,.0516173,1.187523,3.528984,0,.1032347,0,9.737808,9.46902,31.04543,9.46902,0,0,0,0,0,2.754891,0,2.425961,.5276439,.6591138,0,1.335433,0,1.21298,.0516173,0,0,.0747223,0,.233507,.0344116,.3429686,1.445286,0,0,.0373611,0,.4691443,60.76968,.3441156,.2064694,1.184905,0,.233507,.5138794,1.781285,0,0,9.147627,3.963884,.1120834,.641366,2.522191,.0458821,0,3.690558,4.02431,0,7.927682,0,2.890571,59.89734,1.649017,.9446366,7.146339,3.142605,7.724438,0,3.798357,3.939558,5.742832,.1033787,0,3.188351,0,2.723147,10.44395,8.102443,32.73161,8.102443,0,.2521432,.2420575,.2017146,1.084216,.4853757,.390822,5.321453,.8793495,0,0,3.281524,.8656917,.3933434,.9379728,.6051437,1.876666,2.842375,0,.1368777,0,10.44395,8.102443,32.73161,8.102443,0,0,.2521432,0,0,2.961062,0,3.281524,.8656917,.3933434,0,.9379728,0,1.640762,.6051437,0,0,0,0,.2420575,.2017146,.0302572,1.084216,0,0,0,0,.0907716,60.7467,.9446366,.2017146,.0302572,0,.2420575,.9077156,2.814999,0,0,7.249718,3.052194,0,.3403933,2.197008,.1512859,0,5.52743,5.742832,0,7.127909,0,2.723147
"anes-1976",07nov1972,02nov1976,07sep1976,01nov1976,"National Adults",25,"Yes",305,1757,,"Female","Second 25%",64.69848,11.20668,.9555382,6.449883,1.657566,4.329173,.2567603,4.715939,2.125585,2.444098,.224259,0,.5070203,0,.4290172,8.346334,26.36506,26.68821,1.209048,1.553562,.2340094,.3217629,.7103856,.3380135,.5070203,.2730109,6.03967,.2256519,.1462559,0,1.823323,.1950078,.5460219,1.209048,.1267551,2.336843,1.833073,.3380135,.2952975,0,8.346334,26.36506,26.68821,1.209048,.1170047,1.553562,.2340094,.1462559,.1462559,.8970359,.5460218,1.940328,.1950078,.5460219,0,1.209048,.0390016,.2730109,.1267551,0,.2567603,6.591264,2.665107,.3217629,.7103856,.1722569,.3380135,.1170047,.0390016,.1170047,0,.1348804,65.15675,.9555382,.7633162,.4680187,6.708268,.3217629,1.433307,3.107124,0,0,6.621211,3.349259,.1170047,.3607644,2.535101,0,.2567603,2.340094,2.444098,0,2.632605,0,.4290172,61.66048,8.985516,1.029252,5.81663,2.822706,4.846386,.6416706,6.735284,1.977248,4.306609,.2031419,0,.9750813,0,0,10.07584,22.19935,25.74679,1.327194,1.245937,.595883,.1625135,.6526338,.1263994,.5552546,.3927411,4.960532,.3488882,.3114843,.2708559,1.53111,.3250271,.8203065,1.139143,.3014239,3.864211,1.733478,.3912363,.9359577,.1083424,10.07584,22.19935,25.74679,1.327194,0,1.245937,.595883,.2437703,.3114843,1.400712,.9131714,1.734252,.3250271,.8203065,.0232162,1.139143,.0232162,.4798019,.3014239,.1625135,.479157,5.590466,1.877934,.1625135,.6526338,.0180571,.1263994,.4514265,.067714,0,0,.0383713,62.75293,1.029252,.7603313,.595883,5.563381,.1625135,1.625135,5.110148,.2708559,0,5.912075,2.128476,.0270856,.4017696,3.24408,0,.479157,2.677991,4.306609,0,2.952329,0,0
"usaipo1977-980",02nov1976,04nov1980,22jul1977,25jul1977,"National Adults",1,"Yes",46,1516,,"Female","Second 25%",43.01149,3.437469,1.144138,9.780608,3.216729,7.657635,0,13.26896,4.887328,2.017435,.250059,0,2.340174,0,8.987968,6.426549,7.051444,21.8072,7.051444,0,.3209989,.6140262,.1061571,1.611398,.6428403,.5012975,6.377684,1.226704,0,0,2.428358,1.514508,.7509633,1.785012,0,7.855177,2.772779,0,.0176929,0,6.426549,7.051444,21.8072,7.051444,0,0,.3209989,0,0,2.898258,0,2.428358,1.514508,.7509633,0,1.785012,0,1.178793,0,0,0,.2406228,0,.6140262,.1061571,.1186264,1.611398,0,0,.0849257,0,.6617127,43.29458,1.144138,.2359047,.3184713,0,.6140262,1.056853,11.78277,0,.0707714,9.90092,4.653052,.2547771,.7832036,4.050484,0,0,3.607151,2.017435,0,7.227502,0,8.987968,43.37492,1.58724,2.037469,4.911385,3.613269,10.27482,0,17.25293,3.330373,4.166574,.03885,0,3.118456,0,6.293706,7.07746,6.667623,22.42933,6.667623,0,.2123802,.1424501,.0932401,.1381335,1.018734,1.018734,3.176083,1.016576,0,0,3.322418,2.185962,.950901,2.309727,0,10.12925,2.190032,0,0,0,7.07746,6.667623,22.42933,6.667623,0,0,.2123802,0,0,3.535569,0,3.322418,2.185962,.950901,0,2.309727,0,1.505809,0,0,0,.2900803,0,.1424501,.0932401,.0518001,.1381335,0,0,.1450401,0,.7264957,44.40057,2.037469,.4040404,.0777001,0,.1424501,1.243201,15.19388,0,0,4.639434,3.105845,.4351205,1.136364,5.44659,0,0,4.828228,4.166574,0,6.448829,0,6.293706
"usaipo1977-0986",02nov1976,04nov1980,21oct1977,24oct1977,"National Adults",1,"Yes",46,1517,,"Male","Second 25%",49.72212,4.609262,1.929858,8.914617,3.318172,4.556611,0,14.88019,5.603622,.866584,.2805917,0,.9768451,0,4.341534,6.932589,9.643517,23.01528,9.643517,0,.3424988,.0723589,.3264765,1.135432,.7729768,1.006133,5.054269,1.706464,0,0,1.334505,.5719799,.4575291,1.525345,0,8.809012,3.237142,0,.0120598,0,6.932589,9.643517,23.01528,9.643517,0,0,.3424988,0,0,2.956378,.2859899,1.334505,.5719799,.4575291,0,1.525345,0,.6672524,0,0,0,.2327545,0,.0723589,.3264765,.9468679,1.135432,0,1.135432,.2327545,0,.5271863,50.08391,1.929858,.3264765,.3617945,0,.0723589,1.268693,13.21352,0,0,9.195209,5.908793,.4655089,.5426918,2.840844,0,0,2.001757,.866584,0,6.580468,0,4.341534,52.42997,2.125877,2.083085,5.772597,2.942852,6.198842,0,17.25593,5.087886,1.980706,.1854755,0,1.899164,0,2.037617,7.476924,10.24795,23.58636,10.24795,0,.561651,.1606583,.2351097,.1828631,.6305046,1.143454,4.206505,.8999478,0,0,1.664987,1.089964,.5499888,2.061409,0,11.12778,3.535229,0,0,0,7.476924,10.24795,23.58636,10.24795,0,0,.561651,0,0,2.942852,.5449818,1.664987,1.089964,.5499888,0,2.061409,0,.8324937,0,0,0,.1253919,0,.1606583,.2351097,.6799522,.1828631,0,.1828631,.1097179,0,.4493208,52.73952,2.083085,.2351097,0,0,.1606583,.4858934,16.69167,0,.015674,5.958072,3.274183,.2194358,.3874957,4.246343,0,0,2.497481,1.980706,0,6.987051,0,2.037617
"usaipo1978-993",02nov1976,04nov1980,10feb1978,13feb1978,"National Adults",1,"Yes",47,1515,,"Male","Lower 25%",44.65182,4.288349,1.617568,5.315443,2.688324,6.924687,0,21.29649,5.728074,1.592346,.434322,0,.8721752,0,4.590395,6.424872,4.589667,20.94375,9.179334,0,3.125785,.2118644,.1961707,3.036723,.9147162,.7028518,3.479284,.8474576,0,0,3.321563,.4943503,.5662329,1.842211,0,13.83671,3.324169,0,0,0,6.424872,4.589667,20.94375,9.179334,0,0,3.125785,0,0,2.088042,0,3.321563,.4943503,.5662329,0,1.842211,0,.7003296,0,0,0,.2663438,0,.2118644,.1961707,.0378329,3.036723,0,0,.2663438,0,.2730697,45.00493,1.617568,.2138261,.6002825,0,.2118644,.5414312,20.75506,0,0,5.732109,4.694142,.5326877,.3884181,2.902795,0,0,4.021893,1.592346,0,6.600249,0,4.590395,52.3928,1.064358,.7998902,4.980533,2.869497,7.659479,0,20.18091,3.064728,2.37228,.28826,0,1.418464,0,2.908805,8.1119,5.503553,25.59281,11.00711,0,1.980883,.1257862,.0262055,.2751572,.3999451,.3999451,2.094564,1.105308,0,0,3.484202,1.336478,.3144654,1.415094,0,12.78658,2.345388,0,.1572327,0,8.1119,5.503553,25.59281,11.00711,0,0,1.980883,0,0,2.476415,0,3.484202,1.336478,.3144654,0,1.415094,0,1.109239,0,0,0,.0929102,0,.1257862,.0262055,.2908805,.2751572,0,0,.0929102,0,.1605084,53.05317,.7998902,.0262055,.3930818,0,.1257862,.6551362,19.17986,0,0,5.268793,2.346043,.1858205,.5424528,3.066038,0,0,4.593441,2.37228,0,4.483191,0,2.908805
"usaipo1978-0999",02nov1976,04nov1980,14apr1978,17apr1978,"National Adults",1,"Yes",47,1546,,"Male","Lower 25%",64.49577,2.26444,1.138889,5.320602,1.346974,5.978588,0,7.761574,5.39914,1.858836,.3032407,0,1.354167,0,2.777778,11.82089,4.411165,38.61731,8.82233,0,.7407408,.3732363,.0810185,.5868055,.5694444,.5694444,3.45544,1.041088,0,0,2.828318,.5902778,.318287,1.001157,.2083333,4.541667,3.763393,0,0,0,11.82089,4.411165,38.61731,8.82233,0,0,.7407408,0,0,1.3354,0,2.828318,.5902778,.318287,0,1.001157,0,1.032215,.2083333,0,0,.0347222,0,.3732363,.0810185,.53125,.5868055,0,0,.0347222,0,.6226852,65.03223,1.138889,.2199074,0,0,.3732363,.625,6.8125,0,0,5.484953,2.456349,.0694444,.4074074,1.909722,.0115741,0,4.068866,1.858836,0,6.753307,0,2.777778,64.30749,1.539284,1.301116,2.891148,1.71302,6.581077,0,8.22604,3.171563,4.633355,.1303101,0,2.065416,0,3.440188,11.61989,5.247437,36.2781,10.49487,0,.5108157,.2580141,.1563722,.571503,.6418706,.6418706,1.482061,.9634262,0,0,3.401746,.8913213,.2768498,.9712844,0,4.566643,2.193306,0,.0347494,0,11.61989,5.247437,36.2781,10.49487,0,0,.5108157,0,0,1.686958,0,3.401746,.8913213,.2768498,0,.9712844,0,1.039875,0,0,0,.1906928,0,.2580141,.1563722,.1172791,.571503,0,0,.1906928,0,.0547303,64.67831,1.301116,.1563722,0,0,.2580141,.8808965,6.849964,0,0,3.021458,1.903273,.3813856,.6515507,2.139456,.026062,0,4.441621,4.633355,0,5.236978,0,3.440188
"usaipo1978-1106g",02nov1976,04nov1980,07jul1978,10jul1978,"National Adults",1,"Yes",47,1555,,"Female","Highest 25%",66.9666,2.079527,1.741626,5.162802,2.837706,5.748391,0,3.369474,4.711306,2.167453,.1054111,0,1.244632,0,3.865074,13.27335,3.710225,41.70659,7.42045,0,.1842742,.2951511,.0204966,.9697822,.9293746,.8122511,2.88475,.9065354,0,0,2.460931,.5649254,.4674899,1.075528,0,1.611842,2.921895,0,0,0,13.27335,3.710225,41.70659,7.42045,0,0,.1842742,0,0,2.714726,0,2.460931,.5649254,.4674899,0,1.075528,0,1.179517,0,0,0,.035137,0,.2951511,.0204966,.3724526,.9697822,0,0,.035137,0,.3513703,67.63069,1.741626,.062661,0,0,.2951511,.4638088,2.417763,0,0,5.226048,3.072538,.0702741,1.159606,2.107943,.1229796,0,3.640448,2.167453,0,5.955938,0,3.865074,63.63279,1.833315,1.939195,3.817082,2.601921,10.4535,0,4.542706,2.852644,3.654393,.1536911,0,1.268582,0,3.250189,12.51666,3.681009,39.25677,7.362018,0,.2620308,.4056438,.1259763,.1562106,.9758965,.9632989,1.604938,.6550769,0,0,4.310332,1.981787,.6406795,1.403327,0,2.695893,1.91556,0,0,0,12.51666,3.681009,39.25677,7.362018,0,0,.2620308,0,0,2.55153,0,4.310332,1.981787,.6406795,0,1.403327,0,2.117373,0,0,0,.2785876,0,.4056438,.1259763,.0403124,.1562106,0,0,.2785876,0,.547997,64.49959,1.939195,.1763668,0,0,.4056438,.3980852,4.04384,0,0,3.920383,1.874948,.5571752,.6550769,4.025794,.0503905,0,6.427704,3.654393,0,4.121225,0,3.250189
