studyid,prev_ts,next_ts,fw_start,fw_end,sample,mipid,weightavailable,unique_mip,respondents,entry,male,income_quartile,region,mipd1_1,mipd2_1,mipd3_1,mipd4_1,mipd5_1,mipd6_1,mipd7_1,mipd8_1,mipd9_1,mipd10_1,mipd11_1,mipd12_1,mipd13_1,mipd14_1,mipd15_1,mipds101_1,mipds102_1,mipds103_1,mipds105_1,mipds109_1,mipds110_1,mipds203_1,mipds204_1,mipds207_1,mipds308_1,mipds309_1,mipds401_1,mipds404_1,mipds503_1,mipds509_1,mipds601_1,mipds602_1,mipds603_1,mipds605_1,mipds610_1,mipds804_1,mipds901_1,mipds1001_1,mipds1011_1,mipds1012_1,mipde101_1,mipde102_1,mipde103_1,mipde105_1,mipde108_1,mipde109_1,mipde110_1,mipde501_1,mipde502_1,mipde504_1,mipdfp506_1,mipdfp601_1,mipdfp602_1,mipdfp603_1,mipdfp604_1,mipdfp605_1,mipdfp606_1,mipdfp608_1,mipdfp610_1,mipdfp701_1,mipdfp702_1,mipdsp201_1,mipdsp202_1,mipdsp203_1,mipdsp204_1,mipdsp205_1,mipdsp207_1,mipdsp208_1,mipdsp210_1,mipdsp211_1,mipdsp212_1,mipdsp217_1,cap1_1,cap2_1,cap3_1,cap4_1,cap5_1,cap6_1,cap7_1,cap8_1,cap9_1,cap10_1,cap12_1,cap13_1,cap14_1,cap15_1,cap16_1,cap17_1,cap18_1,cap19_1,cap20_1,cap21_1,cap22_1,cap23_1,cap24_1,mipd1_2,mipd2_2,mipd3_2,mipd4_2,mipd5_2,mipd6_2,mipd7_2,mipd8_2,mipd9_2,mipd10_2,mipd11_2,mipd12_2,mipd13_2,mipd14_2,mipd15_2,mipds101_2,mipds102_2,mipds103_2,mipds105_2,mipds109_2,mipds110_2,mipds203_2,mipds204_2,mipds207_2,mipds308_2,mipds309_2,mipds401_2,mipds404_2,mipds503_2,mipds509_2,mipds601_2,mipds602_2,mipds603_2,mipds605_2,mipds610_2,mipds804_2,mipds901_2,mipds1001_2,mipds1011_2,mipds1012_2,mipde101_2,mipde102_2,mipde103_2,mipde105_2,mipde108_2,mipde109_2,mipde110_2,mipde501_2,mipde502_2,mipde504_2,mipdfp506_2,mipdfp601_2,mipdfp602_2,mipdfp603_2,mipdfp604_2,mipdfp605_2,mipdfp606_2,mipdfp608_2,mipdfp610_2,mipdfp701_2,mipdfp702_2,mipdsp201_2,mipdsp202_2,mipdsp203_2,mipdsp204_2,mipdsp205_2,mipdsp207_2,mipdsp208_2,mipdsp210_2,mipdsp211_2,mipdsp212_2,mipdsp217_2,cap1_2,cap2_2,cap3_2,cap4_2,cap5_2,cap6_2,cap7_2,cap8_2,cap9_2,cap10_2,cap12_2,cap13_2,cap14_2,cap15_2,cap16_2,cap17_2,cap18_2,cap19_2,cap20_2,cap21_2,cap22_2,cap23_2,cap24_2,mipd1_3,mipd2_3,mipd3_3,mipd4_3,mipd5_3,mipd6_3,mipd7_3,mipd8_3,mipd9_3,mipd10_3,mipd11_3,mipd12_3,mipd13_3,mipd14_3,mipd15_3,mipds101_3,mipds102_3,mipds103_3,mipds105_3,mipds109_3,mipds110_3,mipds203_3,mipds204_3,mipds207_3,mipds308_3,mipds309_3,mipds401_3,mipds404_3,mipds503_3,mipds509_3,mipds601_3,mipds602_3,mipds603_3,mipds605_3,mipds610_3,mipds804_3,mipds901_3,mipds1001_3,mipds1011_3,mipds1012_3,mipde101_3,mipde102_3,mipde103_3,mipde105_3,mipde108_3,mipde109_3,mipde110_3,mipde501_3,mipde502_3,mipde504_3,mipdfp506_3,mipdfp601_3,mipdfp602_3,mipdfp603_3,mipdfp604_3,mipdfp605_3,mipdfp606_3,mipdfp608_3,mipdfp610_3,mipdfp701_3,mipdfp702_3,mipdsp201_3,mipdsp202_3,mipdsp203_3,mipdsp204_3,mipdsp205_3,mipdsp207_3,mipdsp208_3,mipdsp210_3,mipdsp211_3,mipdsp212_3,mipdsp217_3,cap1_3,cap2_3,cap3_3,cap4_3,cap5_3,cap6_3,cap7_3,cap8_3,cap9_3,cap10_3,cap12_3,cap13_3,cap14_3,cap15_3,cap16_3,cap17_3,cap18_3,cap19_3,cap20_3,cap21_3,cap22_3,cap23_3,cap24_3,mipd1_4,mipd2_4,mipd3_4,mipd4_4,mipd5_4,mipd6_4,mipd7_4,mipd8_4,mipd9_4,mipd10_4,mipd11_4,mipd12_4,mipd13_4,mipd14_4,mipd15_4,mipds101_4,mipds102_4,mipds103_4,mipds105_4,mipds109_4,mipds110_4,mipds203_4,mipds204_4,mipds207_4,mipds308_4,mipds309_4,mipds401_4,mipds404_4,mipds503_4,mipds509_4,mipds601_4,mipds602_4,mipds603_4,mipds605_4,mipds610_4,mipds804_4,mipds901_4,mipds1001_4,mipds1011_4,mipds1012_4,mipde101_4,mipde102_4,mipde103_4,mipde105_4,mipde108_4,mipde109_4,mipde110_4,mipde501_4,mipde502_4,mipde504_4,mipdfp506_4,mipdfp601_4,mipdfp602_4,mipdfp603_4,mipdfp604_4,mipdfp605_4,mipdfp606_4,mipdfp608_4,mipdfp610_4,mipdfp701_4,mipdfp702_4,mipdsp201_4,mipdsp202_4,mipdsp203_4,mipdsp204_4,mipdsp205_4,mipdsp207_4,mipdsp208_4,mipdsp210_4,mipdsp211_4,mipdsp212_4,mipdsp217_4,cap1_4,cap2_4,cap3_4,cap4_4,cap5_4,cap6_4,cap7_4,cap8_4,cap9_4,cap10_4,cap12_4,cap13_4,cap14_4,cap15_4,cap16_4,cap17_4,cap18_4,cap19_4,cap20_4,cap21_4,cap22_4,cap23_4,cap24_4
"usaipo1939-0143",03nov1936,05nov1940,09jan1939,14jan1939,"National Adults",2,"None",69,2818,,"Male",,"South",61.80431,6.597846,.1795332,1.166966,7.585279,13.19569,0,.0897666,2.154399,6.193896,1.032316,0,0,0,0,3.725314,40.66427,.2692998,3.725314,2.109515,6.373429,.2244165,0,0,.1346499,.0448833,.448833,0,0,.448833,.2692998,2.244165,0,10.68223,0,0,.8078995,.9335728,3.159785,.8976661,3.725314,40.66427,.2692998,3.725314,.1795332,2.109515,6.373429,1.929982,1.929982,1.122083,0,.2692998,2.244165,0,0,10.68223,0,0,0,0,0,0,3.590664,.2244165,0,.6283662,0,.7181329,0,1.436266,0,0,66.06822,.1795332,.8078995,2.154399,.1795332,.2244165,0,0,.448833,0,1.481149,4.21903,1.436266,1.256732,12.92639,0,0,.2692998,6.193896,0,2.154399,0,0,52.57985,12.03931,.7371007,.4914005,5.651106,14.25061,.2457002,.2457002,1.474201,10.81081,.982801,.4914005,0,0,0,3.685504,33.16953,0,3.685504,1.719902,6.142506,.4914005,0,0,.1228501,.1228501,0,0,0,.7371007,.982801,3.194103,0,10.07371,0,0,1.228501,1.769042,5.307126,1.965602,3.685504,33.16953,0,3.685504,.4914005,1.719902,6.142506,1.351351,1.351351,.7371007,0,.982801,3.194103,0,0,10.07371,0,0,0,0,.2457002,.2457002,3.869779,.4914005,0,3.194103,0,2.457002,0,1.781327,0,0,57.06388,1.228501,.7371007,1.474201,.4914005,.4914005,0,0,.7371007,.2457002,.982801,7.063882,1.781327,.9213759,13.26781,0,.2457002,.982801,10.81081,0,1.474201,0,0,50.53191,7.978724,1.06383,.7978724,9.042553,21.01064,0,.5319149,2.659575,4.787234,1.06383,.5319149,0,0,0,3.324468,33.7766,0,3.324468,1.595745,5.319149,.2659574,0,0,.5319149,.2659574,.5319149,0,0,0,.7978724,5.053192,0,15.15957,0,0,.5319149,.7446808,2.5,.7978724,3.324468,33.7766,0,3.324468,0,1.595745,5.319149,1.329787,1.329787,1.06383,0,.7978724,5.053192,0,0,15.15957,0,0,0,0,0,0,4.255319,.2659574,0,1.06383,0,.7978724,0,1.595745,0,0,54.25532,1.595745,.7978724,5.319149,0,.2659574,0,0,0,0,1.595745,5.319149,1.595745,.7978724,20.21277,0,0,.7978724,4.787234,0,2.659575,0,0,66.28664,6.623236,.6514658,.1085776,3.637351,13.89794,0,0,1.737242,5.863192,.6514658,.4343105,.1085776,0,0,2.28013,52.33442,0,2.497286,1.35722,3.365907,0,0,.1085776,.4343105,.1085776,0,0,0,.2171553,.1085776,2.714441,0,11.07492,0,0,.5428882,.8903366,2.779588,1.194354,2.28013,52.33442,0,2.497286,.4343105,1.35722,3.365907,1.302932,1.302932,.4885994,0,.1085776,2.714441,0,0,11.07492,0,0,0,0,0,.1085776,3.420195,0,0,.3257329,.1085776,.8686211,0,1.791531,0,0,68.81107,1.085776,.1085776,.3257329,.4343105,0,0,0,.2171553,.1085776,.6514658,3.854506,1.791531,1.004343,13.78936,0,0,.1085776,5.863192,0,1.84582,0,0
"usaipo1939-0155",03nov1936,05nov1940,21apr1939,26apr1939,"National Adults",2,"None",47,3122,,"Male",,"Midwest",43.96253,4.495677,0,.5014409,5.317002,35.96542,0,0,1.988472,2.610951,1.037464,.1729106,2.363112,0,1.585014,2.939481,30.86455,0,3.544668,1.340057,2.334294,0,0,.6916426,0,0,.0864553,0,0,.0864553,24.0634,.259366,0,11.64265,0,0,.7780979,.1729106,.7262247,1.556196,2.939481,30.86455,0,3.544668,.0864553,1.340057,2.334294,1.037464,1.037464,.129683,0,24.0634,.259366,0,0,11.64265,0,0,0,0,0,0,2.351585,0,0,.259366,.6916426,.6051873,0,.5878962,0,0,45.97262,.1729106,.259366,3.025936,.0864553,0,0,0,.0864553,0,1.279539,3.302593,.5878962,.7132564,11.90202,0,0,24.0634,2.610951,0,4.351584,0,1.585014,42.0088,6.158358,0,.0879765,5.498533,38.92962,0,0,.659824,2.55132,.8797653,0,2.052786,0,1.17302,2.309384,29.47214,0,3.189149,1.319648,1.759531,0,0,.8797653,0,0,0,0,0,0,26.17302,.2199413,0,12.53666,0,0,.2199413,.4398827,.483871,1.539589,2.309384,29.47214,0,3.189149,0,1.319648,1.759531,1.64956,1.64956,0,0,26.17302,.2199413,0,0,12.53666,0,0,0,0,0,0,3.519061,0,0,.4398827,.8797653,.4398827,0,.8797653,0,0,44.75806,0,0,2.199413,0,0,0,0,0,0,.9677419,4.838709,.8797653,.989736,12.7566,0,0,26.17302,2.55132,0,2.71261,0,1.17302,43.41501,4.82389,.229709,.6431853,7.12098,32.61868,0,0,1.148545,1.653905,1.378254,0,4.058193,0,2.909648,2.871363,29.63247,0,3.330781,.4594181,4.594181,0,0,.4594181,0,.229709,.4594181,0,0,0,21.9755,0,0,10.64319,0,0,0,0,.5513017,.9188361,2.871363,29.63247,0,3.330781,0,.4594181,4.594181,.6891271,.6891271,.229709,0,21.9755,0,0,0,10.64319,0,0,0,0,0,.229709,2.205207,0,0,0,.4594181,1.148545,0,.7810107,0,0,45.53981,.229709,0,5.513017,0,0,0,0,0,.229709,2.02144,2.664625,.7810107,.6316999,10.64319,0,0,21.9755,1.653905,0,5.206738,0,2.909648,51.31068,5.097087,0,.368932,3.398058,34.56311,0,0,.3883495,1.572816,.776699,.2912621,1.359223,0,.8737864,1.359223,42.23301,0,1.990291,1.553398,1.456311,0,0,.6310679,0,0,.0970874,0,0,.1941748,23.23625,.1941748,0,11.13269,0,0,.0970874,0,.7184466,.6796116,1.359223,42.23301,0,1.990291,.0970874,1.553398,1.456311,1.262136,1.262136,.0970874,0,23.23625,.1941748,0,0,11.13269,0,0,0,0,0,0,3.029126,0,0,.0970874,.6310679,.5825243,0,.7572816,0,0,53.76213,.2912621,.0970874,.5825243,.0970874,0,0,0,.1941748,0,1.048544,3.757282,.7572816,.6553398,11.32686,0,0,23.23625,1.572816,0,1.747573,0,.8737864
"usaipo1939-0176",03nov1936,05nov1940,10nov1939,15nov1939,"National Adults",2,"None",96,3049,,"Male",,"Northeast",31.40366,8.647799,.0857633,.4574043,2.937393,47.49142,0,0,1.543739,3.873642,.2144082,.0857633,3.087479,.1715266,0,1.372213,21.9554,.0857633,2.201258,.9005146,3.516295,.3859348,0,3.20183,0,.0857633,.0857633,0,0,.0857633,36.62093,.1715266,0,10.52744,0,0,.1715266,.2144082,1.972556,.5145798,1.372213,21.9554,.0857633,2.201258,.2572899,.9005146,3.516295,.8147513,.8147513,.3001715,.0857633,36.62093,.1715266,0,0,10.52744,0,0,.1715266,0,0,.1715266,2.469983,.3859348,0,1.629503,3.20183,.0857633,0,.703259,0,0,32.51858,.1715266,0,.9219554,.2572899,.3859348,0,0,.0857633,0,.6718125,7.472841,.703259,.5574614,10.78473,0,0,36.79245,3.873642,0,4.631218,.1715266,0,28.82634,11.07432,0,.3311258,2.593819,46.46799,.4415011,0,1.103753,4.856512,.3311258,.2207506,3.311258,.4415011,0,1.47167,19.42605,.4415011,1.913172,.7726269,3.97351,.3311258,0,2.575423,0,0,0,0,0,0,33.22296,.8830022,0,12.36203,0,0,.2207506,.3311258,2.317881,.4415011,1.47167,19.42605,.4415011,1.913172,0,.7726269,3.97351,.5518764,.5518764,.9933775,.4415011,33.22296,.8830022,0,0,12.36203,0,0,0,0,.4415011,.6622517,3.178808,.3311258,0,2.207505,2.575423,1.103753,0,1.015453,0,0,31.19941,.2207506,0,.4966888,0,.3311258,0,0,0,0,.6622517,8.623988,1.015453,.3863135,13.68653,0,.4415011,33.22296,4.856512,0,4.415011,.4415011,0,29.34211,8.157895,0,1.710526,5.745614,47.14912,.2631579,0,2.631579,3.421053,.2631579,0,1.315789,0,0,1.666667,15.26316,.2631579,2.807018,1.315789,6.31579,.5263158,0,4.210526,0,0,1.315789,0,0,.2631579,37.41228,.1754386,0,9.561403,0,0,.5263158,.131579,2.236842,0,1.666667,15.26316,.2631579,2.807018,0,1.315789,6.31579,1.184211,1.184211,.3508772,.0877193,37.41228,.1754386,0,0,9.561403,0,0,0,0,.2631579,.2631579,1.684211,.5263158,0,.7894737,4.210526,.2631579,0,.4210526,0,0,31.05263,0,0,2.763158,.2631579,.5263158,0,0,.2631579,0,1.973684,6.68421,.4210526,1.184211,9.824561,0,.2631579,37.41228,3.421053,0,3.947368,0,0,31.61905,6.238095,.0952381,.4285714,1.761905,54.66667,.0952381,0,.3968254,3.746032,.1904762,0,.4761905,.2857143,0,1.047619,25.47619,.0952381,1.904762,.6190476,1.142857,.1904762,0,2.809524,0,.0952381,0,0,0,.047619,46.04762,.3809524,0,8.142858,0,0,.0793651,.3333333,1.47619,1.047619,1.047619,25.47619,.0952381,1.904762,.0952381,.6190476,1.142857,.4285714,.4285714,.4285714,.1904762,46.04762,.3809524,0,0,8.142858,0,0,.0952381,0,.0952381,.2857143,1.295238,.1904762,0,.3809524,2.809524,.7619048,0,.5142857,0,0,32.90476,.0952381,.031746,.4285714,.0952381,.1904762,0,0,.047619,0,.5873016,4.771429,.5142857,.4761905,8.714286,0,.0952381,46.14286,3.746032,0,.8730159,.2857143,0
"usaipo1940-0205",03nov1936,05nov1940,10aug1940,16aug1940,"National Adults",2,"None",130,2907,,"Female",,"South",23.66548,3.469751,.088968,.1779359,11.3879,45.37366,.4448399,0,.8896797,11.74377,.2669039,.088968,2.402135,0,0,2.402135,16.99288,0,.3558719,.4448399,1.245552,0,0,1.512455,0,0,0,0,0,.2669039,12.98932,14.50178,0,17.43772,0,0,.3558719,.8896797,8.185054,.8007118,2.402135,16.99288,0,.3558719,0,.4448399,1.245552,.6227758,.7117438,8.629893,8.451958,12.98932,14.50178,0,0,17.43772,0,0,.4448399,0,.4448399,.2669039,.9786477,0,0,.1779359,1.512455,.3558719,0,.088968,0,.088968,25.08897,.1779359,.1779359,1.156584,.1779359,0,0,0,.2669039,0,.088968,3.024911,.088968,.4448399,40.39146,0,.4448399,13.43416,11.74377,0,3.291815,0,0,23.21839,2.528736,0,0,12.87356,43.44828,.4597701,0,2.528736,11.95402,.4597701,0,2.528736,0,0,3.908046,15.4023,0,.2298851,.4597701,1.83908,0,0,1.149425,0,0,0,0,0,.6896552,11.72414,18.62069,0,12.18391,0,0,.2298851,.9195402,8.505747,.6896552,3.908046,15.4023,0,.2298851,0,.4597701,1.83908,.4597701,.6896552,9.885057,9.425287,11.72414,18.62069,0,0,12.18391,0,0,.9195402,0,.4597701,0,.2298851,0,0,0,1.149425,.9195402,0,0,0,.2298851,25.28736,0,0,1.149425,.2298851,0,0,0,.6896552,0,.2298851,1.609195,0,.4597701,40.22989,0,.4597701,12.64368,11.95402,0,5.057471,0,0,17.51269,3.299492,0,.5076142,17.42809,47.29273,0,0,3.299492,7.868021,.2538071,0,2.538071,0,0,2.538071,11.92893,0,0,0,1.522843,.5076142,.2538071,2.284264,0,0,0,0,0,2.284264,8.375634,25.46531,0,13.45178,0,0,.7614213,.1269035,6.852792,.1269035,2.538071,11.92893,0,0,.2538071,0,1.522843,.2538071,.5076142,13.62098,13.36717,8.375634,25.46531,0,0,13.45178,0,0,0,0,0,.2538071,0,.5076142,.2538071,0,2.284264,0,0,0,0,0,18.0203,0,.7614213,.7614213,.2538071,.5076142,0,0,2.284264,.2538071,.2538071,2.284264,0,.2538071,52.28426,0,0,8.375634,7.868021,0,5.837564,0,0,28.03983,3.983228,.1048218,.1048218,13.59189,42.59259,.1048218,0,.5765199,8.595387,.1048218,.2096436,1.886792,0,.1048218,2.620545,21.6457,0,.6289308,.2096436,1.467505,0,0,2.201258,0,0,0,0,0,.8385744,10.16772,19.74144,0,12.05451,0,0,.0524109,1.15304,5.870021,.9433962,2.620545,21.6457,0,.6289308,.1048218,.2096436,1.467505,.3144654,.3144654,11.7051,11.60028,10.16772,19.74144,0,0,12.05451,0,0,.6289308,0,.1048218,.524109,.9433962,0,0,0,2.201258,.2096436,0,0,0,.1048218,28.66876,.3144654,.1048218,.4192872,.1048218,0,0,0,.9433962,.2096436,.1048218,3.45912,0,.2096436,43.39622,0,.1048218,10.79665,8.595387,0,2.463312,0,.1048218
"usaipo1941-252",05nov1940,07nov1944,07nov1941,12nov1941,"National Adults",21,"None",24,2966,,"Male",,"South",14.22495,0,0,0,15.15743,62.92007,0,0,.4541326,3.686043,0,0,3.557372,0,0,0,1.453224,2.290342,0,1.777172,7.615804,0,0,0,0,0,0,0,0,0,26.92855,0,0,22.48108,0,0,.4541326,0,3.36815,.3178928,0,1.453224,2.290342,0,1.088405,1.777172,7.615804,0,.8537692,14.30366,14.30366,26.92855,0,0,0,22.48108,0,0,13.51044,0,0,0,0,0,0,0,0,0,0,0,0,0,13.99031,0,0,0,1.088405,0,0,0,0,0,0,0,0,0,36.78474,0,0,40.439,3.686043,0,4.011505,0,0,20.0324,0,0,0,21.15551,54.52844,0,0,.287977,2.159827,0,0,1.835853,0,0,0,2.663787,1.364291,0,1.295896,14.43844,0,0,0,0,0,0,0,0,0,21.58027,0,0,21.66667,0,0,.287977,0,2.051836,.1079914,0,2.663787,1.364291,0,.2699784,1.295896,14.43844,0,.5039597,20.65155,20.65155,21.58027,0,0,0,21.66667,0,0,11.2815,0,0,0,0,0,0,0,0,0,0,0,0,0,20.26638,0,0,0,.2699784,0,0,0,0,0,0,0,0,0,42.31821,0,0,32.86177,2.159827,0,2.12383,0,0,20.27848,0,0,0,22.47257,52.21097,0,0,.6540085,2.105485,0,0,2.278481,0,0,0,2.78481,1.392405,0,.7594936,14.4557,0,0,0,0,0,0,0,0,0,22.33755,0,0,19.7173,0,0,.6540085,0,2.054852,.0506329,0,2.78481,1.392405,0,.886076,.7594936,14.4557,0,.1265823,22.34599,22.34599,22.33755,0,0,0,19.7173,0,0,10.15612,0,0,0,0,0,0,0,0,0,0,0,0,0,19.51899,0,0,0,.886076,0,0,0,0,0,0,0,0,0,42.06329,0,0,32.49367,2.105485,0,2.932489,0,0,14.11382,0,0,0,15.24613,64.65031,0,0,.5494869,3.396226,0,0,2.044025,0,0,0,1.503759,2.509103,0,1.274412,7.293942,0,0,0,0,0,0,0,0,0,28.7464,0,0,22.75169,0,0,.5494869,0,2.982456,.4137703,0,1.503759,2.509103,0,1.532605,1.274412,7.293942,0,.529626,14.71651,14.71651,28.7464,0,0,0,22.75169,0,0,13.15222,0,0,0,0,0,0,0,0,0,0,0,0,0,13.11084,0,0,0,1.532605,0,0,0,0,0,0,0,0,0,37.4682,0,0,41.89862,3.396226,0,2.593512,0,0
"usaipo1941-0254",05nov1940,07nov1944,27nov1941,02dec1941,"National Adults",14,"None",33,2841,,"Female",,"West",9.798742,0,0,0,9.072327,70.75157,0,0,1.698113,3.860063,0,0,4.819182,0,0,0,1.022013,3.061321,.8490566,2.624214,1.767296,0,0,0,0,0,0,0,0,0,33.01415,0,0,26.53302,0,0,1.698113,0,2.680818,1.179245,0,1.022013,3.061321,.8490566,.4748428,2.624214,1.767296,0,0,9.072327,9.072327,33.01415,0,0,0,26.53302,0,1.68239,9.522013,0,0,0,0,0,0,0,0,0,0,0,0,0,9.323899,0,0,0,.4748428,0,0,0,0,0,0,0,0,0,35.60535,0,0,44.21856,3.860063,0,6.517296,0,0,8.056171,0,0,0,9.053954,76.42276,0,0,1.515152,1.219512,0,0,3.732447,0,0,0,.2217295,.6282336,0,3.067258,3.732447,0,0,0,0,0,0,0,0,0,32.76053,0,0,26.75536,0,0,1.515152,0,1.219512,0,0,.2217295,.6282336,0,.4065041,3.067258,3.732447,0,0,9.053954,9.053954,32.76053,0,0,0,26.75536,0,2.605321,14.30155,0,0,0,0,0,0,0,0,0,0,0,0,0,7.649667,0,0,0,.4065041,0,0,0,0,0,0,0,0,0,35.80931,0,0,49.6674,1.219512,0,5.247598,0,0,7.637131,0,0,0,10.18987,74.2616,0,0,.6329114,3.164557,0,0,4.113924,0,0,0,.7594936,2.236287,.6329114,1.64557,2.278481,0,0,0,0,0,0,0,0,0,28.03798,0,0,28.14346,0,0,.6329114,0,2.658228,.5063291,0,.7594936,2.236287,.6329114,.0843882,1.64557,2.278481,0,0,10.18987,10.18987,28.03798,0,0,0,28.14346,0,3.164557,14.91561,0,0,0,0,0,0,0,0,0,0,0,0,0,7.552743,0,0,0,.0843882,0,0,0,0,0,0,0,0,0,38.33334,0,0,46.11814,3.164557,0,4.746835,0,0,11.35829,0,0,0,10.05348,70.1123,0,0,1.4082,2.58467,0,0,4.483066,0,0,0,1.497326,2.080214,0,3.778966,3.181818,0,0,0,0,0,0,0,0,0,36.13547,0,0,22.98396,0,0,1.4082,0,1.871658,.7130125,0,1.497326,2.080214,0,.8199643,3.778966,3.181818,0,0,10.05348,10.05348,36.13547,0,0,0,22.98396,0,1.559715,9.433155,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53832,0,0,0,.8199643,0,0,0,0,0,0,0,0,0,33.03743,0,0,47.12834,2.58467,0,5.891265,0,0
"usaipo1942-0286",05nov1940,07nov1944,17dec1942,22dec1942,"National Adults",5,"None",13,2935,,"Female",,"South",24.14599,6.975188,.9758925,0,7.313834,27.53939,0,0,0,6.728371,0,0,15.97335,0,10.34799,4.016113,9.708959,6.404806,4.016113,0,0,.8241758,0,0,0,.9758925,0,0,0,0,0,0,0,21.15803,0,0,0,0,5.606976,0,4.016113,9.708959,6.404806,4.016113,0,0,0,0,0,0,0,2.388693,0,0,0,21.15803,0,3.992674,0,0,0,.9758925,.9758925,.8241758,0,0,0,0,0,0,0,4.199227,24.14599,.9758925,0,7.313834,0,.8241758,0,0,0,0,0,1.951785,0,0,25.35725,0,0,6.381367,6.728371,0,15.97335,0,10.34799,27.91543,8.160342,.9672619,0,9.25572,26.73076,0,0,0,4.581473,0,0,13.01401,0,9.375,4.474981,11.38835,7.577117,4.474981,0,0,1.757813,0,0,0,.9672619,0,0,0,0,0,0,0,20.56873,0,0,0,0,3.817894,0,4.474981,11.38835,7.577117,4.474981,0,0,0,0,0,0,0,3.102136,0,0,0,20.56873,0,3.059896,0,0,0,.9672619,.9672619,1.757813,0,0,0,0,0,0,0,4.468006,27.91543,.9672619,0,9.25572,0,1.757813,0,0,0,0,0,1.934524,0,0,25.03674,0,0,6.162032,4.581473,0,13.01401,0,9.375,19.76732,5.262947,1.579285,0,9.560886,24.55347,0,0,0,4.545455,0,0,18.06397,0,16.66667,2.243567,9.722222,5.557961,2.243567,0,0,.2525252,0,0,0,1.579285,0,0,0,0,0,0,0,16.7778,0,0,0,0,3.787879,0,2.243567,9.722222,5.557961,2.243567,0,0,0,0,0,0,0,3.314394,0,0,0,16.7778,0,4.461279,0,0,0,1.579285,1.579285,.2525252,0,0,0,0,0,0,0,1.851852,19.76732,1.579285,0,9.560886,0,.2525252,0,0,0,0,0,3.15857,0,0,18.62965,0,0,7.775673,4.545455,0,18.06397,0,16.66667,22.88384,9.778881,1.508828,0,6.386937,27.39742,0,0,0,5.254902,0,0,16.73572,0,10.05348,4.223071,7.860496,6.577201,4.223071,0,0,1.112299,0,0,0,1.508828,0,0,0,0,0,0,0,21.03616,0,0,0,0,4.379085,0,4.223071,7.860496,6.577201,4.223071,0,0,0,0,0,0,0,2.35413,0,0,0,21.03616,0,4.00713,0,0,0,1.508828,1.508828,1.112299,0,0,0,0,0,0,0,5.648927,22.88384,1.508828,0,6.386937,0,1.112299,0,0,0,0,0,3.017656,0,0,26.68509,0,0,6.36126,5.254902,0,16.73572,0,10.05348
"usaipo1945-0342",07nov1944,02nov1948,09mar1945,15mar1945,"National Adults",5,"None",25,2736,,"Male",,"Midwest",27.6757,10.69768,4.699324,0,4.900459,29.61771,4.990135,0,4.334129,4.67446,4.123505,0,4.286903,0,0,0,8.478487,5.899024,3.901893,0,8.506232,.4007893,0,0,0,4.699324,0,0,0,0,1.720311,0,0,26.45488,0,0,.1109878,0,3.116307,.7790766,0,8.478487,5.899024,3.901893,.1109878,0,8.506232,0,1.950947,1.950947,0,2.718876,0,0,0,26.45488,0,.4439512,0,4.990135,0,0,0,.4007893,0,0,0,0,0,0,0,10.29689,30.68753,4.699324,0,.9985656,.1109878,.4007893,0,0,0,0,4.123505,0,0,.7790766,36.75177,0,0,8.152963,4.67446,0,8.621033,0,0,25.83097,12.01493,5.472637,.8706468,3.591566,28.09346,5.522388,0,4.701492,4.386994,4.166667,0,5.348258,0,0,0,7.539323,4.050383,3.132749,0,10.26678,1.119403,0,0,0,5.472637,.8706468,0,0,0,.9950249,0,0,26.39086,0,0,.2487562,0,2.924662,.7311656,0,7.539323,4.050383,3.132749,.1105583,0,10.26678,0,1.566374,1.566374,0,1.453842,0,0,0,26.39086,0,.2487562,0,5.522388,0,0,0,1.119403,0,0,0,0,0,0,0,10.89552,28.12199,5.472637,0,.458817,.1105583,1.119403,0,0,0,0,5.037313,0,0,.7311656,37.28639,0,0,7.224987,4.386994,0,10.04975,0,0,32.19362,7.753162,4.311384,.9375,4.938069,25.70871,3.765625,0,7.74814,3.754464,3.488281,0,5.401042,0,0,0,7.486838,6.740587,3.135552,0,13.8924,.34375,0,0,0,4.311384,.9375,0,0,0,1.515625,0,0,21.76557,0,0,.15625,0,2.502976,.6257441,0,7.486838,6.740587,3.135552,.3125,0,13.8924,0,1.567776,1.567776,0,3.318142,0,0,0,21.76557,0,.625,0,3.765625,0,0,0,.34375,0,0,0,0,0,0,0,7.409412,34.39093,4.311384,0,1.802517,.3125,.34375,0,0,0,0,4.425781,0,0,.6257441,29.17498,0,0,7.708768,3.754464,0,13.14918,0,0,29.39794,11.38135,4.940005,.0367802,4.529541,31.00505,5.428752,0,2.359539,3.908305,3.166597,0,3.846154,0,0,0,10.22901,5.5769,3.482183,0,9.127786,.3923217,0,0,0,4.940005,.0367802,0,0,0,1.73182,0,0,27.86017,0,0,.1261034,0,2.605537,.6513842,0,10.22901,5.5769,3.482183,.3306711,0,9.127786,0,1.741091,1.741091,0,2.779179,0,0,0,27.86017,0,.3656999,0,5.428752,0,0,0,.3923217,0,0,0,0,0,0,0,10.98903,31.89806,4.940005,0,1.047359,.3306711,.3923217,0,0,0,0,3.203377,0,0,.6513842,38.84919,0,0,8.57363,3.908305,0,6.205693,0,0
