problem	cat	numsurveys	numrespondents	perc	year	month
904	2	2	2154	0	1997	6
905	2	2	2154	.345	1997	6
906	2	2	2154	0	1997	6
908	2	2	2154	.081	1997	6
1001	2	2	2154	.875	1997	6
1002	2	2	2154	0	1997	6
1003	2	2	2154	0	1997	6
1004	2	2	2154	.85299999	1997	6
1005	2	2	2154	0	1997	6
1006	2	2	2154	2.573	1997	6
1007	2	2	2154	0	1997	6
1008	2	2	2154	0	1997	6
1009	2	2	2154	0	1997	6
1010	2	2	2154	.354	1997	6
1011	2	2	2154	1.5599999	1997	6
1012	2	2	2154	.68800002	1997	6
1101	2	2	2154	.47799999	1997	6
1102	2	2	2154	0	1997	6
1103	2	2	2154	.147	1997	6
1104	2	2	2154	0	1997	6
1105	2	2	2154	0	1997	6
1106	2	2	2154	.044	1997	6
1201	2	2	2154	0	1997	6
1301	2	2	2154	5.2309999	1997	6
1302	2	2	2154	0	1997	6
1401	2	2	2154	.86400002	1997	6
1501	2	2	2154	4.4790001	1997	6
101	3	2	2154	6.618	1997	6
102	3	2	2154	4.0500002	1997	6
103	3	2	2154	.373	1997	6
104	3	2	2154	0	1997	6
105	3	2	2154	.114	1997	6
106	3	2	2154	0	1997	6
107	3	2	2154	0	1997	6
108	3	2	2154	.177	1997	6
109	3	2	2154	2.1289999	1997	6
110	3	2	2154	0	1997	6
501	3	2	2154	0	1997	6
502	3	2	2154	1.441	1997	6
503	3	2	2154	3.5420001	1997	6
504	3	2	2154	0	1997	6
505	3	2	2154	0	1997	6
506	3	2	2154	.026	1997	6
201	4	2	2154	.56199998	1997	6
202	4	2	2154	2.74	1997	6
203	4	2	2154	5.3410001	1997	6
204	4	2	2154	2.9059999	1997	6
205	4	2	2154	.40099999	1997	6
206	4	2	2154	0	1997	6
207	4	2	2154	2.2690001	1997	6
208	4	2	2154	0	1997	6
209	4	2	2154	0	1997	6
210	4	2	2154	.91799998	1997	6
211	4	2	2154	0	1997	6
212	4	2	2154	2.2279999	1997	6
213	4	2	2154	0	1997	6
214	4	2	2154	0	1997	6
215	4	2	2154	0	1997	6
216	4	2	2154	0	1997	6
217	4	2	2154	.271	1997	6
506	5	2	2154	.026	1997	6
601	5	2	2154	1.374	1997	6
602	5	2	2154	.026	1997	6
603	5	2	2154	0	1997	6
604	5	2	2154	.19499999	1997	6
605	5	2	2154	.205	1997	6
606	5	2	2154	0	1997	6
608	5	2	2154	0	1997	6
609	5	2	2154	0	1997	6
610	5	2	2154	.38299999	1997	6
611	5	2	2154	0	1997	6
701	5	2	2154	0	1997	6
702	5	2	2154	.40000001	1997	6
703	5	2	2154	0	1997	6
704	5	2	2154	0	1997	6
705	5	2	2154	0	1997	6
1	6	2	2154	18.266001	1997	6
2	6	2	2154	3.098	1997	6
3	6	2	2154	3.256	1997	6
4	6	2	2154	0	1997	6
5	6	2	2154	.177	1997	6
6	6	2	2154	5.3410001	1997	6
7	6	2	2154	.74900001	1997	6
8	6	2	2154	.045	1997	6
9	6	2	2154	.55199999	1997	6
10	6	2	2154	0	1997	6
12	6	2	2154	25.933001	1997	6
13	6	2	2154	7.1599998	1997	6
14	6	2	2154	2.2279999	1997	6
15	6	2	2154	.245	1997	6
16	6	2	2154	.45199999	1997	6
17	6	2	2154	0	1997	6
18	6	2	2154	.40000001	1997	6
19	6	2	2154	1.756	1997	6
20	6	2	2154	6.902	1997	6
21	6	2	2154	0	1997	6
22	6	2	2154	18.096001	1997	6
23	6	2	2154	.86400002	1997	6
24	6	2	2154	4.4790001	1997	6
1	1	0	0	15.1335	1997	7
2	1	0	0	19.2045	1997	7
3	1	0	0	2.6670001	1997	7
4	1	0	0	24.401999	1997	7
5	1	0	0	6.2054999	1997	7
6	1	0	0	2.1285	1997	7
7	1	0	0	.331	1997	7
8	1	0	0	1.3845	1997	7
9	1	0	0	11.53	1997	7
10	1	0	0	6.2850001	1997	7
11	1	0	0	.97900003	1997	7
12	1	0	0	0	1997	7
13	1	0	0	3.9069999	1997	7
14	1	0	0	.61550002	1997	7
15	1	0	0	5.227	1997	7
1	6	0	0	20.278001	1997	7
2	6	0	0	2.6670001	1997	7
3	6	0	0	3.8455	1997	7
4	6	0	0	0	1997	7
5	6	0	0	.0885	1997	7
6	6	0	0	5.316	1997	7
7	6	0	0	.97599998	1997	7
8	6	0	0	.0225	1997	7
9	6	0	0	1.048	1997	7
10	6	0	0	0	1997	7
12	6	0	0	25.6945	1997	7
13	6	0	0	8.0499997	1997	7
14	6	0	0	2.2134999	1997	7
15	6	0	0	.1225	1997	7
16	6	0	0	.45099999	1997	7
17	6	0	0	0	1997	7
18	6	0	0	.331	1997	7
19	6	0	0	1.7065	1997	7
20	6	0	0	6.2850001	1997	7
21	6	0	0	0	1997	7
22	6	0	0	15.061501	1997	7
23	6	0	0	.61550002	1997	7
24	6	0	0	5.227	1997	7
1	1	2	1985	16.806	1997	8
2	1	2	1985	20.774	1997	8
3	1	2	1985	2.2360001	1997	8
4	1	2	1985	23.497	1997	8
5	1	2	1985	6.8499999	1997	8
6	1	2	1985	2.075	1997	8
7	1	2	1985	.26199999	1997	8
8	1	2	1985	1.5039999	1997	8
9	1	2	1985	10.114	1997	8
10	1	2	1985	5.6680002	1997	8
11	1	2	1985	1.289	1997	8
12	1	2	1985	0	1997	8
13	1	2	1985	2.5829999	1997	8
14	1	2	1985	.36700001	1997	8
15	1	2	1985	5.9749999	1997	8
101	2	2	1985	6.4029999	1997	8
102	2	2	1985	7.566	1997	8
103	2	2	1985	.68900001	1997	8
104	2	2	1985	0	1997	8
105	2	2	1985	.042	1997	8
106	2	2	1985	0	1997	8
107	2	2	1985	0	1997	8
108	2	2	1985	0	1997	8
109	2	2	1985	2.1059999	1997	8
110	2	2	1985	0	1997	8
201	2	2	1985	.84299999	1997	8
202	2	2	1985	4.5710001	1997	8
203	2	2	1985	5.2909999	1997	8
204	2	2	1985	4.1350002	1997	8
205	2	2	1985	.39700001	1997	8
206	2	2	1985	0	1997	8
207	2	2	1985	2.3199999	1997	8
208	2	2	1985	.20900001	1997	8
209	2	2	1985	0	1997	8
210	2	2	1985	.741	1997	8
211	2	2	1985	0	1997	8
212	2	2	1985	2.1989999	1997	8
213	2	2	1985	0	1997	8
214	2	2	1985	0	1997	8
215	2	2	1985	0	1997	8
216	2	2	1985	0	1997	8
217	2	2	1985	.068	1997	8
301	2	2	1985	0	1997	8
302	2	2	1985	0	1997	8
304	2	2	1985	0	1997	8
306	2	2	1985	0	1997	8
307	2	2	1985	0	1997	8
308	2	2	1985	0	1997	8
309	2	2	1985	2.2360001	1997	8
310	2	2	1985	0	1997	8
401	2	2	1985	13.542	1997	8
402	2	2	1985	0	1997	8
403	2	2	1985	.21600001	1997	8
404	2	2	1985	9.5249996	1997	8
405	2	2	1985	0	1997	8
406	2	2	1985	.214	1997	8
407	2	2	1985	0	1997	8
501	2	2	1985	0	1997	8
502	2	2	1985	2.6370001	1997	8
503	2	2	1985	2.6370001	1997	8
504	2	2	1985	0	1997	8
505	2	2	1985	0	1997	8
506	2	2	1985	.032	1997	8
507	2	2	1985	0	1997	8
508	2	2	1985	0	1997	8
509	2	2	1985	1.544	1997	8
601	2	2	1985	1.23	1997	8
602	2	2	1985	.032	1997	8
603	2	2	1985	0	1997	8
604	2	2	1985	.245	1997	8
605	2	2	1985	.141	1997	8
606	2	2	1985	0	1997	8
608	2	2	1985	.42699999	1997	8
609	2	2	1985	0	1997	8
610	2	2	1985	0	1997	8
611	2	2	1985	0	1997	8
701	2	2	1985	0	1997	8
702	2	2	1985	.26199999	1997	8
703	2	2	1985	0	1997	8
704	2	2	1985	0	1997	8
705	2	2	1985	0	1997	8
801	2	2	1985	.86500001	1997	8
802	2	2	1985	0	1997	8
803	2	2	1985	.338	1997	8
804	2	2	1985	0	1997	8
805	2	2	1985	0	1997	8
806	2	2	1985	0	1997	8
807	2	2	1985	.30000001	1997	8
901	2	2	1985	4.8649998	1997	8
902	2	2	1985	2.2950001	1997	8
903	2	2	1985	1.865	1997	8
904	2	2	1985	0	1997	8
905	2	2	1985	.419	1997	8
906	2	2	1985	0	1997	8
908	2	2	1985	.67000002	1997	8
1001	2	2	1985	1.6569999	1997	8
1002	2	2	1985	0	1997	8
1003	2	2	1985	0	1997	8
1004	2	2	1985	0	1997	8
1005	2	2	1985	0	1997	8
1006	2	2	1985	0	1997	8
1007	2	2	1985	0	1997	8
1008	2	2	1985	0	1997	8
1009	2	2	1985	.12	1997	8
1010	2	2	1985	.39300001	1997	8
1011	2	2	1985	2.4649999	1997	8
1012	2	2	1985	1.033	1997	8
1101	2	2	1985	.94700003	1997	8
1102	2	2	1985	0	1997	8
1103	2	2	1985	.236	1997	8
1104	2	2	1985	0	1997	8
1105	2	2	1985	0	1997	8
1106	2	2	1985	.107	1997	8
1201	2	2	1985	0	1997	8
1301	2	2	1985	2.4630001	1997	8
1302	2	2	1985	.119	1997	8
1401	2	2	1985	.36700001	1997	8
1501	2	2	1985	5.9749999	1997	8
101	3	2	1985	6.4029999	1997	8
102	3	2	1985	7.566	1997	8
103	3	2	1985	.68900001	1997	8
104	3	2	1985	0	1997	8
105	3	2	1985	.042	1997	8
106	3	2	1985	0	1997	8
107	3	2	1985	0	1997	8
108	3	2	1985	0	1997	8
109	3	2	1985	2.1059999	1997	8
110	3	2	1985	0	1997	8
501	3	2	1985	0	1997	8
502	3	2	1985	2.6370001	1997	8
503	3	2	1985	2.6370001	1997	8
504	3	2	1985	0	1997	8
505	3	2	1985	0	1997	8
506	3	2	1985	.032	1997	8
201	4	2	1985	.84299999	1997	8
202	4	2	1985	4.5710001	1997	8
203	4	2	1985	5.2909999	1997	8
204	4	2	1985	4.1350002	1997	8
205	4	2	1985	.39700001	1997	8
206	4	2	1985	0	1997	8
207	4	2	1985	2.3199999	1997	8
208	4	2	1985	.20900001	1997	8
209	4	2	1985	0	1997	8
210	4	2	1985	.741	1997	8
211	4	2	1985	0	1997	8
212	4	2	1985	2.1989999	1997	8
213	4	2	1985	0	1997	8
214	4	2	1985	0	1997	8
215	4	2	1985	0	1997	8
216	4	2	1985	0	1997	8
217	4	2	1985	.068	1997	8
506	5	2	1985	.032	1997	8
601	5	2	1985	1.23	1997	8
602	5	2	1985	.032	1997	8
603	5	2	1985	0	1997	8
604	5	2	1985	.245	1997	8
605	5	2	1985	.141	1997	8
606	5	2	1985	0	1997	8
608	5	2	1985	.42699999	1997	8
609	5	2	1985	0	1997	8
610	5	2	1985	0	1997	8
611	5	2	1985	0	1997	8
701	5	2	1985	0	1997	8
702	5	2	1985	.26199999	1997	8
703	5	2	1985	0	1997	8
704	5	2	1985	0	1997	8
705	5	2	1985	0	1997	8
1	6	2	1985	22.290001	1997	8
2	6	2	1985	2.2360001	1997	8
3	6	2	1985	4.4349999	1997	8
4	6	2	1985	0	1997	8
5	6	2	1985	0	1997	8
6	6	2	1985	5.2909999	1997	8
7	6	2	1985	1.2029999	1997	8
8	6	2	1985	0	1997	8
9	6	2	1985	1.544	1997	8
10	6	2	1985	0	1997	8
12	6	2	1985	25.455999	1997	8
13	6	2	1985	8.9399996	1997	8
14	6	2	1985	2.1989999	1997	8
15	6	2	1985	0	1997	8
16	6	2	1985	.44999999	1997	8
17	6	2	1985	0	1997	8
18	6	2	1985	.26199999	1997	8
19	6	2	1985	1.6569999	1997	8
20	6	2	1985	5.6680002	1997	8
21	6	2	1985	0	1997	8
22	6	2	1985	12.027	1997	8
23	6	2	1985	.36700001	1997	8
24	6	2	1985	5.9749999	1997	8
1	1	1	1223	16.768	1997	9
2	1	1	1223	18.375999	1997	9
3	1	1	1223	3.1040001	1997	9
4	1	1	1223	25.837999	1997	9
5	1	1	1223	6.4949999	1997	9
6	1	1	1223	1.294	1997	9
7	1	1	1223	.26499999	1997	9
8	1	1	1223	2.207	1997	9
9	1	1	1223	13.045	1997	9
10	1	1	1223	4.6350002	1997	9
11	1	1	1223	2.7839999	1997	9
12	1	1	1223	0	1997	9
13	1	1	1223	5.1900001	1997	9
14	1	1	1223	0	1997	9
15	1	1	1223	0	1997	9
101	2	1	1223	8.1549997	1997	9
102	2	1	1223	4.6739998	1997	9
103	2	1	1223	1.906	1997	9
104	2	1	1223	0	1997	9
105	2	1	1223	0	1997	9
106	2	1	1223	0	1997	9
107	2	1	1223	.57800001	1997	9
108	2	1	1223	0	1997	9
109	2	1	1223	1.455	1997	9
110	2	1	1223	0	1997	9
201	2	1	1223	0	1997	9
202	2	1	1223	2.02	1997	9
203	2	1	1223	5.1539998	1997	9
204	2	1	1223	3.4070001	1997	9
205	2	1	1223	1.1109999	1997	9
206	2	1	1223	0	1997	9
207	2	1	1223	2.8729999	1997	9
208	2	1	1223	0	1997	9
209	2	1	1223	.93800002	1997	9
210	2	1	1223	0	1997	9
211	2	1	1223	0	1997	9
212	2	1	1223	2.8729999	1997	9
213	2	1	1223	0	1997	9
214	2	1	1223	0	1997	9
215	2	1	1223	0	1997	9
216	2	1	1223	0	1997	9
217	2	1	1223	0	1997	9
301	2	1	1223	0	1997	9
302	2	1	1223	0	1997	9
304	2	1	1223	0	1997	9
306	2	1	1223	0	1997	9
307	2	1	1223	0	1997	9
308	2	1	1223	0	1997	9
309	2	1	1223	3.1040001	1997	9
310	2	1	1223	0	1997	9
401	2	1	1223	15.532	1997	9
402	2	1	1223	0	1997	9
403	2	1	1223	.023	1997	9
404	2	1	1223	10.284	1997	9
405	2	1	1223	0	1997	9
406	2	1	1223	0	1997	9
407	2	1	1223	0	1997	9
501	2	1	1223	0	1997	9
502	2	1	1223	0	1997	9
503	2	1	1223	4.3639998	1997	9
504	2	1	1223	.76999998	1997	9
505	2	1	1223	0	1997	9
506	2	1	1223	.45500001	1997	9
507	2	1	1223	0	1997	9
508	2	1	1223	0	1997	9
509	2	1	1223	.90499997	1997	9
601	2	1	1223	.37200001	1997	9
602	2	1	1223	0	1997	9
603	2	1	1223	0	1997	9
604	2	1	1223	.052	1997	9
605	2	1	1223	.23899999	1997	9
606	2	1	1223	.23899999	1997	9
608	2	1	1223	.39199999	1997	9
609	2	1	1223	0	1997	9
610	2	1	1223	0	1997	9
611	2	1	1223	0	1997	9
701	2	1	1223	0	1997	9
702	2	1	1223	.26499999	1997	9
703	2	1	1223	0	1997	9
704	2	1	1223	0	1997	9
705	2	1	1223	0	1997	9
801	2	1	1223	.84799999	1997	9
802	2	1	1223	0	1997	9
803	2	1	1223	.84799999	1997	9
804	2	1	1223	0	1997	9
805	2	1	1223	0	1997	9
806	2	1	1223	0	1997	9
807	2	1	1223	.51099998	1997	9
901	2	1	1223	7.3920002	1997	9
902	2	1	1223	4.2449999	1997	9
903	2	1	1223	1.142	1997	9
904	2	1	1223	0	1997	9
905	2	1	1223	.266	1997	9
906	2	1	1223	0	1997	9
908	2	1	1223	0	1997	9
1001	2	1	1223	1.021	1997	9
1002	2	1	1223	1.413	1997	9
1003	2	1	1223	0	1997	9
1004	2	1	1223	.384	1997	9
1005	2	1	1223	0	1997	9
1006	2	1	1223	0	1997	9
1007	2	1	1223	0	1997	9
1008	2	1	1223	0	1997	9
1009	2	1	1223	.033	1997	9
1010	2	1	1223	0	1997	9
1011	2	1	1223	.58200002	1997	9
1012	2	1	1223	1.202	1997	9
1101	2	1	1223	2.7839999	1997	9
1102	2	1	1223	0	1997	9
1103	2	1	1223	0	1997	9
1104	2	1	1223	0	1997	9
1105	2	1	1223	0	1997	9
1106	2	1	1223	0	1997	9
1201	2	1	1223	0	1997	9
1301	2	1	1223	5.1900001	1997	9
1302	2	1	1223	0	1997	9
1401	2	1	1223	0	1997	9
1501	2	1	1223	0	1997	9
101	3	1	1223	8.1549997	1997	9
102	3	1	1223	4.6739998	1997	9
103	3	1	1223	1.906	1997	9
104	3	1	1223	0	1997	9
105	3	1	1223	0	1997	9
106	3	1	1223	0	1997	9
107	3	1	1223	.57800001	1997	9
108	3	1	1223	0	1997	9
109	3	1	1223	1.455	1997	9
110	3	1	1223	0	1997	9
501	3	1	1223	0	1997	9
502	3	1	1223	0	1997	9
503	3	1	1223	4.3639998	1997	9
504	3	1	1223	.76999998	1997	9
505	3	1	1223	0	1997	9
506	3	1	1223	.45500001	1997	9
201	4	1	1223	0	1997	9
202	4	1	1223	2.02	1997	9
203	4	1	1223	5.1539998	1997	9
204	4	1	1223	3.4070001	1997	9
205	4	1	1223	1.1109999	1997	9
206	4	1	1223	0	1997	9
207	4	1	1223	2.8729999	1997	9
208	4	1	1223	0	1997	9
209	4	1	1223	.93800002	1997	9
210	4	1	1223	0	1997	9
211	4	1	1223	0	1997	9
212	4	1	1223	2.8729999	1997	9
213	4	1	1223	0	1997	9
214	4	1	1223	0	1997	9
215	4	1	1223	0	1997	9
216	4	1	1223	0	1997	9
217	4	1	1223	0	1997	9
506	5	1	1223	.45500001	1997	9
601	5	1	1223	.37200001	1997	9
602	5	1	1223	0	1997	9
603	5	1	1223	0	1997	9
604	5	1	1223	.052	1997	9
605	5	1	1223	.23899999	1997	9
606	5	1	1223	.23899999	1997	9
608	5	1	1223	.39199999	1997	9
609	5	1	1223	0	1997	9
610	5	1	1223	0	1997	9
611	5	1	1223	0	1997	9
701	5	1	1223	0	1997	9
702	5	1	1223	.26499999	1997	9
703	5	1	1223	0	1997	9
704	5	1	1223	0	1997	9
705	5	1	1223	0	1997	9
1	6	1	1223	22.261	1997	9
2	6	1	1223	3.1040001	1997	9
3	6	1	1223	3.918	1997	9
4	6	1	1223	0	1997	9
5	6	1	1223	0	1997	9
6	6	1	1223	5.1539998	1997	9
7	6	1	1223	1.696	1997	9
8	6	1	1223	0	1997	9
9	6	1	1223	.90499997	1997	9
10	6	1	1223	0	1997	9
12	6	1	1223	28.622	1997	9
13	6	1	1223	6.0040002	1997	9
14	6	1	1223	2.8729999	1997	9
15	6	1	1223	.57800001	1997	9
16	6	1	1223	.98500001	1997	9
17	6	1	1223	0	1997	9
18	6	1	1223	.26499999	1997	9
19	6	1	1223	.764	1997	9
20	6	1	1223	4.6350002	1997	9
21	6	1	1223	0	1997	9
22	6	1	1223	18.235001	1997	9
23	6	1	1223	0	1997	9
24	6	1	1223	0	1997	9
1	1	0	0	16.2775	1997	10
2	1	0	0	19.2255	1997	10
3	1	0	0	2.5535001	1997	10
4	1	0	0	19.3765	1997	10
5	1	0	0	5.5815001	1997	10
6	1	0	0	6.0565001	1997	10
7	1	0	0	.33499999	1997	10
8	1	0	0	1.67	1997	10
9	1	0	0	11.9	1997	10
10	1	0	0	5.7675002	1997	10
11	1	0	0	2.5925	1997	10
12	1	0	0	0	1997	10
13	1	0	0	3.233	1997	10
14	1	0	0	.206	1997	10
15	1	0	0	5.2259998	1997	10
1	6	0	0	21.0085	1997	10
2	6	0	0	2.5535001	1997	10
3	6	0	0	4.2075001	1997	10
4	6	0	0	0	1997	10
5	6	0	0	0	1997	10
6	6	0	0	5.5204999	1997	10
7	6	0	0	1.3405	1997	10
8	6	0	0	0	1997	10
9	6	0	0	.741	1997	10
10	6	0	0	0	1997	10
12	6	0	0	21.3085	1997	10
13	6	0	0	7.1415002	1997	10
14	6	0	0	2.8765	1997	10
15	6	0	0	.289	1997	10
16	6	0	0	1.2865	1997	10
17	6	0	0	0	1997	10
18	6	0	0	.33499999	1997	10
19	6	0	0	5.059	1997	10
20	6	0	0	5.7675002	1997	10
21	6	0	0	0	1997	10
22	6	0	0	15.133	1997	10
23	6	0	0	.206	1997	10
24	6	0	0	5.2259998	1997	10
1	1	2	1512	15.787	1997	11
2	1	2	1512	20.075001	1997	11
3	1	2	1512	2.003	1997	11
4	1	2	1512	12.915	1997	11
5	1	2	1512	4.6680002	1997	11
6	1	2	1512	10.819	1997	11
7	1	2	1512	.405	1997	11
8	1	2	1512	1.133	1997	11
9	1	2	1512	10.755	1997	11
10	1	2	1512	6.9000001	1997	11
11	1	2	1512	2.401	1997	11
12	1	2	1512	0	1997	11
13	1	2	1512	1.276	1997	11
14	1	2	1512	.412	1997	11
15	1	2	1512	10.452	1997	11
101	2	2	1512	4.289	1997	11
102	2	2	1512	7.052	1997	11
103	2	2	1512	2.036	1997	11
104	2	2	1512	0	1997	11
105	2	2	1512	.056	1997	11
106	2	2	1512	0	1997	11
107	2	2	1512	0	1997	11
108	2	2	1512	0	1997	11
109	2	2	1512	2.355	1997	11
110	2	2	1512	0	1997	11
201	2	2	1512	1.424	1997	11
202	2	2	1512	2.599	1997	11
203	2	2	1512	5.8870001	1997	11
204	2	2	1512	3.0280001	1997	11
205	2	2	1512	.42500001	1997	11
206	2	2	1512	0	1997	11
207	2	2	1512	3.207	1997	11
208	2	2	1512	0	1997	11
209	2	2	1512	0	1997	11
210	2	2	1512	0	1997	11
211	2	2	1512	0	1997	11
212	2	2	1512	2.8800001	1997	11
213	2	2	1512	0	1997	11
214	2	2	1512	0	1997	11
215	2	2	1512	0	1997	11
216	2	2	1512	0	1997	11
217	2	2	1512	.62400001	1997	11
301	2	2	1512	0	1997	11
302	2	2	1512	0	1997	11
304	2	2	1512	0	1997	11
306	2	2	1512	0	1997	11
307	2	2	1512	0	1997	11
308	2	2	1512	0	1997	11
309	2	2	1512	2.003	1997	11
310	2	2	1512	0	1997	11
401	2	2	1512	6.2690001	1997	11
402	2	2	1512	0	1997	11
403	2	2	1512	.17900001	1997	11
404	2	2	1512	4.7179999	1997	11
405	2	2	1512	1.321	1997	11
406	2	2	1512	.42699999	1997	11
407	2	2	1512	0	1997	11
501	2	2	1512	.64499998	1997	11
502	2	2	1512	1.6619999	1997	11
503	2	2	1512	1.6619999	1997	11
504	2	2	1512	0	1997	11
505	2	2	1512	0	1997	11
506	2	2	1512	.123	1997	11
507	2	2	1512	0	1997	11
508	2	2	1512	0	1997	11
509	2	2	1512	.57700002	1997	11
601	2	2	1512	5.6659999	1997	11
602	2	2	1512	.226	1997	11
603	2	2	1512	0	1997	11
604	2	2	1512	.15899999	1997	11
605	2	2	1512	1.08	1997	11
606	2	2	1512	0	1997	11
608	2	2	1512	.48699999	1997	11
609	2	2	1512	0	1997	11
610	2	2	1512	1.6	1997	11
611	2	2	1512	1.6	1997	11
701	2	2	1512	0	1997	11
702	2	2	1512	.405	1997	11
703	2	2	1512	0	1997	11
704	2	2	1512	0	1997	11
705	2	2	1512	0	1997	11
801	2	2	1512	.83099997	1997	11
802	2	2	1512	0	1997	11
803	2	2	1512	.154	1997	11
804	2	2	1512	0	1997	11
805	2	2	1512	0	1997	11
806	2	2	1512	0	1997	11
807	2	2	1512	.148	1997	11
901	2	2	1512	5.7389998	1997	11
902	2	2	1512	3.0799999	1997	11
903	2	2	1512	1.062	1997	11
904	2	2	1512	0	1997	11
905	2	2	1512	.87400001	1997	11
906	2	2	1512	0	1997	11
908	2	2	1512	0	1997	11
1001	2	2	1512	2.122	1997	11
1002	2	2	1512	0	1997	11
1003	2	2	1512	0	1997	11
1004	2	2	1512	0	1997	11
1005	2	2	1512	0	1997	11
1006	2	2	1512	.89099997	1997	11
1007	2	2	1512	0	1997	11
1008	2	2	1512	0	1997	11
1009	2	2	1512	.031	1997	11
1010	2	2	1512	.29699999	1997	11
1011	2	2	1512	2.9649999	1997	11
1012	2	2	1512	.59399998	1997	11
1101	2	2	1512	.189	1997	11
1102	2	2	1512	0	1997	11
1103	2	2	1512	1.999	1997	11
1104	2	2	1512	0	1997	11
1105	2	2	1512	0	1997	11
1106	2	2	1512	.214	1997	11
1201	2	2	1512	0	1997	11
1301	2	2	1512	1.1440001	1997	11
1302	2	2	1512	.133	1997	11
1401	2	2	1512	.412	1997	11
1501	2	2	1512	10.452	1997	11
101	3	2	1512	4.289	1997	11
102	3	2	1512	7.052	1997	11
103	3	2	1512	2.036	1997	11
104	3	2	1512	0	1997	11
105	3	2	1512	.056	1997	11
106	3	2	1512	0	1997	11
107	3	2	1512	0	1997	11
108	3	2	1512	0	1997	11
109	3	2	1512	2.355	1997	11
110	3	2	1512	0	1997	11
501	3	2	1512	.64499998	1997	11
502	3	2	1512	1.6619999	1997	11
503	3	2	1512	1.6619999	1997	11
504	3	2	1512	0	1997	11
505	3	2	1512	0	1997	11
506	3	2	1512	.123	1997	11
201	4	2	1512	1.424	1997	11
202	4	2	1512	2.599	1997	11
203	4	2	1512	5.8870001	1997	11
204	4	2	1512	3.0280001	1997	11
205	4	2	1512	.42500001	1997	11
206	4	2	1512	0	1997	11
207	4	2	1512	3.207	1997	11
208	4	2	1512	0	1997	11
209	4	2	1512	0	1997	11
210	4	2	1512	0	1997	11
211	4	2	1512	0	1997	11
212	4	2	1512	2.8800001	1997	11
213	4	2	1512	0	1997	11
214	4	2	1512	0	1997	11
215	4	2	1512	0	1997	11
216	4	2	1512	0	1997	11
217	4	2	1512	.62400001	1997	11
506	5	2	1512	.123	1997	11
601	5	2	1512	5.6659999	1997	11
602	5	2	1512	.226	1997	11
603	5	2	1512	0	1997	11
604	5	2	1512	.15899999	1997	11
605	5	2	1512	1.08	1997	11
606	5	2	1512	0	1997	11
608	5	2	1512	.48699999	1997	11
609	5	2	1512	0	1997	11
610	5	2	1512	1.6	1997	11
611	5	2	1512	1.6	1997	11
701	5	2	1512	0	1997	11
702	5	2	1512	.405	1997	11
703	5	2	1512	0	1997	11
704	5	2	1512	0	1997	11
705	5	2	1512	0	1997	11
1	6	2	1512	19.756001	1997	11
2	6	2	1512	2.003	1997	11
3	6	2	1512	4.4970002	1997	11
4	6	2	1512	0	1997	11
5	6	2	1512	0	1997	11
6	6	2	1512	5.8870001	1997	11
7	6	2	1512	.98500001	1997	11
8	6	2	1512	0	1997	11
9	6	2	1512	.57700002	1997	11
10	6	2	1512	0	1997	11
12	6	2	1512	13.995	1997	11
13	6	2	1512	8.2790003	1997	11
14	6	2	1512	2.8800001	1997	11
15	6	2	1512	0	1997	11
16	6	2	1512	1.5880001	1997	11
17	6	2	1512	0	1997	11
18	6	2	1512	.405	1997	11
19	6	2	1512	9.3540001	1997	11
20	6	2	1512	6.9000001	1997	11
21	6	2	1512	0	1997	11
22	6	2	1512	12.031	1997	11
23	6	2	1512	.412	1997	11
24	6	2	1512	10.452	1997	11
1	1	1	991	15.167	1997	12
2	1	1	991	24.816	1997	12
3	1	1	991	2.9330001	1997	12
4	1	1	991	15.475	1997	12
5	1	1	991	5.3959999	1997	12
6	1	1	991	9.0150003	1997	12
7	1	1	991	.88200003	1997	12
8	1	1	991	2.402	1997	12
9	1	1	991	7.8670001	1997	12
10	1	1	991	3.8380001	1997	12
11	1	1	991	1.383	1997	12
12	1	1	991	0	1997	12
13	1	1	991	7.4180002	1997	12
14	1	1	991	1.005	1997	12
15	1	1	991	2.404	1997	12
101	2	1	991	7.8959999	1997	12
102	2	1	991	4.6690001	1997	12
103	2	1	991	.449	1997	12
104	2	1	991	0	1997	12
105	2	1	991	0	1997	12
106	2	1	991	0	1997	12
107	2	1	991	0	1997	12
108	2	1	991	0	1997	12
109	2	1	991	2.1530001	1997	12
110	2	1	991	0	1997	12
201	2	1	991	0	1997	12
202	2	1	991	3.4979999	1997	12
203	2	1	991	6.927	1997	12
204	2	1	991	5.0819998	1997	12
205	2	1	991	0	1997	12
206	2	1	991	0	1997	12
207	2	1	991	3.1029999	1997	12
208	2	1	991	0	1997	12
209	2	1	991	0	1997	12
210	2	1	991	3.1029999	1997	12
211	2	1	991	0	1997	12
212	2	1	991	3.1029999	1997	12
213	2	1	991	0	1997	12
214	2	1	991	0	1997	12
215	2	1	991	0	1997	12
216	2	1	991	0	1997	12
217	2	1	991	0	1997	12
301	2	1	991	0	1997	12
302	2	1	991	0	1997	12
304	2	1	991	0	1997	12
306	2	1	991	0	1997	12
307	2	1	991	0	1997	12
308	2	1	991	0	1997	12
309	2	1	991	2.9330001	1997	12
310	2	1	991	0	1997	12
401	2	1	991	9.3369999	1997	12
402	2	1	991	0	1997	12
