problem	cat	numsurveys	numrespondents	perc	year	month
1	1	1	2818	60.432999	1939	1
2	1	1	2818	7.5760002	1939	1
3	1	1	2818	.53200001	1939	1
4	1	1	2818	.67400002	1939	1
5	1	1	2818	6.21	1939	1
6	1	1	2818	14.62	1939	1
7	1	1	2818	.035	1939	1
8	1	1	2818	.142	1939	1
9	1	1	2818	1.987	1939	1
10	1	1	2818	6.5650001	1939	1
11	1	1	2818	.90499997	1939	1
12	1	1	2818	.28400001	1939	1
13	1	1	2818	.035	1939	1
14	1	1	2818	0	1939	1
15	1	1	2818	0	1939	1
101	2	1	2818	3.194	1939	1
102	2	1	2818	42.477001	1939	1
103	2	1	2818	.106	1939	1
104	2	1	2818	0	1939	1
105	2	1	2818	3.2650001	1939	1
106	2	1	2818	3.0869999	1939	1
107	2	1	2818	1.0650001	1939	1
108	2	1	2818	.28400001	1939	1
109	2	1	2818	1.739	1939	1
110	2	1	2818	5.2160001	1939	1
201	2	1	2818	0	1939	1
202	2	1	2818	3.664	1939	1
203	2	1	2818	.19499999	1939	1
204	2	1	2818	0	1939	1
205	2	1	2818	.958	1939	1
206	2	1	2818	0	1939	1
207	2	1	2818	.035	1939	1
208	2	1	2818	.99400002	1939	1
209	2	1	2818	.035	1939	1
210	2	1	2818	0	1939	1
211	2	1	2818	1.623	1939	1
212	2	1	2818	0	1939	1
213	2	1	2818	.035	1939	1
214	2	1	2818	.035	1939	1
215	2	1	2818	0	1939	1
216	2	1	2818	0	1939	1
217	2	1	2818	0	1939	1
301	2	1	2818	0	1939	1
302	2	1	2818	0	1939	1
304	2	1	2818	.071	1939	1
306	2	1	2818	0	1939	1
307	2	1	2818	.071	1939	1
308	2	1	2818	.28400001	1939	1
309	2	1	2818	.106	1939	1
310	2	1	2818	0	1939	1
401	2	1	2818	.248	1939	1
402	2	1	2818	0	1939	1
403	2	1	2818	0	1939	1
404	2	1	2818	0	1939	1
405	2	1	2818	.426	1939	1
406	2	1	2818	0	1939	1
407	2	1	2818	0	1939	1
501	2	1	2818	1.561	1939	1
502	2	1	2818	1.561	1939	1
503	2	1	2818	0	1939	1
504	2	1	2818	.852	1939	1
505	2	1	2818	0	1939	1
506	2	1	2818	0	1939	1
507	2	1	2818	0	1939	1
508	2	1	2818	1.881	1939	1
509	2	1	2818	.35499999	1939	1
601	2	1	2818	.38999999	1939	1
602	2	1	2818	2.9100001	1939	1
603	2	1	2818	0	1939	1
604	2	1	2818	0	1939	1
605	2	1	2818	11.32	1939	1
606	2	1	2818	0	1939	1
608	2	1	2818	0	1939	1
609	2	1	2818	0	1939	1
610	2	1	2818	0	1939	1
611	2	1	2818	0	1939	1
701	2	1	2818	0	1939	1
702	2	1	2818	.035	1939	1
703	2	1	2818	0	1939	1
704	2	1	2818	0	1939	1
705	2	1	2818	0	1939	1
801	2	1	2818	0	1939	1
802	2	1	2818	0	1939	1
803	2	1	2818	0	1939	1
804	2	1	2818	0	1939	1
805	2	1	2818	0	1939	1
806	2	1	2818	0	1939	1
807	2	1	2818	.142	1939	1
901	2	1	2818	.745	1939	1
902	2	1	2818	.177	1939	1
903	2	1	2818	.99400002	1939	1
904	2	1	2818	.071	1939	1
905	2	1	2818	0	1939	1
906	2	1	2818	0	1939	1
908	2	1	2818	0	1939	1
1001	2	1	2818	1.015	1939	1
1002	2	1	2818	.035	1939	1
1003	2	1	2818	0	1939	1
1004	2	1	2818	0	1939	1
1005	2	1	2818	0	1939	1
1006	2	1	2818	0	1939	1
1007	2	1	2818	0	1939	1
1008	2	1	2818	0	1939	1
1009	2	1	2818	0	1939	1
1010	2	1	2818	1.1210001	1939	1
1011	2	1	2818	3.2579999	1939	1
1012	2	1	2818	1.136	1939	1
1101	2	1	2818	.90499997	1939	1
1102	2	1	2818	0	1939	1
1103	2	1	2818	0	1939	1
1104	2	1	2818	0	1939	1
1105	2	1	2818	0	1939	1
1106	2	1	2818	0	1939	1
1201	2	1	2818	.28400001	1939	1
1301	2	1	2818	.035	1939	1
1302	2	1	2818	0	1939	1
1401	2	1	2818	0	1939	1
1501	2	1	2818	0	1939	1
101	3	1	2818	3.194	1939	1
102	3	1	2818	42.477001	1939	1
103	3	1	2818	.106	1939	1
104	3	1	2818	0	1939	1
105	3	1	2818	3.2650001	1939	1
106	3	1	2818	3.0869999	1939	1
107	3	1	2818	1.0650001	1939	1
108	3	1	2818	.28400001	1939	1
109	3	1	2818	1.739	1939	1
110	3	1	2818	5.2160001	1939	1
501	3	1	2818	1.561	1939	1
502	3	1	2818	1.561	1939	1
503	3	1	2818	0	1939	1
504	3	1	2818	.852	1939	1
505	3	1	2818	0	1939	1
506	3	1	2818	0	1939	1
201	4	1	2818	0	1939	1
202	4	1	2818	3.664	1939	1
203	4	1	2818	.19499999	1939	1
204	4	1	2818	0	1939	1
205	4	1	2818	.958	1939	1
206	4	1	2818	0	1939	1
207	4	1	2818	.035	1939	1
208	4	1	2818	.99400002	1939	1
209	4	1	2818	.035	1939	1
210	4	1	2818	0	1939	1
211	4	1	2818	1.623	1939	1
212	4	1	2818	0	1939	1
213	4	1	2818	.035	1939	1
214	4	1	2818	.035	1939	1
215	4	1	2818	0	1939	1
216	4	1	2818	0	1939	1
217	4	1	2818	0	1939	1
506	5	1	2818	0	1939	1
601	5	1	2818	.38999999	1939	1
602	5	1	2818	2.9100001	1939	1
603	5	1	2818	0	1939	1
604	5	1	2818	0	1939	1
605	5	1	2818	11.32	1939	1
606	5	1	2818	0	1939	1
608	5	1	2818	0	1939	1
609	5	1	2818	0	1939	1
610	5	1	2818	0	1939	1
611	5	1	2818	0	1939	1
701	5	1	2818	0	1939	1
702	5	1	2818	.035	1939	1
703	5	1	2818	0	1939	1
704	5	1	2818	0	1939	1
705	5	1	2818	0	1939	1
1	6	1	2818	64.087997	1939	1
2	6	1	2818	.81599998	1939	1
3	6	1	2818	.56800002	1939	1
4	6	1	2818	1.881	1939	1
5	6	1	2818	.28400001	1939	1
6	6	1	2818	.19499999	1939	1
7	6	1	2818	0	1939	1
8	6	1	2818	0	1939	1
9	6	1	2818	.35499999	1939	1
10	6	1	2818	.071	1939	1
12	6	1	2818	1.153	1939	1
13	6	1	2818	4.658	1939	1
14	6	1	2818	1.623	1939	1
15	6	1	2818	1.0650001	1939	1
16	6	1	2818	14.23	1939	1
17	6	1	2818	0	1939	1
18	6	1	2818	.035	1939	1
19	6	1	2818	.38999999	1939	1
20	6	1	2818	6.5650001	1939	1
21	6	1	2818	0	1939	1
22	6	1	2818	2.023	1939	1
23	6	1	2818	0	1939	1
24	6	1	2818	0	1939	1
1	1	0	0	55.640666	1939	2
2	1	0	0	6.7136668	1939	2
3	1	0	0	.36566667	1939	2
4	1	0	0	.58800002	1939	2
5	1	0	0	5.7923333	1939	2
6	1	0	0	21.566666	1939	2
7	1	0	0	.02333333	1939	2
8	1	0	0	.09466667	1939	2
9	1	0	0	1.704	1939	2
10	1	0	0	5.083	1939	2
11	1	0	0	.92833332	1939	2
12	1	0	0	.24366667	1939	2
13	1	0	0	.76366665	1939	2
14	1	0	0	0	1939	2
15	1	0	0	.49100002	1939	2
1	6	0	0	58.838665	1939	2
2	6	0	0	.60899999	1939	2
3	6	0	0	.42200001	1939	2
4	6	0	0	2.0666667	1939	2
5	6	0	0	.21100001	1939	2
6	6	0	0	.13	1939	2
7	6	0	0	0	1939	2
8	6	0	0	0	1939	2
9	6	0	0	.26933333	1939	2
10	6	0	0	.05833333	1939	2
12	6	0	0	1.189	1939	2
13	6	0	0	4.3026667	1939	2
14	6	0	0	1.3203333	1939	2
15	6	0	0	.95100003	1939	2
16	6	0	0	13.372666	1939	2
17	6	0	0	0	1939	2
18	6	0	0	.02333333	1939	2
19	6	0	0	8.1943332	1939	2
20	6	0	0	5.083	1939	2
21	6	0	0	0	1939	2
22	6	0	0	2.4683333	1939	2
23	6	0	0	0	1939	2
24	6	0	0	.49100002	1939	2
1	1	0	0	50.848333	1939	3
2	1	0	0	5.8513333	1939	3
3	1	0	0	.19933333	1939	3
4	1	0	0	.50200001	1939	3
5	1	0	0	5.3746665	1939	3
6	1	0	0	28.513333	1939	3
7	1	0	0	.01166667	1939	3
8	1	0	0	.04733333	1939	3
9	1	0	0	1.421	1939	3
10	1	0	0	3.601	1939	3
11	1	0	0	.95166667	1939	3
12	1	0	0	.20333334	1939	3
13	1	0	0	1.4923333	1939	3
14	1	0	0	0	1939	3
15	1	0	0	.98200003	1939	3
1	6	0	0	53.589333	1939	3
2	6	0	0	.40199999	1939	3
3	6	0	0	.276	1939	3
4	6	0	0	2.2523333	1939	3
5	6	0	0	.138	1939	3
6	6	0	0	.065	1939	3
7	6	0	0	0	1939	3
8	6	0	0	0	1939	3
9	6	0	0	.18366666	1939	3
10	6	0	0	.04566667	1939	3
12	6	0	0	1.225	1939	3
13	6	0	0	3.9473333	1939	3
14	6	0	0	1.0176667	1939	3
15	6	0	0	.83700001	1939	3
16	6	0	0	12.515333	1939	3
17	6	0	0	0	1939	3
18	6	0	0	.01166667	1939	3
19	6	0	0	15.998666	1939	3
20	6	0	0	3.601	1939	3
21	6	0	0	0	1939	3
22	6	0	0	2.9136666	1939	3
23	6	0	0	0	1939	3
24	6	0	0	.98200003	1939	3
1	1	1	3122	46.056	1939	4
2	1	1	3122	4.9889998	1939	4
3	1	1	3122	.033	1939	4
4	1	1	3122	.41600001	1939	4
5	1	1	3122	4.9569998	1939	4
6	1	1	3122	35.459999	1939	4
7	1	1	3122	0	1939	4
8	1	1	3122	0	1939	4
9	1	1	3122	1.138	1939	4
10	1	1	3122	2.119	1939	4
11	1	1	3122	.97500002	1939	4
12	1	1	3122	.163	1939	4
13	1	1	3122	2.221	1939	4
14	1	1	3122	0	1939	4
15	1	1	3122	1.473	1939	4
101	2	1	3122	2.3080001	1939	4
102	2	1	3122	34.290001	1939	4
103	2	1	3122	0	1939	4
104	2	1	3122	0	1939	4
105	2	1	3122	2.941	1939	4
106	2	1	3122	2.1700001	1939	4
107	2	1	3122	.72299999	1939	4
108	2	1	3122	.065	1939	4
109	2	1	3122	1.284	1939	4
110	2	1	3122	2.2750001	1939	4
201	2	1	3122	0	1939	4
202	2	1	3122	2.73	1939	4
203	2	1	3122	0	1939	4
204	2	1	3122	0	1939	4
205	2	1	3122	.19499999	1939	4
206	2	1	3122	0	1939	4
207	2	1	3122	.66600001	1939	4
208	2	1	3122	.64999998	1939	4
209	2	1	3122	0	1939	4
210	2	1	3122	0	1939	4
211	2	1	3122	.71499997	1939	4
212	2	1	3122	0	1939	4
213	2	1	3122	0	1939	4
214	2	1	3122	.033	1939	4
215	2	1	3122	0	1939	4
216	2	1	3122	0	1939	4
217	2	1	3122	0	1939	4
301	2	1	3122	0	1939	4
302	2	1	3122	0	1939	4
304	2	1	3122	0	1939	4
306	2	1	3122	0	1939	4
307	2	1	3122	0	1939	4
308	2	1	3122	0	1939	4
309	2	1	3122	.033	1939	4
310	2	1	3122	0	1939	4
401	2	1	3122	.13	1939	4
402	2	1	3122	0	1939	4
403	2	1	3122	0	1939	4
404	2	1	3122	0	1939	4
405	2	1	3122	.13	1939	4
406	2	1	3122	0	1939	4
407	2	1	3122	.156	1939	4
501	2	1	3122	1.154	1939	4
502	2	1	3122	1.154	1939	4
503	2	1	3122	0	1939	4
504	2	1	3122	.114	1939	4
505	2	1	3122	0	1939	4
506	2	1	3122	0	1939	4
507	2	1	3122	0	1939	4
508	2	1	3122	2.438	1939	4
509	2	1	3122	.098	1939	4
601	2	1	3122	23.802999	1939	4
602	2	1	3122	.19499999	1939	4
603	2	1	3122	0	1939	4
604	2	1	3122	0	1939	4
605	2	1	3122	11.463	1939	4
606	2	1	3122	0	1939	4
608	2	1	3122	0	1939	4
609	2	1	3122	0	1939	4
610	2	1	3122	0	1939	4
611	2	1	3122	0	1939	4
701	2	1	3122	0	1939	4
702	2	1	3122	0	1939	4
703	2	1	3122	0	1939	4
704	2	1	3122	0	1939	4
705	2	1	3122	0	1939	4
801	2	1	3122	0	1939	4
802	2	1	3122	0	1939	4
803	2	1	3122	0	1939	4
804	2	1	3122	0	1939	4
805	2	1	3122	0	1939	4
806	2	1	3122	0	1939	4
807	2	1	3122	0	1939	4
901	2	1	3122	.35800001	1939	4
902	2	1	3122	0	1939	4
903	2	1	3122	.77999997	1939	4
904	2	1	3122	0	1939	4
905	2	1	3122	0	1939	4
906	2	1	3122	0	1939	4
908	2	1	3122	0	1939	4
1001	2	1	3122	.13	1939	4
1002	2	1	3122	0	1939	4
1003	2	1	3122	0	1939	4
1004	2	1	3122	0	1939	4
1005	2	1	3122	0	1939	4
1006	2	1	3122	0	1939	4
1007	2	1	3122	0	1939	4
1008	2	1	3122	0	1939	4
1009	2	1	3122	0	1939	4
1010	2	1	3122	.156	1939	4
1011	2	1	3122	.66299999	1939	4
1012	2	1	3122	1.17	1939	4
1101	2	1	3122	.97500002	1939	4
1102	2	1	3122	0	1939	4
1103	2	1	3122	0	1939	4
1104	2	1	3122	0	1939	4
1105	2	1	3122	0	1939	4
1106	2	1	3122	0	1939	4
1201	2	1	3122	.163	1939	4
1301	2	1	3122	2.221	1939	4
1302	2	1	3122	0	1939	4
1401	2	1	3122	0	1939	4
1501	2	1	3122	1.473	1939	4
101	3	1	3122	2.3080001	1939	4
102	3	1	3122	34.290001	1939	4
103	3	1	3122	0	1939	4
104	3	1	3122	0	1939	4
105	3	1	3122	2.941	1939	4
106	3	1	3122	2.1700001	1939	4
107	3	1	3122	.72299999	1939	4
108	3	1	3122	.065	1939	4
109	3	1	3122	1.284	1939	4
110	3	1	3122	2.2750001	1939	4
501	3	1	3122	1.154	1939	4
502	3	1	3122	1.154	1939	4
503	3	1	3122	0	1939	4
504	3	1	3122	.114	1939	4
505	3	1	3122	0	1939	4
506	3	1	3122	0	1939	4
201	4	1	3122	0	1939	4
202	4	1	3122	2.73	1939	4
203	4	1	3122	0	1939	4
204	4	1	3122	0	1939	4
205	4	1	3122	.19499999	1939	4
206	4	1	3122	0	1939	4
207	4	1	3122	.66600001	1939	4
208	4	1	3122	.64999998	1939	4
209	4	1	3122	0	1939	4
210	4	1	3122	0	1939	4
211	4	1	3122	.71499997	1939	4
212	4	1	3122	0	1939	4
213	4	1	3122	0	1939	4
214	4	1	3122	.033	1939	4
215	4	1	3122	0	1939	4
216	4	1	3122	0	1939	4
217	4	1	3122	0	1939	4
506	5	1	3122	0	1939	4
601	5	1	3122	23.802999	1939	4
602	5	1	3122	.19499999	1939	4
603	5	1	3122	0	1939	4
604	5	1	3122	0	1939	4
605	5	1	3122	11.463	1939	4
606	5	1	3122	0	1939	4
608	5	1	3122	0	1939	4
609	5	1	3122	0	1939	4
610	5	1	3122	0	1939	4
611	5	1	3122	0	1939	4
701	5	1	3122	0	1939	4
702	5	1	3122	0	1939	4
703	5	1	3122	0	1939	4
704	5	1	3122	0	1939	4
705	5	1	3122	0	1939	4
1	6	1	3122	48.34	1939	4
2	6	1	3122	.19499999	1939	4
3	6	1	3122	.13	1939	4
4	6	1	3122	2.438	1939	4
5	6	1	3122	.065	1939	4
6	6	1	3122	0	1939	4
7	6	1	3122	0	1939	4
8	6	1	3122	0	1939	4
9	6	1	3122	.098	1939	4
10	6	1	3122	.033	1939	4
12	6	1	3122	1.261	1939	4
13	6	1	3122	3.592	1939	4
14	6	1	3122	.71499997	1939	4
15	6	1	3122	.72299999	1939	4
16	6	1	3122	11.658	1939	4
17	6	1	3122	0	1939	4
18	6	1	3122	0	1939	4
19	6	1	3122	23.802999	1939	4
20	6	1	3122	2.119	1939	4
21	6	1	3122	0	1939	4
22	6	1	3122	3.359	1939	4
23	6	1	3122	0	1939	4
24	6	1	3122	1.473	1939	4
1	1	0	0	43.882	1939	5
2	1	0	0	5.435857	1939	5
3	1	0	0	.03771429	1939	5
4	1	0	0	.44014286	1939	5
5	1	0	0	4.6534284	1939	5
6	1	0	0	37.503999	1939	5
7	1	0	0	.01871429	1939	5
8	1	0	0	0	1939	5
9	1	0	0	1.1495714	1939	5
10	1	0	0	2.3761428	1939	5
11	1	0	0	.86857145	1939	5
12	1	0	0	.14914286	1939	5
13	1	0	0	2.1895714	1939	5
14	1	0	0	.03285714	1939	5
15	1	0	0	1.2625715	1939	5
1	6	0	0	46.044714	1939	5
2	6	0	0	.18585714	1939	5
3	6	0	0	.113	1939	5
4	6	0	0	2.2208571	1939	5
5	6	0	0	.07914286	1939	5
6	6	0	0	.04685714	1939	5
7	6	0	0	0	1939	5
8	6	0	0	0	1939	5
9	6	0	0	.09571428	1939	5
10	6	0	0	.02828571	1939	5
12	6	0	0	1.1957143	1939	5
13	6	0	0	4.0238571	1939	5
14	6	0	0	.7055714	1939	5
15	6	0	0	.70285714	1939	5
16	6	0	0	11.475857	1939	5
17	6	0	0	0	1939	5
18	6	0	0	.01871429	1939	5
19	6	0	0	26.053856	1939	5
20	6	0	0	2.3761428	1939	5
21	6	0	0	0	1939	5
22	6	0	0	3.3391428	1939	5
23	6	0	0	.03285714	1939	5
24	6	0	0	1.2625715	1939	5
1	1	0	0	41.708	1939	6
2	1	0	0	5.8827141	1939	6
3	1	0	0	.04242857	1939	6
4	1	0	0	.46428571	1939	6
5	1	0	0	4.349857	1939	6
6	1	0	0	39.548	1939	6
7	1	0	0	.03742857	1939	6
8	1	0	0	0	1939	6
9	1	0	0	1.1611429	1939	6
10	1	0	0	2.6332857	1939	6
11	1	0	0	.76214288	1939	6
12	1	0	0	.13528572	1939	6
13	1	0	0	2.1581428	1939	6
14	1	0	0	.06571429	1939	6
15	1	0	0	1.0521429	1939	6
1	6	0	0	43.749428	1939	6
2	6	0	0	.17671428	1939	6
3	6	0	0	.096	1939	6
4	6	0	0	2.0037143	1939	6
5	6	0	0	.09328571	1939	6
6	6	0	0	.09371429	1939	6
7	6	0	0	0	1939	6
8	6	0	0	0	1939	6
9	6	0	0	.09342857	1939	6
10	6	0	0	.02357143	1939	6
12	6	0	0	1.1304286	1939	6
13	6	0	0	4.4557142	1939	6
14	6	0	0	.69614284	1939	6
15	6	0	0	.68271428	1939	6
16	6	0	0	11.293714	1939	6
17	6	0	0	0	1939	6
18	6	0	0	.03742857	1939	6
19	6	0	0	28.304713	1939	6
20	6	0	0	2.6332857	1939	6
21	6	0	0	0	1939	6
22	6	0	0	3.3192857	1939	6
23	6	0	0	.06571429	1939	6
24	6	0	0	1.0521429	1939	6
1	1	0	0	39.534	1939	7
2	1	0	0	6.3295712	1939	7
3	1	0	0	.04714286	1939	7
4	1	0	0	.48842857	1939	7
5	1	0	0	4.0462856	1939	7
6	1	0	0	41.592	1939	7
7	1	0	0	.05614286	1939	7
8	1	0	0	0	1939	7
9	1	0	0	1.1727143	1939	7
10	1	0	0	2.8904285	1939	7
11	1	0	0	.6557143	1939	7
12	1	0	0	.12142857	1939	7
13	1	0	0	2.1267142	1939	7
14	1	0	0	.09857143	1939	7
15	1	0	0	.84171431	1939	7
1	6	0	0	41.454142	1939	7
2	6	0	0	.16757142	1939	7
3	6	0	0	.079	1939	7
4	6	0	0	1.7865714	1939	7
5	6	0	0	.10742857	1939	7
6	6	0	0	.14057143	1939	7
7	6	0	0	0	1939	7
8	6	0	0	0	1939	7
9	6	0	0	.09114286	1939	7
10	6	0	0	.01885714	1939	7
12	6	0	0	1.0651429	1939	7
13	6	0	0	4.8875713	1939	7
14	6	0	0	.68671427	1939	7
15	6	0	0	.66257143	1939	7
16	6	0	0	11.111572	1939	7
17	6	0	0	0	1939	7
18	6	0	0	.05614286	1939	7
19	6	0	0	30.55557	1939	7
20	6	0	0	2.8904285	1939	7
21	6	0	0	0	1939	7
22	6	0	0	3.2994286	1939	7
23	6	0	0	.09857143	1939	7
24	6	0	0	.84171431	1939	7
1	1	0	0	37.36	1939	8
2	1	0	0	6.7764283	1939	8
3	1	0	0	.05185714	1939	8
4	1	0	0	.51257142	1939	8
5	1	0	0	3.7427142	1939	8
6	1	0	0	43.636	1939	8
7	1	0	0	.07485714	1939	8
8	1	0	0	0	1939	8
9	1	0	0	1.1842857	1939	8
10	1	0	0	3.1475714	1939	8
11	1	0	0	.54928573	1939	8
12	1	0	0	.10757143	1939	8
13	1	0	0	2.0952857	1939	8
14	1	0	0	.13142857	1939	8
15	1	0	0	.63128574	1939	8
1	6	0	0	39.158857	1939	8
2	6	0	0	.15842857	1939	8
3	6	0	0	.062	1939	8
4	6	0	0	1.5694285	1939	8
5	6	0	0	.12157143	1939	8
6	6	0	0	.18742858	1939	8
7	6	0	0	0	1939	8
8	6	0	0	0	1939	8
9	6	0	0	.08885714	1939	8
10	6	0	0	.01414286	1939	8
12	6	0	0	.99985717	1939	8
13	6	0	0	5.3194284	1939	8
14	6	0	0	.6772857	1939	8
15	6	0	0	.64242858	1939	8
16	6	0	0	10.929429	1939	8
17	6	0	0	0	1939	8
18	6	0	0	.07485714	1939	8
19	6	0	0	32.806427	1939	8
20	6	0	0	3.1475714	1939	8
21	6	0	0	0	1939	8
22	6	0	0	3.2795714	1939	8
23	6	0	0	.13142857	1939	8
24	6	0	0	.63128574	1939	8
1	1	0	0	35.185999	1939	9
2	1	0	0	7.2232854	1939	9
3	1	0	0	.05657143	1939	9
4	1	0	0	.53671427	1939	9
5	1	0	0	3.4391428	1939	9
6	1	0	0	45.680001	1939	9
7	1	0	0	.09357143	1939	9
8	1	0	0	0	1939	9
9	1	0	0	1.1958571	1939	9
10	1	0	0	3.4047142	1939	9
11	1	0	0	.44285715	1939	9
12	1	0	0	.09371429	1939	9
13	1	0	0	2.0638571	1939	9
14	1	0	0	.16428572	1939	9
15	1	0	0	.42085716	1939	9
1	6	0	0	36.863571	1939	9
2	6	0	0	.14928571	1939	9
3	6	0	0	.045	1939	9
4	6	0	0	1.3522857	1939	9
5	6	0	0	.13571429	1939	9
6	6	0	0	.23428572	1939	9
7	6	0	0	0	1939	9
8	6	0	0	0	1939	9
9	6	0	0	.08657143	1939	9
10	6	0	0	.00942857	1939	9
12	6	0	0	.93457145	1939	9
13	6	0	0	5.7512856	1939	9
14	6	0	0	.66785713	1939	9
15	6	0	0	.62228572	1939	9
16	6	0	0	10.747286	1939	9
17	6	0	0	0	1939	9
18	6	0	0	.09357143	1939	9
19	6	0	0	35.057284	1939	9
20	6	0	0	3.4047142	1939	9
21	6	0	0	0	1939	9
22	6	0	0	3.2597143	1939	9
23	6	0	0	.16428572	1939	9
24	6	0	0	.42085716	1939	9
1	1	0	0	33.011999	1939	10
2	1	0	0	7.6701425	1939	10
3	1	0	0	.06128571	1939	10
4	1	0	0	.56085713	1939	10
5	1	0	0	3.1355714	1939	10
6	1	0	0	47.724001	1939	10
7	1	0	0	.11228571	1939	10
8	1	0	0	0	1939	10
9	1	0	0	1.2074286	1939	10
10	1	0	0	3.6618571	1939	10
11	1	0	0	.33642858	1939	10
12	1	0	0	.07985714	1939	10
13	1	0	0	2.0324285	1939	10
14	1	0	0	.19714286	1939	10
15	1	0	0	.21042858	1939	10
1	6	0	0	34.568285	1939	10
2	6	0	0	.14014285	1939	10
3	6	0	0	.028	1939	10
4	6	0	0	1.1351428	1939	10
5	6	0	0	.14985715	1939	10
6	6	0	0	.28114286	1939	10
7	6	0	0	0	1939	10
8	6	0	0	0	1939	10
9	6	0	0	.08428572	1939	10
10	6	0	0	.00471429	1939	10
12	6	0	0	.86928574	1939	10
13	6	0	0	6.1831427	1939	10
14	6	0	0	.65842856	1939	10
15	6	0	0	.60214287	1939	10
16	6	0	0	10.565143	1939	10
17	6	0	0	0	1939	10
18	6	0	0	.11228571	1939	10
19	6	0	0	37.308141	1939	10
20	6	0	0	3.6618571	1939	10
21	6	0	0	0	1939	10
22	6	0	0	3.2398572	1939	10
23	6	0	0	.19714286	1939	10
24	6	0	0	.21042858	1939	10
1	1	1	3049	30.837999	1939	11
2	1	1	3049	8.1169996	1939	11
3	1	1	3049	.066	1939	11
4	1	1	3049	.58499998	1939	11
5	1	1	3049	2.832	1939	11
6	1	1	3049	49.768002	1939	11
7	1	1	3049	.131	1939	11
8	1	1	3049	0	1939	11
9	1	1	3049	1.219	1939	11
10	1	1	3049	3.9189999	1939	11
11	1	1	3049	.23	1939	11
12	1	1	3049	.066	1939	11
13	1	1	3049	2.0009999	1939	11
14	1	1	3049	.23	1939	11
15	1	1	3049	0	1939	11
101	2	1	3049	1.312	1939	11
102	2	1	3049	21.958	1939	11
103	2	1	3049	.164	1939	11
104	2	1	3049	0	1939	11
105	2	1	3049	2.132	1939	11
106	2	1	3049	.60699999	1939	11
107	2	1	3049	.58200002	1939	11
108	2	1	3049	.131	1939	11
109	2	1	3049	.83600003	1939	11
110	2	1	3049	3.1159999	1939	11
201	2	1	3049	.26199999	1939	11
202	2	1	3049	2.073	1939	11
203	2	1	3049	.32800001	1939	11
204	2	1	3049	0	1939	11
205	2	1	3049	1.181	1939	11
206	2	1	3049	.033	1939	11
207	2	1	3049	3.099	1939	11
208	2	1	3049	.39399999	1939	11
209	2	1	3049	.098	1939	11
210	2	1	3049	0	1939	11
211	2	1	3049	.64899999	1939	11
212	2	1	3049	0	1939	11
213	2	1	3049	0	1939	11
214	2	1	3049	0	1939	11
215	2	1	3049	0	1939	11
216	2	1	3049	0	1939	11
217	2	1	3049	0	1939	11
301	2	1	3049	0	1939	11
302	2	1	3049	0	1939	11
304	2	1	3049	0	1939	11
306	2	1	3049	0	1939	11
307	2	1	3049	0	1939	11
308	2	1	3049	0	1939	11
309	2	1	3049	.066	1939	11
310	2	1	3049	0	1939	11
401	2	1	3049	.197	1939	11
402	2	1	3049	0	1939	11
403	2	1	3049	0	1939	11
404	2	1	3049	0	1939	11
405	2	1	3049	.011	1939	11
406	2	1	3049	0	1939	11
407	2	1	3049	.377	1939	11
501	2	1	3049	.68900001	1939	11
502	2	1	3049	.68900001	1939	11
503	2	1	3049	0	1939	11
504	2	1	3049	.27900001	1939	11
505	2	1	3049	0	1939	11
506	2	1	3049	.175	1939	11
507	2	1	3049	0	1939	11
508	2	1	3049	.91799998	1939	11
509	2	1	3049	.082	1939	11
601	2	1	3049	39.460999	1939	11
602	2	1	3049	.34999999	1939	11
603	2	1	3049	0	1939	11
604	2	1	3049	0	1939	11
605	2	1	3049	9.8579998	1939	11
606	2	1	3049	0	1939	11
608	2	1	3049	0	1939	11
609	2	1	3049	0	1939	11
610	2	1	3049	0	1939	11
611	2	1	3049	.098	1939	11
701	2	1	3049	0	1939	11
702	2	1	3049	.131	1939	11
703	2	1	3049	0	1939	11
704	2	1	3049	0	1939	11
705	2	1	3049	0	1939	11
801	2	1	3049	0	1939	11
802	2	1	3049	0	1939	11
803	2	1	3049	0	1939	11
804	2	1	3049	0	1939	11
805	2	1	3049	0	1939	11
806	2	1	3049	0	1939	11
807	2	1	3049	0	1939	11
901	2	1	3049	.191	1939	11
902	2	1	3049	.011	1939	11
903	2	1	3049	1.017	1939	11
904	2	1	3049	0	1939	11
905	2	1	3049	0	1939	11
906	2	1	3049	0	1939	11
908	2	1	3049	0	1939	11
1001	2	1	3049	.26199999	1939	11
1002	2	1	3049	0	1939	11
1003	2	1	3049	0	1939	11
1004	2	1	3049	0	1939	11
1005	2	1	3049	0	1939	11
1006	2	1	3049	0	1939	11
1007	2	1	3049	0	1939	11
1008	2	1	3049	0	1939	11
1009	2	1	3049	0	1939	11
1010	2	1	3049	1.148	1939	11
1011	2	1	3049	1.886	1939	11
1012	2	1	3049	.62300003	1939	11
1101	2	1	3049	.23	1939	11
1102	2	1	3049	0	1939	11
1103	2	1	3049	0	1939	11
1104	2	1	3049	0	1939	11
1105	2	1	3049	0	1939	11
1106	2	1	3049	0	1939	11
1201	2	1	3049	.066	1939	11
1301	2	1	3049	.033	1939	11
1302	2	1	3049	1.9680001	1939	11
1401	2	1	3049	.23	1939	11
1501	2	1	3049	0	1939	11
