ts,numsurveys,numrespondents,mipds_101_1,mipds_102_1,mipds_103_1,mipds_105_1,mipds_109_1,mipds_110_1,mipds_203_1,mipds_204_1,mipds_207_1,mipds_308_1,mipds_309_1,mipds_401_1,mipds_404_1,mipds_503_1,mipds_509_1,mipds_601_1,mipds_602_1,mipds_603_1,mipds_605_1,mipds_610_1,mipds_804_1,mipds_901_1,mipds_1001_1,mipds_1011_1,mipds_1012_1,mipds_101_2,mipds_102_2,mipds_103_2,mipds_105_2,mipds_109_2,mipds_110_2,mipds_203_2,mipds_204_2,mipds_207_2,mipds_308_2,mipds_309_2,mipds_401_2,mipds_404_2,mipds_503_2,mipds_509_2,mipds_601_2,mipds_602_2,mipds_603_2,mipds_605_2,mipds_610_2,mipds_804_2,mipds_901_2,mipds_1001_2,mipds_1011_2,mipds_1012_2,mipds_101_3,mipds_102_3,mipds_103_3,mipds_105_3,mipds_109_3,mipds_110_3,mipds_203_3,mipds_204_3,mipds_207_3,mipds_308_3,mipds_309_3,mipds_401_3,mipds_404_3,mipds_503_3,mipds_509_3,mipds_601_3,mipds_602_3,mipds_603_3,mipds_605_3,mipds_610_3,mipds_804_3,mipds_901_3,mipds_1001_3,mipds_1011_3,mipds_1012_3,mipds_101_4,mipds_102_4,mipds_103_4,mipds_105_4,mipds_109_4,mipds_110_4,mipds_203_4,mipds_204_4,mipds_207_4,mipds_308_4,mipds_309_4,mipds_401_4,mipds_404_4,mipds_503_4,mipds_509_4,mipds_601_4,mipds_602_4,mipds_603_4,mipds_605_4,mipds_610_4,mipds_804_4,mipds_901_4,mipds_1001_4,mipds_1011_4,mipds_1012_4,mipde_101_1,mipde_102_1,mipde_103_1,mipde_105_1,mipde_108_1,mipde_109_1,mipde_110_1,mipde_501_1,mipde_502_1,mipde_504_1,mipde_101_2,mipde_102_2,mipde_103_2,mipde_105_2,mipde_108_2,mipde_109_2,mipde_110_2,mipde_501_2,mipde_502_2,mipde_504_2,mipde_101_3,mipde_102_3,mipde_103_3,mipde_105_3,mipde_108_3,mipde_109_3,mipde_110_3,mipde_501_3,mipde_502_3,mipde_504_3,mipde_101_4,mipde_102_4,mipde_103_4,mipde_105_4,mipde_108_4,mipde_109_4,mipde_110_4,mipde_501_4,mipde_502_4,mipde_504_4,mipdfp_506_1,mipdfp_601_1,mipdfp_602_1,mipdfp_603_1,mipdfp_604_1,mipdfp_605_1,mipdfp_606_1,mipdfp_608_1,mipdfp_610_1,mipdfp_701_1,mipdfp_702_1,mipdfp_506_2,mipdfp_601_2,mipdfp_602_2,mipdfp_603_2,mipdfp_604_2,mipdfp_605_2,mipdfp_606_2,mipdfp_608_2,mipdfp_610_2,mipdfp_701_2,mipdfp_702_2,mipdfp_506_3,mipdfp_601_3,mipdfp_602_3,mipdfp_603_3,mipdfp_604_3,mipdfp_605_3,mipdfp_606_3,mipdfp_608_3,mipdfp_610_3,mipdfp_701_3,mipdfp_702_3,mipdfp_506_4,mipdfp_601_4,mipdfp_602_4,mipdfp_603_4,mipdfp_604_4,mipdfp_605_4,mipdfp_606_4,mipdfp_608_4,mipdfp_610_4,mipdfp_701_4,mipdfp_702_4,mipdsp_201_1,mipdsp_202_1,mipdsp_203_1,mipdsp_204_1,mipdsp_205_1,mipdsp_207_1,mipdsp_208_1,mipdsp_210_1,mipdsp_211_1,mipdsp_212_1,mipdsp_217_1,mipdsp_201_2,mipdsp_202_2,mipdsp_203_2,mipdsp_204_2,mipdsp_205_2,mipdsp_207_2,mipdsp_208_2,mipdsp_210_2,mipdsp_211_2,mipdsp_212_2,mipdsp_217_2,mipdsp_201_3,mipdsp_202_3,mipdsp_203_3,mipdsp_204_3,mipdsp_205_3,mipdsp_207_3,mipdsp_208_3,mipdsp_210_3,mipdsp_211_3,mipdsp_212_3,mipdsp_217_3,mipdsp_201_4,mipdsp_202_4,mipdsp_203_4,mipdsp_204_4,mipdsp_205_4,mipdsp_207_4,mipdsp_208_4,mipdsp_210_4,mipdsp_211_4,mipdsp_212_4,mipdsp_217_4,mipd_1_1,mipd_2_1,mipd_3_1,mipd_4_1,mipd_5_1,mipd_6_1,mipd_7_1,mipd_8_1,mipd_9_1,mipd_10_1,mipd_11_1,mipd_12_1,mipd_13_1,mipd_14_1,mipd_15_1,mipd_1_2,mipd_2_2,mipd_3_2,mipd_4_2,mipd_5_2,mipd_6_2,mipd_7_2,mipd_8_2,mipd_9_2,mipd_10_2,mipd_11_2,mipd_12_2,mipd_13_2,mipd_14_2,mipd_15_2,mipd_1_3,mipd_2_3,mipd_3_3,mipd_4_3,mipd_5_3,mipd_6_3,mipd_7_3,mipd_8_3,mipd_9_3,mipd_10_3,mipd_11_3,mipd_12_3,mipd_13_3,mipd_14_3,mipd_15_3,mipd_1_4,mipd_2_4,mipd_3_4,mipd_4_4,mipd_5_4,mipd_6_4,mipd_7_4,mipd_8_4,mipd_9_4,mipd_10_4,mipd_11_4,mipd_12_4,mipd_13_4,mipd_14_4,mipd_15_4,cap_1_1,cap_2_1,cap_3_1,cap_4_1,cap_5_1,cap_6_1,cap_7_1,cap_8_1,cap_9_1,cap_10_1,cap_12_1,cap_13_1,cap_14_1,cap_15_1,cap_16_1,cap_17_1,cap_18_1,cap_19_1,cap_20_1,cap_21_1,cap_22_1,cap_23_1,cap_24_1,cap_1_2,cap_2_2,cap_3_2,cap_4_2,cap_5_2,cap_6_2,cap_7_2,cap_8_2,cap_9_2,cap_10_2,cap_12_2,cap_13_2,cap_14_2,cap_15_2,cap_16_2,cap_17_2,cap_18_2,cap_19_2,cap_20_2,cap_21_2,cap_22_2,cap_23_2,cap_24_2,cap_1_3,cap_2_3,cap_3_3,cap_4_3,cap_5_3,cap_6_3,cap_7_3,cap_8_3,cap_9_3,cap_10_3,cap_12_3,cap_13_3,cap_14_3,cap_15_3,cap_16_3,cap_17_3,cap_18_3,cap_19_3,cap_20_3,cap_21_3,cap_22_3,cap_23_3,cap_24_3,cap_1_4,cap_2_4,cap_3_4,cap_4_4,cap_5_4,cap_6_4,cap_7_4,cap_8_4,cap_9_4,cap_10_4,cap_12_4,cap_13_4,cap_14_4,cap_15_4,cap_16_4,cap_17_4,cap_18_4,cap_19_4,cap_20_4,cap_21_4,cap_22_4,cap_23_4,cap_24_4
1953q2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.385,4.7443334,1.2753333,.59333332,19.795667,26.916,0,.01133333,.53699998,8.6573334,0,0,4.6316668,0,.454,32.848333,4.0956667,.10233334,.13633334,14.608,28.089333,0,0,.7056667,10.535,0,0,7.6523332,0,1.227,29.754333,7.0716669,1.544,.098,20.983333,26.639333,.86600002,.05033333,1.1476667,7.7886667,0,0,3.1410001,0,.91599997,39.733332,7.0766667,2.2623334,.26633334,8.8496668,28.377,.57000001,.00666667,.119,9.4063333,0,0,2.7083334,0,.625,33.841333,1.2753333,.66666667,12.957,2.2289999,.5,0,0,0,.05033333,.17666666,2.9686667,.03766667,.17499999,22.805333,0,0,8.0366664,8.6573334,0,5.1686668,0,.454,33.719666,.10233334,.28133333,6.6666667,2.5346666,.66499999,0,0,0,0,.13633334,2.025,.7033333,.19033333,22.004666,0,0,10.851,10.535,0,8.3579999,0,1.227,29.404668,1.544,.21666666,16.347333,2.5479999,.56999999,0,0,0,0,.098,5.4490002,.186,.29233332,19.828667,0,.86600002,9.6556665,7.7886667,0,4.2886667,0,.91599997,40.04,2.2623334,.33333333,2.4166666,3.0136666,.71433334,0,0,0,.013,.26633334,2.488,2.559,.112,21.94,0,.57000001,10.413,9.4063333,0,2.8273334,0,.625
1953q3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.724,5.8251668,1.5751667,.60916666,23.319833,19.9085,0,.00566667,.26849999,8.2401667,0,0,5.2978335,0,.227,36.064166,5.0013334,.05116667,.06816667,16.207,22.337166,0,0,.35283335,10.046,0,0,9.2586665,0,.6135,31.484167,8.6388336,1.746,.049,24.983167,20.127166,1.0825,.02516667,.57383335,7.1518333,0,0,3.6810002,0,.45799998,42.979165,8.6798333,2.7921667,.13316667,10.114833,21.6305,.71250002,.00333333,.0595,9.5901667,0,0,2.9931668,0,.3125,36.733167,1.5751667,.83333333,16.145,1.9684999,.625,0,0,0,.02516667,.08833333,3.6718333,.01883333,.0875,18.756667,0,0,5.4378332,8.2401667,0,5.5663335,0,.227,36.944832,.05116667,.35166666,8.3333333,2.4043333,.75449999,0,0,0,0,.06816667,2.4895,.87916662,.09516666,18.756833,0,0,8.6005,10.046,0,9.6114998,0,.6135,31.788334,1.746,.27083332,20.208167,2.3319999,.60949999,0,0,0,0,.049,6.7450003,.20100001,.14616666,16.137334,0,1.0825,6.8193333,7.1518333,0,4.2548335,0,.45799998,43.926999,2.7921667,.41666667,2.9903332,2.7933333,.85716667,0,0,0,.0065,.13316667,3.0815,3.1065,.056,18.517,0,.71250002,7.6549998,9.5901667,0,3.0526668,0,.3125
1953q4,1,1176,0,1.703,3.573,0,24.672,5.406,.75,.375,0,1.875,0,0,0,0,0,2.839,0,2.516,7.547,0,0,0,.313,.313,0,0,4.082,4.548,.633,24.367,3.376,.844,.422,0,0,0,0,0,0,0,6.35,0,2.559,7.676,0,0,0,.97,0,0,0,.974,4.232,0,24.432,1.461,.649,.325,0,1.948,0,0,0,0,0,3.983,0,2.408,7.224,0,0,0,.216,0,0,0,3.205,5.145,.513,28.72,6.068,1,.5,0,3.322,0,0,0,0,0,4.897,0,2.497,7.49,0,0,0,.37,0,0,0,1.703,3.573,0,1.708,24.672,5.406,4.271,0,3.24,0,4.082,4.548,.633,2.274,24.367,3.376,3.165,0,4.641,0,.974,4.232,0,2.116,24.432,1.461,3.074,0,1.84,0,3.205,5.145,.513,2.573,28.72,6.068,4.162,0,3.654,3.24,2.839,0,2.516,0,7.547,0,0,0,0,0,4.641,6.35,0,2.559,0,7.676,0,0,0,0,0,1.84,3.983,0,2.408,0,7.224,0,0,0,0,1.299,3.654,4.897,0,2.497,0,7.49,0,0,0,0,.855,0,2.188,.75,.375,2.188,0,0,0,0,0,1.406,0,1.477,.844,.422,1.477,0,0,0,1.055,0,.633,0,4.021,.649,.325,4.021,0,0,0,.216,0,.974,0,1.838,1,.5,1.838,0,0,0,3.654,0,1.453,37.063,6.9060001,1.875,.625,26.844,12.901,0,0,0,7.823,0,0,5.9640002,0,0,39.279999,5.9070001,0,0,17.806,16.584999,0,0,0,9.5570002,0,0,10.865,0,0,33.214001,10.206,1.948,0,28.983,13.615,1.299,0,0,6.5149999,0,0,4.2210002,0,0,46.224998,10.283,3.322,0,11.38,14.884,.85500002,0,0,9.7740002,0,0,3.2780001,0,0,39.625,1.875,1,19.333,1.7079999,.75,0,0,0,0,0,4.375,0,0,14.708,0,0,2.839,7.823,0,5.9640002,0,0,40.169998,0,.42199999,10,2.2739999,.84399998,0,0,0,0,0,2.954,1.0549999,0,15.509,0,0,6.3499999,9.5570002,0,10.865,0,0,34.172001,1.948,.32499999,24.069,2.1159999,.64899999,0,0,0,0,0,8.0410004,.21600001,0,12.446,0,1.299,3.983,6.5149999,0,4.2210002,0,0,47.813999,3.322,.5,3.5639999,2.573,1,0,0,0,0,0,3.675,3.654,0,15.094,0,.85500002,4.8969998,9.7740002,0,3.2780001,0,0
1954q1,1,1421,3.061,15.249,3.065,3.636,4.21,2.948,0,0,0,.68,0,.302,.302,0,0,3.231,.983,3.091,15.17,9.233,1.546,.302,1.436,0,0,.644,10.944,3.755,4.506,5.622,0,0,0,0,0,0,.415,.415,0,0,4.306,4.006,2.575,16.731,10.508,1.288,.415,0,0,0,5.294,13.017,4.049,3.255,6.09,1.887,0,0,0,.55,0,.507,.507,0,0,1.939,2.987,2.129,17.6,8.067,1.064,.507,.943,0,0,3.372,17.677,4.052,4.002,3.885,2.599,0,0,0,.233,0,.398,.398,0,0,2.481,1.865,1.613,13.147,8.159,.806,.398,1.399,0,0,3.061,15.249,3.065,3.636,1.247,4.21,2.948,2.094,0,0,.644,10.944,3.755,4.506,1.502,5.622,0,1.946,0,0,5.294,13.017,4.049,3.255,2.421,6.09,1.887,1.908,0,0,3.372,17.677,4.052,4.002,2.051,3.885,2.599,1.826,0,0,0,3.231,.983,3.091,0,15.17,0,3.231,9.233,0,0,0,4.306,4.006,2.575,0,16.731,0,4.306,10.508,0,0,0,1.939,2.987,2.129,0,17.6,0,1.939,8.067,0,0,0,2.481,1.865,1.613,0,13.147,0,2.481,8.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.416,0,.68000001,.90700001,4.3390002,34.939999,0,1.546,.98299998,17.426001,.30199999,0,5.461,0,0,26.974001,0,0,1.245,1.946,42.431999,0,1.288,1.273,18.132999,.41499999,0,6.2950001,0,0,36.013,0,.55000001,1.52,2.8510001,34.661999,0,1.064,2.6029999,16.667,.50700003,0,3.5639999,0,0,37.638,0,.233,1.1950001,2.214,29.746,0,.80599999,.86500001,21.465,.398,0,5.4390001,0,0,34.263,.68000001,.30199999,2.2449999,1.247,0,0,1.546,0,0,.90700001,0,0,0,19.243999,0,0,15.695,17.426001,0,6.4439998,0,0,27.417999,0,.41499999,0,1.502,0,0,1.288,0,0,1.245,0,0,0,23.312,0,0,19.120001,18.132999,0,7.5679998,0,0,35.499001,.55000001,.50700003,.94300002,2.421,0,0,1.064,0,0,1.52,0,0,0,22.716,0,0,11.945,16.667,0,6.1669998,0,0,37.412998,.233,.398,.389,2.0510001,0,0,.80599999,0,0,1.1950001,0,0,0,16.625,0,0,13.121,21.465,0,6.3039999,0,0
1954q2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.28,2.1433333,1.9043334,.60466667,7.2176669,31.047666,.37200002,1.0306667,.65533332,14.074334,.75566665,0,4.0126667,0,6.9019998,26.036001,2.3079999,0,.83,3.506,36.423,.795,1.0073333,.84866667,15.488,.475,0,4.9916667,0,7.2916667,30.002667,2.3746667,3.3143335,1.0133333,6.9396666,28.160999,.35033333,.70933334,1.7353333,12.945333,.62800002,0,2.7263333,0,9.0999997,36.322334,3.1456668,.89933337,.7966667,2.792,27.522667,.28800001,.71066666,.57666667,16.268667,.60400001,0,3.9140001,0,6.1586666,29.743,1.9043334,.20133332,5.1516666,1.3423333,.27699999,0,1.0306667,.37200002,.37200002,1.159,1.038,.13333334,.21166666,16.424,0,.37200002,14.622666,14.074334,0,4.6679999,0,6.9019998,26.629666,0,.27666666,.59533334,1.299,.09933334,0,1.0073333,.795,.795,1.0283333,1.0416667,.07433333,.52099999,19.236667,0,.795,17.186001,15.488,0,5.8403332,0,7.2916667,29.412667,3.3143335,.33800002,4.7633334,2.7283333,.145,0,.70933334,.35033333,.35033333,1.3033333,1.5166667,0,.04933333,17.571666,0,.35033333,10.588666,12.945333,0,4.4616665,0,9.0999997,35.829665,.89933337,.26533333,.79833333,2.3636668,.16933334,0,.71066666,.28800001,.28800001,1.1353334,1.4459999,.75,.32733333,14.655333,0,.28800001,12.867333,16.268667,0,4.4906666,0,6.1586666
1954q3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.144,4.2866666,3.1286668,.30233334,10.096334,27.155333,.74400004,.51533333,.32766666,10.722667,1.2093333,0,2.5643334,0,13.804,25.098,4.6159999,0,.415,5.0659999,30.414,1.59,.72666667,.42433333,12.843,.53500002,0,3.6883334,0,14.583333,23.992334,4.7493334,6.0786669,.50666666,11.028333,21.66,.70066667,.35466667,.86766664,9.2236665,.74900001,0,1.8886666,0,18.199999,35.006668,6.2913335,1.5656667,.39833335,3.37,25.299334,.57600001,.61533332,.28833334,11.072333,.81000002,0,2.3890001,0,12.317333,25.223,3.1286668,.10066666,8.0583334,1.4376667,.55399998,0,.51533333,.74400004,.74400004,1.411,2.0760001,.26666667,.42333333,13.604,0,.74400004,13.550333,10.722667,0,2.892,0,13.804,25.841333,0,.13833333,1.1906667,1.096,.19866667,0,.72666667,1.59,1.59,.81166669,2.0833333,.14866667,1.042,15.161334,0,1.59,15.252,12.843,0,4.1126666,0,14.583333,23.326333,6.0786669,.16900001,8.5836669,3.0356666,.29,0,.35466667,.70066667,.70066667,1.0866667,3.0333335,0,.09866667,12.427333,0,.70066667,9.2323332,9.2236665,0,2.7563333,0,18.199999,34.246332,1.5656667,.13266667,1.2076667,2.6763334,.33866668,0,.61533332,.57600001,.57600001,1.0756667,2.8919999,1.5,.65466666,12.685666,0,.57600001,12.613667,11.072333,0,2.6773333,0,12.317333
1954q4,1,1419,0,8.155,1.341,0,6.585,3.092,.831,0,0,2.176,2.176,0,0,0,1.116,12.478,2.071,1.412,7.302,0,0,0,0,1.116,0,0,5.995,1.563,0,10.991,2.487,.298,0,0,0,0,0,0,0,2.385,13.318,3.125,.446,7.515,0,.446,0,0,2.385,0,0,6.664,.827,0,6.089,1.851,.435,0,0,4.421,4.421,0,0,0,1.051,7.876,1.78,.593,4.909,0,0,0,0,1.051,0,0,14.032,3.52,0,9.165,3.497,.508,0,0,1.116,1.116,0,0,0,.864,12.36,3.068,2.309,5.339,0,.52,0,0,.864,0,0,8.155,1.341,0,.565,6.585,3.092,.894,0,0,0,5.995,1.563,0,0,10.991,2.487,2.455,0,0,0,6.664,.827,0,2.255,6.089,1.851,1.662,0,0,0,14.032,3.52,0,1.513,9.165,3.497,1.467,0,0,0,12.478,2.071,1.412,0,7.302,0,0,0,0,1.116,0,13.318,3.125,.446,0,7.515,0,0,0,0,2.385,0,7.876,1.78,.593,0,4.909,0,0,0,0,1.051,0,12.36,3.068,2.309,0,5.339,0,0,0,0,.864,2.085,0,.831,0,3.114,0,0,0,.4,0,0,3.278,0,.298,0,3.125,0,0,0,.223,0,0,2.139,0,.435,0,4.55,0,0,0,0,0,0,2.341,0,.508,0,4.338,0,0,0,2.25,0,0,21.007999,6.4299998,4.3530002,0,12.975,23.263,1.1160001,0,0,7.3709998,1.663,0,1.1160001,0,20.705999,24.16,6.9239998,0,0,6.6259999,24.405001,2.385,.44600001,0,10.198,.59500003,0,2.385,0,21.875,17.982,7.1240001,8.8430004,0,15.117,15.159,1.051,0,0,5.5019999,.87,0,1.051,0,27.299999,33.691002,9.4370003,2.2320001,0,3.948,23.076,.86400002,.51999998,0,5.8759999,1.016,0,.86400002,0,18.476,20.702999,4.3530002,0,10.965,1.533,.83099997,0,0,1.1160001,1.1160001,1.663,3.1140001,.40000001,.63499999,10.784,0,1.1160001,12.478,7.3709998,0,1.1160001,0,20.705999,25.052999,0,0,1.786,.89300001,.29800001,0,.44600001,2.385,2.385,.59500003,3.125,.223,1.563,11.086,0,2.385,13.318,10.198,0,2.385,0,21.875,17.24,8.8430004,0,12.404,3.3429999,.435,0,0,1.051,1.051,.87,4.5500002,0,.148,7.283,0,1.051,7.8759999,5.5019999,0,1.051,0,27.299999,32.662998,2.2320001,0,1.617,2.9890001,.50800002,0,.51999998,.86400002,.86400002,1.016,4.3379998,2.25,.98199999,10.716,0,.86400002,12.36,5.8759999,0,.86400002,0,18.476
1955q1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.727,5.4234998,3.1660001,0,10.3045,41.466499,.55800003,1.6619999,0,7.7780001,.97149999,0,3.5900001,0,10.353,16.144,5.6085,1.7155,0,6.8429999,41.465001,1.1925,1.04,0,9.3144999,.95100003,0,4.7875,0,10.9375,11.5235,5.2815,10.093,0,9.5254998,38.3685,.5255,1.001,0,6.0314999,.61149999,0,3.3875,0,13.65,21.724501,6.4350002,2.5890001,0,3.058,41.254,.43200001,3.1665001,0,7.9579999,.95450002,0,3.1899999,0,9.2379999,16.927999,3.1660001,.70050001,6.9460001,.7665,.41549999,0,.96149999,.55800003,.55800003,.97149999,3.7654999,.2,.3175,18.8215,0,.55800003,22.6445,7.7780001,0,3.5900001,0,10.353,19.4015,1.7155,.32699999,1.612,.4465,.149,0,.71300001,1.1925,1.1925,.95100003,3.7090001,.1115,.78149998,19.0755,0,1.1925,22.388999,9.3144999,0,4.7875,0,10.9375,13.1195,10.093,.58899999,6.2020001,1.6715,.2175,0,.412,.5255,.5255,.61149999,3.9945,0,.074,17.243,0,.5255,21.126,6.0314999,0,3.3875,0,13.65,22.145499,2.5890001,1.9095,.9575,1.4945,.25400001,0,1.257,.43200001,.43200001,.95450002,3.8855,1.125,.491,18.8945,0,.43200001,22.36,7.9579999,0,3.1899999,0,9.2379999
1955q2,1,1129,0,1.793,2.063,0,2.063,2.526,0,0,4.417,.99,.99,0,0,0,0,19.55,4.08,0,22.778,9.181,1.923,0,0,0,0,0,3.529,1.482,0,1.482,1.634,0,0,4.293,1.716,1.716,0,0,0,0,18.771,3.492,0,23.573,9.197,.98,0,0,0,0,0,1.06,1.472,0,1.472,1.06,0,0,3.439,5.671,5.671,0,0,0,0,19.14,3.693,0,23.51,11.543,.824,0,0,0,0,0,3.274,2.498,0,2.498,1.488,0,0,3.433,1.473,1.473,0,0,0,0,17.798,2.841,0,24.232,11.721,1.994,0,0,0,0,0,1.793,2.063,0,0,2.063,2.526,2.354,2.354,0,0,3.529,1.482,0,0,1.482,1.634,2.811,2.811,0,0,1.06,1.472,0,0,1.472,1.06,1.967,1.967,0,0,3.274,2.498,0,0,2.498,1.488,.935,.935,0,0,19.55,4.08,0,0,22.778,0,4.08,9.181,0,0,0,18.771,3.492,0,0,23.573,0,3.492,9.197,0,0,0,19.14,3.693,0,0,23.51,0,3.693,11.543,0,0,0,17.798,2.841,0,0,24.232,0,2.841,11.721,0,0,0,0,0,0,0,4.417,0,0,0,0,0,0,0,0,0,0,4.293,0,0,0,0,0,0,0,0,0,0,3.439,0,0,0,0,0,0,0,0,0,0,3.433,0,0,0,0,0,8.4460001,4.4169998,1.979,0,7.6339998,59.669998,0,3.3239999,0,8.1850004,.28,0,6.0640001,0,0,8.1280003,4.2930002,3.431,0,7.0599999,58.525002,0,1.6339999,0,8.4309998,1.307,0,7.1900001,0,0,5.0650001,3.4389999,11.343,0,3.934,61.577999,0,2.0020001,0,6.5609999,.35299999,0,5.724,0,0,9.7580004,3.4330001,2.9460001,0,2.168,59.431999,0,5.8130002,0,10.04,.89300001,0,5.5159998,0,0,13.153,1.979,1.401,2.927,0,0,0,1.923,0,0,.28,4.4169998,0,0,26.858999,0,0,32.811001,8.1850004,0,6.0640001,0,0,13.75,3.431,.65399998,1.438,0,0,0,.98000002,0,0,1.307,4.2930002,0,0,27.065001,0,0,31.459999,8.4309998,0,7.1900001,0,0,8.9989996,11.343,1.178,0,0,0,0,.824,0,0,.35299999,3.4389999,0,0,27.202999,0,0,34.375999,6.5609999,0,5.724,0,0,11.628,2.9460001,3.819,.29800001,0,0,0,1.994,0,0,.89300001,3.4330001,0,0,27.073,0,0,32.360001,10.04,0,5.5159998,0,0
1955q3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5193335,2.9446665,3.96,0,15.225334,52.727332,0,2.2159999,0,5.9486669,.18666667,0,7.2713334,0,0,7.9573336,2.8620001,4.5443333,0,10.263333,56.689,0,1.0893333,0,6.6049999,.87133336,0,9.1173334,0,0,5.0123334,2.2926666,15.559334,0,11.901333,50.065666,0,1.3346667,0,5.0093333,.23533332,0,8.5886666,0,0,10.401333,2.2886667,5.0813335,0,6.1540001,56.578332,0,3.8753335,0,7.101,.59533334,0,7.9243333,0,0,12.586,3.96,.93400002,11.712667,.44600002,0,0,1.282,0,0,.18666667,2.9446665,0,0,23.677333,0,0,29.050001,5.9486669,0,7.2713334,0,0,11.852667,4.5443333,.43599999,6.2336666,.13433333,0,0,.65333335,0,0,.87133336,2.8620001,0,0,25.606667,0,0,31.082333,6.6049999,0,9.1173334,0,0,7.7593331,15.559334,.78533332,9.0143331,.14,0,0,.54933333,0,0,.23533332,2.2926666,0,0,22.464333,0,0,27.602,5.0093333,0,8.5886666,0,0,11.873667,5.0813335,2.546,4.4970002,.18433332,0,0,1.3293333,0,0,.59533334,2.2886667,0,0,24.552,0,0,32.027,7.101,0,7.9243333,0,0
