studyid,prev_ts,next_ts,fw_start,fw_end,sample,mipid,weightavailable,unique_mip,respondents,entry,male,income_quartile,mipd1_1,mipd2_1,mipd3_1,mipd4_1,mipd5_1,mipd6_1,mipd7_1,mipd8_1,mipd9_1,mipd10_1,mipd11_1,mipd12_1,mipd13_1,mipd14_1,mipd15_1,mipds101_1,mipds102_1,mipds103_1,mipds105_1,mipds109_1,mipds110_1,mipds203_1,mipds204_1,mipds207_1,mipds308_1,mipds309_1,mipds401_1,mipds404_1,mipds503_1,mipds509_1,mipds601_1,mipds602_1,mipds603_1,mipds605_1,mipds610_1,mipds804_1,mipds901_1,mipds1001_1,mipds1011_1,mipds1012_1,mipde101_1,mipde102_1,mipde103_1,mipde105_1,mipde108_1,mipde109_1,mipde110_1,mipde501_1,mipde502_1,mipde504_1,mipdfp506_1,mipdfp601_1,mipdfp602_1,mipdfp603_1,mipdfp604_1,mipdfp605_1,mipdfp606_1,mipdfp608_1,mipdfp610_1,mipdfp701_1,mipdfp702_1,mipdsp201_1,mipdsp202_1,mipdsp203_1,mipdsp204_1,mipdsp205_1,mipdsp207_1,mipdsp208_1,mipdsp210_1,mipdsp211_1,mipdsp212_1,mipdsp217_1,cap1_1,cap2_1,cap3_1,cap4_1,cap5_1,cap6_1,cap7_1,cap8_1,cap9_1,cap10_1,cap12_1,cap13_1,cap14_1,cap15_1,cap16_1,cap17_1,cap18_1,cap19_1,cap20_1,cap21_1,cap22_1,cap23_1,cap24_1,mipd1_2,mipd2_2,mipd3_2,mipd4_2,mipd5_2,mipd6_2,mipd7_2,mipd8_2,mipd9_2,mipd10_2,mipd11_2,mipd12_2,mipd13_2,mipd14_2,mipd15_2,mipds101_2,mipds102_2,mipds103_2,mipds105_2,mipds109_2,mipds110_2,mipds203_2,mipds204_2,mipds207_2,mipds308_2,mipds309_2,mipds401_2,mipds404_2,mipds503_2,mipds509_2,mipds601_2,mipds602_2,mipds603_2,mipds605_2,mipds610_2,mipds804_2,mipds901_2,mipds1001_2,mipds1011_2,mipds1012_2,mipde101_2,mipde102_2,mipde103_2,mipde105_2,mipde108_2,mipde109_2,mipde110_2,mipde501_2,mipde502_2,mipde504_2,mipdfp506_2,mipdfp601_2,mipdfp602_2,mipdfp603_2,mipdfp604_2,mipdfp605_2,mipdfp606_2,mipdfp608_2,mipdfp610_2,mipdfp701_2,mipdfp702_2,mipdsp201_2,mipdsp202_2,mipdsp203_2,mipdsp204_2,mipdsp205_2,mipdsp207_2,mipdsp208_2,mipdsp210_2,mipdsp211_2,mipdsp212_2,mipdsp217_2,cap1_2,cap2_2,cap3_2,cap4_2,cap5_2,cap6_2,cap7_2,cap8_2,cap9_2,cap10_2,cap12_2,cap13_2,cap14_2,cap15_2,cap16_2,cap17_2,cap18_2,cap19_2,cap20_2,cap21_2,cap22_2,cap23_2,cap24_2,mipd1_3,mipd2_3,mipd3_3,mipd4_3,mipd5_3,mipd6_3,mipd7_3,mipd8_3,mipd9_3,mipd10_3,mipd11_3,mipd12_3,mipd13_3,mipd14_3,mipd15_3,mipds101_3,mipds102_3,mipds103_3,mipds105_3,mipds109_3,mipds110_3,mipds203_3,mipds204_3,mipds207_3,mipds308_3,mipds309_3,mipds401_3,mipds404_3,mipds503_3,mipds509_3,mipds601_3,mipds602_3,mipds603_3,mipds605_3,mipds610_3,mipds804_3,mipds901_3,mipds1001_3,mipds1011_3,mipds1012_3,mipde101_3,mipde102_3,mipde103_3,mipde105_3,mipde108_3,mipde109_3,mipde110_3,mipde501_3,mipde502_3,mipde504_3,mipdfp506_3,mipdfp601_3,mipdfp602_3,mipdfp603_3,mipdfp604_3,mipdfp605_3,mipdfp606_3,mipdfp608_3,mipdfp610_3,mipdfp701_3,mipdfp702_3,mipdsp201_3,mipdsp202_3,mipdsp203_3,mipdsp204_3,mipdsp205_3,mipdsp207_3,mipdsp208_3,mipdsp210_3,mipdsp211_3,mipdsp212_3,mipdsp217_3,cap1_3,cap2_3,cap3_3,cap4_3,cap5_3,cap6_3,cap7_3,cap8_3,cap9_3,cap10_3,cap12_3,cap13_3,cap14_3,cap15_3,cap16_3,cap17_3,cap18_3,cap19_3,cap20_3,cap21_3,cap22_3,cap23_3,cap24_3,mipd1_4,mipd2_4,mipd3_4,mipd4_4,mipd5_4,mipd6_4,mipd7_4,mipd8_4,mipd9_4,mipd10_4,mipd11_4,mipd12_4,mipd13_4,mipd14_4,mipd15_4,mipds101_4,mipds102_4,mipds103_4,mipds105_4,mipds109_4,mipds110_4,mipds203_4,mipds204_4,mipds207_4,mipds308_4,mipds309_4,mipds401_4,mipds404_4,mipds503_4,mipds509_4,mipds601_4,mipds602_4,mipds603_4,mipds605_4,mipds610_4,mipds804_4,mipds901_4,mipds1001_4,mipds1011_4,mipds1012_4,mipde101_4,mipde102_4,mipde103_4,mipde105_4,mipde108_4,mipde109_4,mipde110_4,mipde501_4,mipde502_4,mipde504_4,mipdfp506_4,mipdfp601_4,mipdfp602_4,mipdfp603_4,mipdfp604_4,mipdfp605_4,mipdfp606_4,mipdfp608_4,mipdfp610_4,mipdfp701_4,mipdfp702_4,mipdsp201_4,mipdsp202_4,mipdsp203_4,mipdsp204_4,mipdsp205_4,mipdsp207_4,mipdsp208_4,mipdsp210_4,mipdsp211_4,mipdsp212_4,mipdsp217_4,cap1_4,cap2_4,cap3_4,cap4_4,cap5_4,cap6_4,cap7_4,cap8_4,cap9_4,cap10_4,cap12_4,cap13_4,cap14_4,cap15_4,cap16_4,cap17_4,cap18_4,cap19_4,cap20_4,cap21_4,cap22_4,cap23_4,cap24_4
"anes-1960",06nov1956,08nov1960,12sep1960,07nov1960,"National Adults",9,"Yes",73,1161,,"Male","Highest 25%",18.55381,14.12556,9.417041,.1121076,8.396861,30.69133,1.793722,.2242152,0,.5979074,.1121076,0,1.625561,7.174888,7.174888,0,6.726458,4.035874,0,2.914798,2.600897,0,8.744394,0,8.594918,.8221226,.1121076,0,0,0,18.43957,.2242152,2.466368,4.775785,1.393338,0,0,0,0,0,0,6.726458,4.035874,0,1.883408,2.914798,2.600897,.1121076,0,2.343049,2.118834,18.43957,.2242152,2.466368,0,4.775785,2.674568,.5680119,1.542814,1.345291,.4484305,.4484305,.2242152,0,8.744394,1.793722,0,0,0,1.121076,0,1.793722,16.83856,9.417041,8.744394,5.829597,1.883408,0,.2242152,0,0,0,.2242152,4.26009,1.121076,.1681614,12.25977,.1121076,.4484305,21.89569,.5979074,0,1.625561,7.174888,7.174888,16.19458,5.172414,5.665025,0,12.19212,42.12644,3.522167,0,0,1.642036,0,0,.6773399,6.403941,6.403941,.1231527,8.374384,1.970443,.3694581,3.694581,1.083744,.9852217,1.477833,0,4.844007,.8210181,0,0,0,0,28.81832,.2463054,.4926108,3.780788,1.868989,0,0,0,0,0,.1231527,8.374384,1.970443,.3694581,.1477833,3.694581,1.083744,1.231527,0,5.172414,3.940887,28.81832,.2463054,.4926108,0,3.780788,4.423528,1.34647,3.018414,2.660099,.862069,.4926108,.4926108,.9852217,1.477833,.7389163,0,0,0,.2463054,0,.7389163,18.50985,5.665025,1.477833,5.665025,.1477833,.9852217,0,0,0,0,0,2.463054,.2463054,0,12.88412,.1231527,.862069,35.8433,1.642036,0,.6773399,6.403941,6.403941,14.51754,5.789474,4.385965,0,13.62281,49.54678,3.491228,.1754386,0,1.672515,0,0,1.359649,2.719298,2.719298,.3947369,7.543859,1.929825,1.184211,1.578947,.7719299,2.45614,1.052632,0,3.976609,.4093567,0,0,0,0,31.2782,.3508772,2.631579,4.04386,2.763994,0,0,0,0,0,.3947369,7.543859,1.929825,1.184211,.631579,1.578947,.7719299,.877193,0,7.745615,6.868422,31.2782,.3508772,2.631579,0,4.04386,4.829156,2.502924,3.910192,2.526316,.9649123,.3508772,.5263158,2.45614,1.052632,.3508772,0,0,0,.7017544,0,.3508772,15.64035,4.385965,1.052632,4.385965,.631579,2.45614,.1754386,0,0,0,0,1.578947,.7017544,0,18.72389,.6140351,.9649123,40.21763,1.672515,0,1.359649,2.719298,2.719298,10.21825,4.166667,3.373016,0,16.12103,52.53637,3.650794,0,0,1.898148,0,0,1.09127,3.472222,3.472222,.3968254,2.976191,1.587302,.5952381,2.976191,.5555555,1.587302,.8597884,0,3.306879,.0661376,0,0,0,0,34.75624,.4960317,.9920635,2.470238,3.450964,0,0,0,0,0,.3968254,2.976191,1.587302,.5952381,.2380953,2.976191,.5555555,.3968254,0,9.077381,8.680555,34.75624,.4960317,.9920635,0,2.470238,6.415817,2.751323,4.654667,3.253968,.3968254,1.587302,0,1.587302,.8597884,.0661376,0,0,0,0,0,.0661376,10.27778,3.373016,.8597884,6.150794,.2380953,1.587302,0,0,0,0,0,1.719577,0,.4960317,19.0547,.4960317,.3968254,45.41619,1.898148,0,1.09127,3.472222,3.472222
"usaipo1961-0641",08nov1960,03nov1964,10feb1961,15feb1961,"National Adults",1,"Duplicate",32,1617,,"Female","Highest 25%",27.71342,1.578833,10.37747,0,3.00813,34.60874,0,0,1.829268,.3048781,0,0,3.20122,0,17.37805,3.20122,21.7124,.6707317,0,.4573171,1.448171,.6641986,.2286585,0,5.188734,5.188734,0,0,0,0,12.54573,1.178862,.5894309,18.71951,1.575203,0,0,0,0,0,3.20122,21.7124,.6707317,0,.2235772,.4573171,1.448171,0,0,1.178862,1.178862,12.54573,1.178862,.5894309,0,18.71951,0,0,1.575203,0,0,0,.4573171,.6641986,.2286585,.2286585,0,0,0,0,0,0,27.48984,10.37747,.2286585,1.829268,.2235772,.6641986,0,0,0,0,0,.6859756,0,0,21.66667,0,0,14.12093,.3048781,0,5.030488,0,17.37805,33.72591,1.413276,7.816865,0,3.797288,39.54216,0,0,3.426124,0,1.070664,0,1.927195,0,7.280514,4.218416,24.50749,1.927195,0,.6423983,1.788009,.4282655,.2462527,0,3.908433,3.908433,0,0,0,0,19.83379,.9279087,.4639543,17.15917,1.073213,0,0,0,0,0,4.218416,24.50749,1.927195,0,.6423983,.6423983,1.788009,.2141328,0,.9279087,.9279087,19.83379,.9279087,.4639543,0,17.15917,0,0,1.157337,0,0,0,.4925053,.4282655,.2462527,.2462527,0,0,0,0,0,0,33.29765,7.816865,.2462527,2.655246,.6423983,.4282655,0,0,0,0,1.070664,.738758,0,0,19.47894,0,0,20.99113,0,0,5.353319,0,7.280514,32.17618,.6947392,3.522966,0,2.373382,53.73469,0,.2345583,.6776127,0,.3961428,0,2.124055,0,4.065676,6.665364,23.22778,.8444097,0,.2111024,.9460517,.3350832,.089914,0,1.761483,1.761483,0,0,0,0,29.69731,1.070281,.5351403,18.88324,2.803157,0,0,0,0,0,6.665364,23.22778,.8444097,0,.2814699,.2111024,.9460517,.0521241,0,1.070281,1.070281,29.69731,1.070281,.5351403,0,18.88324,0,.2345583,3.314159,0,0,0,.179828,.3350832,.089914,.089914,0,0,0,0,0,0,31.94683,3.522966,.089914,1.068543,.2814699,.3350832,0,0,0,0,.3961428,.269742,0,.2345583,21.55894,.1824342,0,33.24603,0,0,2.801668,0,4.065676,31.53385,.3856041,4.498714,0,1.584445,56.02053,0,0,1.199657,.2570694,.2142245,0,1.863753,0,2.442159,8.751071,18.91388,2.140103,0,.0514139,.9640103,.1285347,.0642674,0,2.249357,2.249357,0,0,0,0,38.69976,1.241686,.620843,12.20223,2.37626,0,0,0,0,0,8.751071,18.91388,2.140103,0,.7133676,.0514139,.9640103,0,0,1.241686,1.241686,38.69976,1.241686,.620843,0,12.20223,0,.1285347,3.127474,0,0,0,.1285347,.1285347,.0642674,.0642674,0,0,0,0,0,0,30.82048,4.498714,.0642674,.2142245,.7133676,.1285347,0,0,0,0,.2142245,.1928021,0,0,15.30644,.1285347,0,41.95576,.2570694,0,3.063411,0,2.442159
"usaipo1961-0644",08nov1960,03nov1964,04may1961,09may1961,"National Adults",1,"Duplicate",33,1493,,"Female","Third 25%",27.27097,0,13.85749,0,4.82801,45.17784,0,0,2.129402,.1638002,2.211302,0,4.361179,0,0,4.46999,16.21622,3.538084,0,0,1.867322,0,0,0,6.928747,6.928747,0,0,0,0,20.47678,.5896806,.2948403,20.50368,1.809992,0,0,0,0,0,4.46999,16.21622,3.538084,0,1.179361,0,1.867322,.0614251,0,.5896806,.5896806,20.47678,.5896806,.2948403,0,20.50368,0,.3071253,3.005733,0,0,0,0,0,0,0,0,0,0,0,0,0,26.15304,13.85749,0,3.194103,1.179361,0,0,0,0,0,2.211302,0,0,0,21.97789,.982801,0,23.78963,.1638002,0,6.490582,0,0,22.88118,.3755869,7.733065,0,2.916015,60.34299,0,0,3.755868,0,0,0,1.995305,0,0,4.518779,12.72301,2.406103,0,.4694836,1.961771,0,.0938967,0,3.866532,3.866532,0,0,0,0,27.8346,.3860198,.1930099,21.27021,6.831917,0,0,0,0,0,4.518779,12.72301,2.406103,0,.8020344,.4694836,1.961771,0,0,.3860198,.3860198,27.8346,.3860198,.1930099,0,21.27021,0,.2347418,10.4244,0,0,0,.1877934,0,.0938967,.0938967,0,0,0,0,0,0,22.07914,7.733065,.0938967,2.529995,.8020344,0,0,0,0,0,0,.2816902,0,0,22.23526,0,0,38.49374,0,0,5.751173,0,0,22.38524,1.521895,4.360293,0,2.846126,62.12496,0,.1256281,2.303183,.0837521,.4773869,0,3.771536,0,0,2.880025,15.58073,1.681847,0,.9282523,.7537689,1.371141,.0376884,0,2.180147,2.180147,0,0,0,0,37.65928,.6805855,.3402928,12.87339,6.11343,0,0,0,0,0,2.880025,15.58073,1.681847,0,.5606156,.9282523,.7537689,.5433417,0,.7085029,.7085029,37.65928,.6805855,.3402928,0,12.87339,0,.169598,10.40181,0,0,0,.0753769,1.371141,.0376884,.0376884,0,0,0,0,0,0,22.36797,4.360293,.0376884,.7453936,.5606156,1.371141,0,0,0,0,.4773869,.1130653,0,.1256281,14.60278,.8488873,0,48.23069,.0837521,0,6.074719,0,0,15.05098,.4966888,4.749816,0,2.687901,72.25744,0,.1103753,.8094187,.3311258,.4635761,0,3.042679,0,0,3.053716,8.513613,.8112583,0,.91191,1.490066,.2759382,.0551876,0,2.374908,2.374908,0,0,0,0,48.94079,1.124777,.5623883,14.05445,4.83654,0,0,0,0,0,3.053716,8.513613,.8112583,0,.2704194,.91191,1.490066,.5518764,0,1.227268,1.227268,48.94079,1.124777,.5623883,0,14.05445,0,.1361295,7.4389,0,0,0,.1103753,.2759382,.0551876,.0551876,0,0,0,0,0,0,15.33244,4.749816,.0551876,.2943341,.2704194,.2759382,0,0,0,0,.4635761,.1655629,0,.1103753,16.96889,.6144224,0,56.51582,.3311258,0,3.852097,0,0
"usaipo1961-0648",08nov1960,03nov1964,27jul1961,01aug1961,"National Adults",1,"Duplicate",33,1546,,"Male","Highest 25%",17.9056,.4424779,6.637168,0,2.19469,64.49768,0,0,2.481669,0,.4719764,0,5.368731,0,0,1.061947,7.710914,5.38938,0,1.946903,0,.2654867,.0442478,0,3.318584,3.318584,0,0,0,0,19.43869,.0707965,1.097345,32.97345,1.112094,0,.8128951,0,0,0,1.061947,7.710914,5.38938,0,1.79646,1.946903,0,0,0,.4247788,.4247788,19.43869,.0707965,1.097345,0,32.97345,7.808259,.8849558,2.224189,0,0,0,.0884956,.2654867,.0442478,.0442478,0,0,0,0,0,0,16.10915,6.637168,.0442478,1.769912,1.79646,.2654867,0,0,0,0,.4719764,.1327434,0,0,42.37463,0,0,22.54783,0,0,7.8504,0,0,8.964646,1.534091,5.108225,0,2.058081,77.78003,0,0,1.903409,.3787879,.9469697,0,1.325758,0,0,2.083333,5.082071,.6392046,0,.9469697,0,1.534091,0,0,2.554112,2.554112,0,0,0,0,26.11607,.7323232,.4924243,30.63447,2.32188,0,.9564394,0,0,0,2.083333,5.082071,.6392046,0,.2130682,.9469697,0,0,0,.7323232,.7323232,26.11607,.7323232,.4924243,0,30.63447,14.97159,.1893939,4.643759,0,0,0,0,1.534091,0,0,0,0,0,0,0,0,8.751578,5.108225,0,1.325758,.2130682,1.534091,0,0,0,0,.9469697,0,0,0,47.56313,0,0,30.94923,.3787879,0,3.229167,0,0,15.56028,0,2.382979,0,.3546099,76.91186,0,0,2.237082,0,0,0,2.340425,.212766,0,.7092198,11.91489,1.595745,0,.4255319,.3829787,0,0,0,1.191489,1.191489,0,0,0,0,26.66464,.141844,1.985816,26.76596,1.251266,0,1.43921,0,0,0,.7092198,11.91489,1.595745,0,.5319149,.4255319,.3829787,0,0,.141844,.141844,26.66464,.141844,1.985816,0,26.76596,18.42553,.4255319,2.502533,0,0,0,0,0,0,0,0,0,0,0,0,0,15.02837,2.382979,0,.212766,.5319149,0,0,0,0,0,0,0,0,0,47.46099,0,0,29.5927,0,0,4.577507,.212766,0,7.8864,.9887006,3.050848,.3531073,1.469599,80.19034,0,0,3.217312,0,1.106403,0,1.737288,0,0,1.304479,3.742938,1.28178,0,.9180791,.2118644,.6355932,.0882768,0,1.525424,1.525424,0,.3531073,0,0,31.89989,.55152,1.546947,25.81921,1.333737,0,2.521187,0,0,0,1.304479,3.742938,1.28178,0,.4272599,.9180791,.2118644,.7062147,0,.55152,.55152,31.89989,.55152,1.546947,0,25.81921,16.92847,.7768362,2.667474,0,0,0,.1765537,.6355932,.0882768,.0882768,0,0,0,0,0,0,8.165355,3.050848,.0882768,.2118644,.4272599,.6355932,0,0,0,0,1.45951,.2648305,0,0,45.39766,0,0,35.3442,0,0,4.9546,0,0
"usaipo1962-0657",08nov1960,03nov1964,06apr1962,11apr1962,"National Adults",1,"Duplicate",36,1585,,"Male","Third 25%",19.77069,1.313321,9.164061,0,2.001251,44.20471,0,.5628518,2.157598,0,2.439024,0,2.439024,0,15.94747,.750469,10.43152,4.133833,0,3.076923,0,0,0,0,4.769648,4.394413,0,0,0,0,16.21951,.1500938,2.889306,16.67188,1.210131,0,.750469,0,0,0,.750469,10.43152,4.133833,0,1.377944,3.076923,0,.9380863,0,.1500938,.1500938,16.21951,.1500938,2.889306,0,16.67188,3.752345,2.101313,2.420263,0,0,0,.6566604,0,0,.3283302,0,0,0,0,0,.3283302,19.33083,9.164061,0,.8755472,1.377944,0,0,0,0,0,2.439024,1.313321,0,.5628518,23.61372,.0375235,0,20.74109,0,0,4.596623,0,15.94747,14.43379,1.123288,7.990868,0,5.26484,51.52511,0,0,2.739726,.913242,2.118721,0,2.79452,0,11.09589,.7397261,7.995433,2.732877,0,2.054795,0,0,0,0,4.280822,3.710046,0,0,0,0,21.86546,.8356164,5.321918,18.379,.6064906,0,.9589041,0,0,0,.7397261,7.995433,2.732877,0,.9109589,2.054795,0,1.369863,0,.8356164,.8356164,21.86546,.8356164,5.321918,0,18.379,3.686399,.3424658,1.09426,0,0,0,.5616438,0,0,.2808219,0,0,0,0,0,.2808219,14.89269,7.990868,0,2.328767,.9109589,0,0,0,0,0,2.118721,1.123288,0,0,29.05855,.7305936,0,23.30219,.913242,0,5.534247,0,11.09589,14.99425,.7479862,6.138053,.4315305,5.195719,57.66426,0,.0863061,2.342594,.7019563,2.26122,0,2.013809,0,7.422325,.972382,6.68201,3.151611,0,2.15957,.9781358,0,0,0,3.410141,2.727912,0,.4315305,0,0,26.51118,1.306738,5.281568,19.36134,.9167626,0,1.491041,0,0,0,.972382,6.68201,3.151611,0,1.050537,2.15957,.9781358,1.495972,0,1.306738,1.306738,26.51118,1.306738,5.281568,0,19.36134,2.456984,1.075949,1.670503,0,0,0,.3739931,0,0,.1869965,0,0,0,0,0,.1869965,15.43968,6.138053,0,1.027454,1.050537,0,0,0,0,0,2.69275,.7479862,0,.0863061,29.71336,1.365554,0,29.25763,.7019563,0,4.356403,0,7.422325,13.78889,.25,4.372222,0,4.113889,63.80833,0,0,3.416667,.25,3,0,2.75,0,4.25,1.2,7.125,1.645833,0,1.625,1.644444,0,0,0,2.186111,2.186111,0,0,0,0,39.47778,1.461111,3.091667,15.54167,.8888889,0,.5,0,0,0,1.2,7.125,1.645833,0,.5486111,1.625,1.644444,1.361111,0,1.461111,1.461111,39.47778,1.461111,3.091667,0,15.54167,1.708333,.75,1.777778,0,0,0,.125,0,0,.0625,0,0,0,0,0,.0625,14.60139,4.372222,0,1.25,.5486111,0,0,0,0,0,3,.25,0,0,23.26389,.0416667,0,42.00555,.25,0,6.166667,0,4.25
"usaipo1962-0660",08nov1960,03nov1964,28jun1962,03jul1962,"National Adults",1,"Duplicate",37,1510,,"Female","Highest 25%",16.643,2.781981,9.687657,0,7.342956,38.08559,0,.2560819,9.270166,.5121639,2.253521,0,2.795561,0,10.37132,1.581112,8.433632,2.413572,0,2.112676,1.297482,.4772436,0,0,4.843829,4.843829,0,0,0,0,16.47461,.1707213,2.304738,17.72708,.0426803,0,1.536492,0,0,0,1.581112,8.433632,2.413572,0,.8045241,2.112676,1.297482,1.771233,0,1.901214,.3201024,16.47461,.1707213,2.304738,0,17.72708,.2987623,1.024328,.0853607,0,0,0,1.152369,.4772436,0,.5761844,0,0,0,0,0,.5761844,19.19082,9.687657,0,3.030303,.8045241,.4772436,0,0,0,0,2.253521,2.304738,0,.2560819,20.8214,.6402048,0,17.58429,.5121639,0,12.06573,0,10.37132,17.88714,4.448819,7.572178,0,7.425634,42.15004,0,.1312336,4.265092,.3937008,1.224847,0,2.690289,0,11.81102,1.815398,9.689414,3.051181,0,1.48294,.8311461,1.115486,0,0,3.786089,3.786089,0,0,0,0,18.49081,1.15923,2.373141,17.21785,.2077865,0,.1312336,0,0,0,1.815398,9.689414,3.051181,0,1.01706,1.48294,.8311461,1.312336,0,3.61986,1.804462,18.49081,1.15923,2.373141,0,17.21785,.5249344,1.968504,.4155731,0,0,0,1.666667,1.115486,0,.8333333,0,0,0,0,0,.8333333,19.99781,7.572178,0,1.968504,1.01706,1.115486,0,0,0,0,1.224847,3.333333,0,.1312336,23.07961,.5249344,0,20.87489,.3937008,0,6.95538,0,11.81102,14.76553,2.103929,9.150824,0,9.681333,49.36599,0,.6337135,3.136882,0,.4647233,0,1.951838,0,8.745247,3.443177,8.221377,.9949303,0,1.520913,.2534854,.7604563,0,0,4.575412,4.575412,0,0,0,0,28.40093,.5733599,5.736617,12.80464,.2091255,0,.2534854,0,0,0,3.443177,8.221377,.9949303,0,.3316434,1.520913,.2534854,1.787072,0,4.514455,1.071278,28.40093,.5733599,5.736617,0,12.80464,.6337135,.9125475,.3041825,0,0,0,.6717364,.7604563,0,.3358682,0,0,0,0,0,.3358682,19.66413,9.150824,0,3.379806,.3316434,.7604563,0,0,0,0,.4647233,1.343473,0,.6337135,20.8196,0,0,29.61766,0,0,5.08872,0,8.745247,15.13732,5.852827,6.64961,0,9.164186,49.03304,0,.6140351,2.823465,.4020468,1.343202,0,3.16886,0,5.811403,4.627454,5.418494,1.672149,0,2.467105,.3947368,1.291423,0,0,3.324805,3.324805,0,0,0,0,28.59937,.5975878,3.003472,15.04534,.1644737,0,1.20614,0,0,0,4.627454,5.418494,1.672149,0,.5573831,2.467105,.3947368,1.465643,0,5.688309,1.060855,28.59937,.5975878,3.003472,0,15.04534,.877193,.5811404,.3289474,0,0,0,2.280702,1.291423,0,1.140351,0,0,0,0,0,1.140351,20.67304,6.64961,0,1.754386,.5573831,1.291423,0,0,0,0,1.343202,4.561403,0,.6140351,20.58445,.255848,0,29.50945,.4020468,0,5.992325,0,5.811403
"usaipo1962-0662",08nov1960,03nov1964,23aug1962,28aug1962,"National Adults",1,"Duplicate",37,1485,,"Female","Highest 25%",15.9009,2.747748,6.981982,0,6.589447,40.15229,.6756757,0,3.603604,1.501502,3.828829,0,3.378378,0,14.63964,1.726727,6.306306,3.378378,0,1.081081,2.282282,0,0,0,3.490991,3.490991,0,0,0,0,15.99099,.1287001,3.367653,15.67246,.3566066,0,.4504505,0,0,0,1.726727,6.306306,3.378378,0,1.126126,1.081081,2.282282,.5405406,0,1.919777,.1930502,15.99099,.1287001,3.367653,0,15.67246,2.177177,2.102102,.7132132,0,.6756757,0,1.373874,0,0,.6869369,0,0,0,0,0,.6869369,17.04204,6.981982,0,2.252252,1.126126,0,0,0,0,0,3.828829,2.747748,0,0,21.53904,1.876877,.6756757,18.80631,1.501502,0,6.981982,0,14.63964,14.71795,2.333333,6.923077,0,5.109524,49.60843,.2051282,0,2.076923,0,2.307692,0,3.179487,0,13.53846,.9230769,4.805128,4.184616,0,3.102564,.3076923,.4102564,0,0,3.461539,3.461539,0,0,0,0,20.35897,.0747253,2.037363,17.76044,.4,0,.1538462,0,0,0,.9230769,4.805128,4.184616,0,1.394872,3.102564,.3076923,1.076923,0,1.035165,.1120879,20.35897,.0747253,2.037363,0,17.76044,6.243589,2.333333,.8000001,0,.2051282,0,.9615384,.4102564,0,.4807692,0,0,0,0,0,.4807692,15.32308,6.923077,0,1.461538,1.394872,.4102564,0,0,0,0,2.307692,1.923077,0,0,26.22821,1.535897,.2051282,23.49231,0,0,5.256411,0,13.53846,11.05017,1.024022,5.606896,.0275634,6.894584,62.9473,.6982727,0,2.370452,1.074972,1.323043,0,1.791621,0,5.191106,2.242742,5.915105,1.000551,0,.5696435,.9886072,.4410143,0,0,2.803448,2.803448,0,.0275634,0,0,31.68523,.5775188,5.199637,15.34973,.8782004,0,1.70893,0,0,0,2.242742,5.915105,1.000551,0,.3335171,.5696435,.9886072,.4851158,0,3.127395,.8846537,31.68523,.5775188,5.199637,0,15.34973,6.619349,1.986068,1.529768,0,.6982727,0,.2915038,.4410143,0,.1457519,0,0,0,0,0,.1457519,13.44451,5.606896,0,1.194414,.3335171,.4410143,0,0,0,0,1.350606,.5830076,0,0,28.63089,2.087659,.6982727,35.20107,1.074972,0,4.162073,0,5.191106,21.56814,.8796622,.6896552,0,6.899777,59.07606,1.403941,0,4.581281,3.17734,0,0,.9852217,0,.7389163,2.955665,7.471264,3.725369,0,3.489327,2.684729,.7389163,0,0,.3448276,.3448276,0,0,0,0,30.39995,.5835093,4.819083,17.06838,1.398076,0,3.103448,0,0,0,2.955665,7.471264,3.725369,0,1.24179,3.489327,2.684729,1.36289,0,3.830929,.8752639,30.39995,.5835093,4.819083,0,17.06838,2.442529,1.740558,2.02205,0,1.403941,0,.070373,.7389163,0,.0351865,0,0,0,0,0,.0351865,24.64491,.6896552,0,.8210181,1.24179,.7389163,0,0,0,0,0,.140746,0,0,25.78876,.8849402,1.403941,34.16256,3.17734,0,5.566503,0,.7389163
