country,ccode,cow,imf,wdi,marpor,mapp,ms2000,smg2003,errda,mfh2004,parlgov,govtseq,new,investiture,startyear,startmonth,startday,peyear,pemonth,peday,neyear,nemonth,neday,duration,ciep,ciep_left,pmpd,rft_wkb2000,rft_wkb2011,rft_sw2014,election_follows,tog1,tog2,gpshare,gspshare,gparties,gsparties,sparties,reshuffles,return,return_elect,py1name,py1seat,py1cab_perc,mpppy1,py2name,py2seat,py2cab_perc,mpppy2,py3name,py3seat,py3cab_perc,mpppy3,py4name,py4seat,py4cab_perc,mpppy4,py5name,py5seat,py5cab_perc,mpppy5,py6name,py6seat,py6cab_perc,mpppy6,py7name,py7seat,py7cab_perc,mpppy7,py8name,py8seat,py8cab_perc,mpppy8,py9name,py9seat,py9cab_perc,mpppy9,py10name,py10seat,py10cab_perc,mpppy10,totalseat,portfolio,cpg_wkb2000,cpg_wkb2011,cpg_sw2014,prime,primeparty,mpp_pm,py1seat_upper,totalseat_upper
"Australia",900,900,193,"AUS",63,0,,,,,574,1,0,0,1945,7,13,1943,8,21,1946,9,28,475,3,404,117.5743,1,1,1,1,1,1,66.21622,66.21622,1,1,0,,,,"ALP",49,,63320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,74,,4,4,4,"Chifley","ALP",63320,,
"Australia",900,900,193,"AUS",63,1,,,,,490,2,0,0,1946,10,31,1946,9,28,1949,12,10,1145,3,1063,107.714,1,1,1,1,1,1,58.10811,58.10811,1,1,0,,1,1,"ALP",43,,63320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,74,,4,4,4,"Chifley","ALP",63320,,
"Australia",900,900,193,"AUS",63,1,,,,,450,3,0,0,1949,12,19,1949,12,10,1951,4,28,508,3,1087,46.73413,1,1,1,1,2,2,60.65574,60.65574,2,2,0,,0,0,"LPA",55,,63620,"CP",19,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,122,,2,2,2,"Menzies","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,566,4,0,0,1951,5,11,1951,4,28,1954,5,29,1155,3,1083,106.6482,1,1,1,1,2,2,57.02479,57.02479,2,2,0,,2,2,"LPA",52,,63620,"CP",17,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,121,,2,2,2,"Menzies","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,178,5,0,0,1954,7,9,1954,5,29,1955,12,10,551,3,1055,52.22749,1,1,1,1,2,2,52.89256,52.89256,2,2,0,,2,2,"LPA",47,,63620,"CP",17,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,121,,2,2,2,"Menzies","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,479,6,0,0,1956,1,11,1955,12,10,1958,11,22,1063,3,1064,99.90601,1,1,1,1,2,2,61.47541,61.47541,2,2,0,,2,2,"LPA",57,,63620,"CP",18,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,122,,2,2,2,"Menzies","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,627,7,0,0,1958,12,9,1958,11,22,1961,12,9,1110,3,1079,102.873,1,1,1,1,2,2,63.11475,63.11475,2,2,0,,2,2,"LPA",58,,63620,"CP",19,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,122,,2,2,2,"Menzies","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,288,8,0,0,1961,12,23,1961,12,9,1963,11,30,724,3,1082,66.91312,1,1,1,1,2,2,50.81967,50.81967,2,2,0,,2,2,"LPA",45,,63620,"CP",17,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,122,,2,2,2,"Menzies","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,786,9,0,0,1963,12,17,1963,11,30,1966,11,26,771,3,1079,71.45505,2,2,2,0,2,2,59.01639,59.01639,2,2,0,,2,2,"LPA",52,,63620,"CP",20,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,122,,2,2,2,"Menzies","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,261,10,0,0,1966,1,26,1963,11,30,1966,11,26,322,3,308,104.5455,1,1,1,1,2,2,59.01639,59.01639,2,2,0,,2,,"LPA",52,,63620,"CP",20,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,122,,2,2,2,"Holt","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,67,11,0,0,1966,12,14,1966,11,26,1969,10,25,369,3,1078,34.23006,3,3,3,0,2,2,66.12904,66.12904,2,2,0,,2,2,"LPA",61,,63620,"CP",21,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,124,,2,2,2,"Holt","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,634,12,0,0,1967,12,18,1966,11,26,1969,10,25,23,3,709,3.244006,2,2,2,0,2,2,66.12904,66.12904,2,2,0,,2,,"LPA",61,,63620,"CP",21,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,124,,2,2,2,"McEwen","CP",63810,,
"Australia",900,900,193,"AUS",63,1,,,,,1,13,0,0,1968,1,10,1966,11,26,1969,10,25,49,3,686,7.142857,,,,0,2,2,66.12904,66.12904,2,2,0,,2,,"LPA",61,,63620,"CP",21,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,124,,2,2,2,"Gorton","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,795,14,0,0,1968,2,28,1966,11,26,1969,10,25,622,3,637,97.64521,1,1,1,1,2,2,66.12904,66.12904,2,2,0,,2,,"LPA",61,,63620,"CP",21,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,124,,2,2,2,"Gorton","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,1024,15,0,0,1969,11,11,1969,10,25,1972,12,2,495,3,1079,45.87581,2,2,2,0,2,2,52.8,52.8,2,2,0,,2,2,"LPA",46,,63620,"CP",20,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,125,,2,2,2,"Gorton","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,671,16,0,0,1971,3,21,1969,10,25,1972,12,2,639,3,584,109.4178,1,1,1,1,2,2,52.8,52.8,2,2,0,,2,,"LPA",46,,63620,"CP",20,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,125,,2,2,2,"McMahon","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,507,17,0,0,1972,12,19,1972,12,2,1974,5,18,540,3,1078,50.09277,1,1,1,1,1,1,53.6,53.6,1,1,0,,0,0,"ALP",67,,63320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,125,,4,4,4,"Whitlam","ALP",63320,,
"Australia",900,900,193,"AUS",63,1,,,,,844,18,0,0,1974,6,12,1974,5,18,1975,12,13,518,3,1071,48.36601,6,6,6,0,1,1,51.9685,51.9685,1,1,0,,1,1,"ALP",66,,63320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,127,,4,4,4,"Whitlam","ALP",63320,,
"Australia",900,900,193,"AUS",63,1,,,,,720,19,0,0,1975,11,12,1974,5,18,1975,12,13,36,3,553,6.509946,1,1,1,1,5,5,48.8189,48.8189,2,2,0,,0,,"LPA",40,,63620,"NCP",22,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,127,,2,2,2,"Fraser","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,836,20,0,0,1975,12,18,1975,12,13,1977,12,10,733,3,1091,67.18607,1,1,1,1,3,3,71.65354,71.65354,2,2,0,,2,2,"LPA",68,,63620,"NCP",23,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,127,,1,1,1,"Fraser","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,421,21,0,0,1977,12,20,1977,12,10,1980,10,18,1048,3,1086,96.50092,1,1,1,1,3,3,68.8,68.8,2,2,0,,2,2,"LPA",67,,63620,"NCP",19,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,125,,1,1,1,"Fraser","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,774,22,0,0,1980,11,2,1980,10,18,1983,3,5,859,3,1080,79.53704,1,1,1,1,2,2,59.2,59.2,2,2,0,,2,2,"LPA",54,,63620,"NCP",20,,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,125,,2,2,2,"Fraser","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,576,23,0,0,1983,3,11,1983,3,5,1984,12,1,643,3,1090,58.99083,1,1,1,1,1,1,60,60,1,1,0,,0,0,"ALP",75,,63320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,125,,4,4,4,"Hawke","ALP",63320,,
"Australia",900,900,193,"AUS",63,1,,,,,401,24,0,0,1984,12,13,1984,12,1,1987,7,11,951,3,1083,87.81164,1,1,1,1,1,1,55.40541,55.40541,1,1,0,,1,1,"ALP",82,,63320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,148,,4,4,4,"Hawke","ALP",63320,,
"Australia",900,900,193,"AUS",63,1,,,,,875,25,0,0,1987,7,22,1987,7,11,1990,3,24,987,3,1085,90.96774,1,1,1,1,1,1,58.10811,58.10811,1,1,0,,1,1,"ALP",86,,63320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,148,,4,4,4,"Hawke","ALP",63320,,
"Australia",900,900,193,"AUS",63,1,,,,,155,26,0,0,1990,4,4,1990,3,24,1993,3,13,632,3,1085,58.24885,2,2,2,0,1,1,52.7027,52.7027,1,1,0,1,1,1,"ALP",78,100,63320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,148,17,4,4,4,"Hawke","ALP",63320,,
"Australia",900,900,193,"AUS",63,1,,,,,725,27,0,0,1991,12,27,1990,3,24,1993,3,13,453,3,453,100,1,1,1,1,1,1,52.7027,52.7027,1,1,0,0,1,,"ALP",78,100,63320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,148,19,4,4,4,"Keating","ALP",63320,,
"Australia",900,900,193,"AUS",63,1,,,,,49,28,0,0,1993,3,24,1993,3,13,1996,3,2,1083,3,1085,99.81567,1,1,1,1,1,1,54.05405,54.05405,1,1,0,1,1,1,"ALP",80,100,63320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,148,19,4,4,4,"Keating","ALP",63320,,
"Australia",900,900,193,"AUS",63,1,,,,,402,29,0,0,1996,3,11,1996,3,2,1998,10,3,954,3,1086,87.84531,,1,1,1,3,3,63.51351,63.51351,2,2,0,1,0,0,"LPA",76,82.352941,63620,"NPA",18,17.647059,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,148,17,2,2,2,"Howard","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,423,30,1,0,1998,10,21,1998,10,3,2001,11,10,1132,3,1078,105.0093,,1,1,1,2,2,54.05405,54.05405,2,2,0,2,2,2,"LPA",64,83.333333,63620,"NPA",16,16.666667,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,148,18,,2,2,"Howard","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,812,31,1,0,2001,11,26,2001,11,10,2004,10,9,1065,3,1080,98.61111,,1,1,1,2,2,54.66667,54.66667,2,2,0,1,2,2,"LPA",69,83.333333,63620,"NPA",13,16.666667,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,150,18,,2,2,"Howard","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,234,32,1,0,2004,10,26,2004,10,9,2007,11,24,1133,3,1078,105.102,,1,1,1,2,2,58,58,2,2,0,3,2,2,"LPA",75,83.333333,63620,"NPA",12,16.666667,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,150,18,,2,2,"Howard","LPA",63620,,
"Australia",900,900,193,"AUS",63,1,,,,,385,33,1,0,2007,12,3,2007,11,24,2010,8,21,934,3,1087,85.92456,,,2,0,1,1,55.33333,55.33333,1,1,0,0,0,0,"ALP",83,100,63320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,150,21,,4,4,"Rudd","ALP",63320,,
"Australia",900,900,193,"AUS",63,1,,,,,736,34,2,0,2010,6,24,2007,11,24,2010,8,21,82,3,153,53.59477,,,1,1,1,1,55.33333,55.33333,1,1,0,0,1,,"ALP",83,100,63320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,150,20,,,4,"Gillard","ALP",63320,,
"Australia",900,900,193,"AUS",63,1,,,,,108,35,2,0,2010,9,14,2010,8,21,2013,9,7,1017,3,1072,94.8694,,,2,0,4,4,48,48,1,1,0,4,1,1,"ALP",72,100,63320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,150,20,,,4,"Gillard","ALP",63320,,
"Australia",900,900,193,"AUS",63,1,,,,,1061,36,2,0,2013,6,27,2010,8,21,2013,9,7,83,3,55,150.9091,,,1,1,4,4,47.33333,47.33333,1,1,0,0,1,,"ALP",71,100,63320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,150,20,,,4,"Rudd","ALP",63320,,
"Australia",900,900,193,"AUS",63,1,,,,,1066,37,2,0,2013,9,18,2013,9,7,,,,,3,1085,,,,,,2,2,60,60,2,2,0,1,0,0,"LPA",75,84.210526,63620,"NPA",15,15.789474,63810,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,150,19,,,2,"Abbott","LPA",63620,,
"Austria",305,305,122,"AUT",42,0,2,2,101,,133,1,0,0,1945,12,18,1945,11,25,1949,10,9,1420,4,1438,98.74826,1,1,1,1,3,3,100,100,3,3,0,,,,"OVP",85,,42520,"SPO",76,,42320,"KPO",4,,42220,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,165,,4,4,4,"Figl","OVP",42520,,
"Austria",305,305,122,"AUT",42,1,4,4,103,,775,2,0,0,1949,11,7,1949,10,9,1953,2,22,1242,4,1432,86.73184,4,4,4,1,2,2,87.27273,87.27273,2,2,0,,2,2,"OVP",77,,42520,"SPO",67,,42320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,165,,4,4,4,"Figl","OVP",42520,,
"Austria",305,305,122,"AUT",42,1,5,5,104,,659,3,0,0,1953,4,2,1953,2,22,1956,5,13,1178,4,1422,82.84107,1,1,1,1,2,2,94.54546,94.54546,2,2,0,,2,2,"OVP",82,,42520,"SPO",74,,42320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,165,,4,4,4,"Raab","OVP",42520,,
"Austria",305,305,122,"AUT",42,1,6,6,105,,105,4,0,0,1956,6,23,1956,5,13,1959,5,10,1117,4,1420,78.66197,1,1,1,1,2,2,89.09091,89.09091,2,2,0,,2,2,"OVP",74,,42520,"SPO",73,,42320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,165,,4,4,4,"Raab","OVP",42520,,
"Austria",305,305,122,"AUT",42,1,7,7,106,,114,5,0,0,1959,7,15,1959,5,10,1962,11,18,478,4,1395,34.26523,4,4,4,0,2,2,95.15151,95.15151,2,2,0,,2,2,"OVP",79,,42520,"SPO",78,,42320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,165,,4,4,4,"Raab","OVP",42520,,
"Austria",305,305,122,"AUT",42,1,,,,,757,6,0,0,1960,11,4,1959,5,10,1962,11,18,159,4,917,17.33915,3,3,3,0,2,2,95.15151,95.15151,2,2,0,,2,,"OVP",79,,42520,"SPO",78,,42320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,165,,4,4,4,"Raab","OVP",42520,,
"Austria",305,305,122,"AUT",42,1,8,8,107,,533,7,0,0,1961,4,12,1959,5,10,1962,11,18,711,4,758,93.79947,1,1,1,1,2,2,95.15151,95.15151,2,2,0,,2,,"OVP",79,,42520,"SPO",78,,42320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,165,,4,4,4,"Gorbach","OVP",42520,,
"Austria",305,305,122,"AUT",42,1,9,9,108,,622,8,0,0,1963,3,24,1962,11,18,1966,3,6,376,4,1335,28.16479,2,2,2,0,2,2,95.15151,95.15151,2,2,0,,2,2,"OVP",81,,42520,"SPO",76,,42320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,165,,4,4,4,"Gorbach","OVP",42520,,
"Austria",305,305,122,"AUT",42,1,10,10,109,,483,9,0,0,1964,4,3,1962,11,18,1966,3,6,568,4,959,59.22836,4,4,4,0,2,2,95.15151,95.15151,2,2,0,,2,,"OVP",81,,42520,"SPO",76,,42320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,165,,4,4,4,"Klaus","OVP",42520,,
"Austria",305,305,122,"AUT",42,1,,,,,1035,10,0,0,1965,10,23,1962,11,18,1966,3,6,178,4,391,45.5243,1,1,1,1,2,2,95.15151,95.15151,2,2,0,,2,,"OVP",81,,42520,"SPO",76,,42320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,165,,4,4,4,"Klaus","OVP",42520,,
"Austria",305,305,122,"AUT",42,1,11,11,110,,561,11,0,0,1966,4,19,1966,3,6,1970,3,1,1464,4,1417,103.3169,1,1,1,1,1,1,51.51515,51.51515,1,1,0,,1,1,"OVP",85,,42520,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,165,,3,3,3,"Klaus","OVP",42520,,
"Austria",305,305,122,"AUT",42,1,12,12,111,,354,12,0,0,1970,4,22,1970,3,1,1971,10,10,548,4,1409,38.89283,1,1,1,1,4,4,49.09091,49.09091,1,1,0,,0,0,"SPO",81,,42320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,165,,4,4,4,"Kreisky","SPO",42320,,
"Austria",305,305,122,"AUT",42,1,13,13,112,,365,13,0,0,1971,10,22,1971,10,10,1975,10,5,1468,4,1449,101.3112,1,1,1,1,1,1,50.81967,50.81967,1,1,0,,1,1,"SPO",93,,42320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,,4,4,4,"Kreisky","SPO",42320,,
"Austria",305,305,122,"AUT",42,1,14,14,113,,350,14,0,0,1975,10,29,1975,10,5,1979,5,6,1289,4,1437,89.70077,1,1,1,1,1,1,50.81967,50.81967,1,1,0,,1,1,"SPO",93,,42320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,,4,4,4,"Kreisky","SPO",42320,,
"Austria",305,305,122,"AUT",42,1,15,15,114,,463,15,0,0,1979,5,10,1979,5,6,1983,4,24,1475,4,1457,101.2354,1,1,1,1,1,1,51.91257,51.91257,1,1,0,,1,1,"SPO",95,,42320,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,,4,4,4,"Kreisky","SPO",42320,,
"Austria",305,305,122,"AUT",42,1,16,16,115,,702,16,0,0,1983,5,24,1983,4,24,1986,11,23,1119,4,1431,78.19707,2,2,2,0,2,2,55.19126,55.19126,2,2,0,,1,1,"SPO",90,,42320,"FPO",11,,42420,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,,4,4,4,"Sinowatz","SPO",42320,,
"Austria",305,305,122,"AUT",42,1,17,17,116,,828,17,0,0,1986,6,16,1983,4,24,1986,11,23,219,4,312,70.19231,1,1,1,1,2,2,55.73771,55.73771,2,2,0,,2,,"SPO",90,,42320,"FPO",12,,42420,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,,4,4,4,"Vranitzky","SPO",42320,,
"Austria",305,305,122,"AUT",42,1,18,18,117,,873,18,0,0,1987,1,21,1986,11,23,1990,10,7,1426,4,1402,101.7118,1,1,1,1,2,2,85.79235,85.79235,2,2,0,,1,1,"SPO",80,,42320,"OVP",77,,42520,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,,4,4,4,"Vranitzky","SPO",42320,,
"Austria",305,305,122,"AUT",42,1,19,19,118,,524,19,0,0,1990,12,17,1990,10,7,1994,10,9,1443,4,1390,103.813,1,1,1,1,2,2,76.50273,76.50273,2,2,0,1,2,2,"SPO",80,44.444444,42320,"OVP",60,50,42520,"Independents",,5.5555556,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,18,4,4,4,"Vranitzky","SPO",42320,,
"Austria",305,305,122,"AUT",42,1,20,20,119,,294,20,0,0,1994,11,29,1994,10,9,1995,12,17,384,4,1410,27.23404,4,4,4,1,2,2,63.93443,63.93443,2,2,0,2,2,2,"SPO",65,47.058824,42320,"OVP",52,47.058824,42520,"Independents",0,5.8823529,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,17,4,4,4,"Vranitzky","SPO",42320,,
"Austria",305,305,122,"AUT",42,1,,,,,,21,2,0,1995,12,18,1995,12,17,1999,10,3,85,4,1460,5.821918,,,,0,6,6,63.93443,63.93443,2,2,0,0,2,2,"SPO",65,50,42320,"OVP",52,43.75,42520,"Independents",0,6.25,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,16,,,4,"Vranitzky","SPO",42320,,
"Austria",305,305,122,"AUT",42,1,21,21,120,,323,22,0,0,1996,3,12,1995,12,17,1999,10,3,322,4,1375,23.41818,,1,2,0,2,2,67.75956,67.75956,2,2,0,0,2,,"SPO",71,50,42320,"OVP",53,42.857143,42520,"Independents",0,7.1428571,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,14,4,4,4,"Vranitzky","SPO",42320,,
"Austria",305,305,122,"AUT",42,1,22,22,121,,412,23,1,0,1997,1,28,1995,12,17,1999,10,3,982,4,1053,93.25736,,1,1,1,2,2,67.21311,67.21311,2,2,0,0,2,,"SPO",71,46.153846,42320,"OVP",52,46.153846,42520,"Independents",0,7.6923077,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,13,,4,4,"Klima","SPO",42320,,
"Austria",305,305,122,"AUT",42,1,,,,,1034,24,2,0,1999,10,7,1999,10,3,2002,11,24,120,4,1457,8.236101,,,6,0,6,6,67.21311,67.21311,2,2,0,0,2,2,"SPO",71,46.153846,42320,"OVP",52,46.153846,42520,"Independents",0,7.6923077,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,13,,,4,"Klima","SPO",42320,,
"Austria",305,305,122,"AUT",42,1,,,122,,722,25,1,0,2000,2,4,1999,10,3,2002,11,24,1029,4,1337,76.96335,,4,4,1,2,2,56.8306,56.8306,2,2,0,0,1,,"OVP",52,50,42520,"FPO",52,50,42420,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,12,,2,2,"Schussel","OVP",42520,,
"Austria",305,305,122,"AUT",42,1,,,,,889,26,2,0,2002,11,29,2002,11,24,2006,10,1,91,4,1456,6.25,,,,0,6,6,53.00546,53.00546,2,2,0,0,2,2,"OVP",79,50,42520,"FPO",18,50,42420,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,12,,,3,"Schussel","OVP",42520,,
"Austria",305,305,122,"AUT",42,1,,,123,,257,27,1,0,2003,2,28,2002,11,24,2006,10,1,1413,4,1365,103.5165,,1,1,1,2,2,53.00546,53.00546,2,2,0,0,2,,"OVP",79,61.538462,42520,"FPO",18,30.769231,42420,"Independents",0,7.6923077,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,13,,2,3,"Schussel","OVP",42520,,
"Austria",305,305,122,"AUT",42,1,,,124,,583,28,1,0,2007,1,11,2006,10,1,2008,9,28,691,4,1359,50.84621,,,4,1,2,2,73.22404,73.22404,2,2,0,1,1,1,"SPO",68,50,42320,"OVP",66,50,42520,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,14,,4,4,"Gusenbauer","SPO",42320,,
"Austria",305,305,122,"AUT",42,1,,,125,,268,29,2,0,2008,12,2,2008,9,28,2013,9,29,1840,5,1761,104.4861,,,1,1,2,2,59.01639,59.01639,2,2,0,1,2,2,"SPO",57,50,42320,"OVP",51,50,42520,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,14,,,4,"Faymann","SPO",42320,,
"Austria",305,305,122,"AUT",42,0,,,,,1070,30,2,0,2013,12,16,2013,9,29,,,,,5,1748,,,,,,2,2,54.09836,54.09836,2,2,0,1,2,2,"SPO",52,50,42320,"OVP",47,50,42520,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,183,14,,,4,"Faymann","SPO",42320,,
"Bangladesh",771,771,513,"BGD",,0,,,,,,1,0,0,1973,3,16,1973,3,7,1979,2,18,680,5,,,,,,1,1,1,97.66666,97.66666,1,1,0,,,,"AL",293,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,300,,,,,"Rahman, M.","AL",,,
"Bangladesh",771,771,513,"BGD",,0,,,,,,2,0,0,1979,4,15,1979,2,18,1986,5,7,957,5,,,,,,0,1,1,69,69,1,1,0,,0,0,"BJD",207,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,300,,,,,"Rahman, S.A.","BJD",,,
"Bangladesh",771,771,513,"BGD",,0,,,,,,3,0,0,1981,11,27,1979,2,18,1986,5,7,77,5,,,6,,6,0,1,1,69,69,1,1,0,,1,,"BJD",207,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,300,,,,,"Rahman, S.A.","BJD",,,
"Bangladesh",771,771,513,"BGD",,0,,,,,,4,0,0,1982,2,12,1979,2,18,1986,5,7,40,5,,,,,,1,1,1,69,69,1,1,0,,1,,"BJD",207,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,300,,,,,"Rahman, S.A.","BJD",,,
"Bangladesh",771,771,513,"BGD",,0,,,,,,5,0,0,1991,3,20,1991,2,27,1996,2,15,183,5,1805,10.1385,,,,0,4,2,46.33333,52.33333,1,2,1,,1,1,"BJD",139,,,"[Jamaat-i-Islami]",18,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,300,,,,,"Zia","BJD",,,
"Bangladesh",771,771,513,"BGD",,0,,,,,,6,0,0,1991,9,19,1991,2,27,1996,2,15,1658,5,1622,102.2195,6,,6,1,4,4,48,48,1,1,0,,1,,"BJD",144,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,300,,,,,"Zia","BJD",,,
"Bangladesh",771,771,513,"BGD",,0,,,,,,7,0,0,1996,4,3,1996,2,15,1996,6,12,81,5,1779,4.55312,1,,1,1,6,6,,,0,0,0,,0,0,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,300,,,,,"Rahman, M.H.","NONA",,,
